relative_keyword,grade_norm,grade_power,grade_bigpower,grade_premium,review_10,review_50,review_100,review_1000,total_review,avg_review
안뚫어고리,1,5,17,0,4,3,18,15,78200,1955
오토슬라이서,4,1,3,12,37,1,2,0,490,12
몰탈시멘트,6,4,8,3,15,6,13,6,17393,434
실파,5,4,8,23,29,2,5,4,29289,732
싱크대하부장정리,2,6,13,2,16,1,19,4,14047,351
유아패딩조끼,3,2,14,0,31,3,5,1,4755,118
높이조절모니터받침대,3,7,17,3,12,0,18,10,55590,1389
싱하탄산수,7,8,12,12,29,0,8,3,17595,439
LG유광점퍼,13,0,2,12,31,0,1,0,308,9
거북이사료,3,2,11,2,9,3,24,4,18598,464
35MM필름,2,10,13,0,6,3,15,16,70604,1765
굴소스,1,2,4,9,5,6,17,12,75722,1893
미니압력솥,8,12,7,13,29,6,5,0,1813,45
토퍼제작,8,12,20,0,7,2,20,11,86405,2160
로이텀노트,0,0,11,2,34,5,0,1,3774,94
페브리즈화장실용,3,1,10,20,11,5,16,8,39794,994
유한락스세탁조세정제,4,3,7,25,30,1,7,2,9122,228
오렌즈네로,6,4,7,5,30,2,6,2,6763,169
아기성장앨범,11,4,1,1,32,2,6,0,3903,97
아기스카프,10,6,9,0,19,7,11,3,13127,328
애견미용가운,6,0,34,0,19,5,13,3,8591,214
돌촬영패밀리룩,11,14,14,1,15,5,16,4,12931,323
대봉감15KG,3,1,5,31,24,7,9,0,3782,94
한글자석,1,2,7,3,14,5,13,8,33029,825
달마새우,10,7,10,13,33,2,4,1,2717,67
창문자동개폐기,3,0,1,0,38,2,0,0,184,4
멍게젓갈,11,5,22,2,12,3,12,13,102446,2561
카시오공학용계산기,1,2,3,0,18,4,15,3,25568,639
핀삭스,0,0,3,2,33,2,4,1,3122,78
아나고,7,6,22,3,8,2,18,12,44894,1122
캐패시터,7,0,3,0,36,1,3,0,1173,29
기브스방수커버,2,4,7,0,14,8,8,10,48926,1223
CJ맛밤,0,2,6,26,11,3,15,11,41080,1027
파쉬,3,1,15,4,20,0,10,10,46817,1170
일회용포크,2,0,21,17,7,6,15,12,40056,1001
우주고래,0,1,3,33,36,1,1,2,23793,594
젤라틴,0,1,3,0,21,7,10,2,8124,203
다이소종이박스,9,3,11,16,31,0,6,3,12838,320
장애인화장실손잡이,1,6,10,0,25,6,8,1,4106,102
돼지머리고기,4,9,19,3,11,5,16,8,43525,1088
축구정강이보호대,4,4,14,5,16,7,12,5,13696,342
수유복,2,3,0,5,23,2,13,2,7557,188
씻은묵은지,9,9,9,13,31,1,8,0,3657,91
한글카드,3,8,9,0,16,6,14,4,14962,374
자수네임택,8,21,5,0,6,2,20,12,57776,1444
원터치쌀통,4,0,7,6,28,3,8,1,5566,139
자동분사방향제,6,7,16,5,9,2,26,3,27431,685
요요쉬소형,2,5,10,17,16,6,10,8,127376,3184
수성펜,0,0,1,3,33,0,6,1,3526,88
토끼소주,1,9,8,17,32,0,6,2,7799,194
테니스슬링백,8,4,6,0,27,5,8,0,2870,71
공업용커터칼,0,0,10,0,26,4,8,2,10260,256
하이샤파,0,2,1,7,24,1,10,5,14602,365
팔굽혀펴기기구,3,1,8,0,9,6,17,8,35373,884
세탁실틈새수납장,7,7,15,2,17,2,15,6,20655,516
글루바인전기요,2,0,9,16,23,3,11,3,10040,251
브룩스브라더스셔츠,0,0,1,6,38,1,1,0,1105,27
동원죽,0,1,8,11,11,3,11,15,88965,2224
평페달슈즈,7,7,13,0,26,2,9,3,8186,204
포켓몬고플러스,29,4,7,0,34,2,1,3,6733,168
데스커책상매트,4,6,7,1,31,0,5,4,8464,211
못난이감자,5,4,0,30,32,5,0,3,5662,141
타투잉크,10,11,18,1,12,6,15,7,25166,629
질레트면도크림,2,7,17,14,15,7,12,6,24061,601
우르오스올인원,1,6,13,16,18,3,10,9,55281,1382
리큅건조기,2,0,8,7,8,7,19,6,16761,419
리큅식품건조기,1,0,9,7,8,7,19,6,16761,419
편한식탁의자,2,0,18,3,14,4,16,6,18255,456
쿠쿠밥솥패킹,1,0,12,18,4,4,25,7,24779,619
이유식냄비,6,1,20,5,12,5,15,8,30116,752
왕타칫솔,2,0,6,19,15,0,16,9,127751,3193
레고보관함,8,7,8,1,24,4,10,2,9378,234
마늘종자,4,11,1,24,28,6,4,2,5346,133
유기농양배추,7,9,7,17,31,1,6,2,5671,141
공장등,10,5,19,6,16,2,16,6,24992,624
몬스터울트라,16,2,3,19,33,3,2,2,9150,228
더치커피메이커,2,0,12,0,19,5,11,5,35788,894
자동혈당측정기,9,3,17,11,31,2,5,2,5100,127
카포트,0,1,2,0,34,2,4,0,1318,32
실리콘손목보호대,5,5,9,2,8,3,19,10,40638,1015
귤로장생,3,7,8,22,12,5,12,11,127740,3193
무소음기포기,2,1,7,3,25,4,5,6,21983,549
칠성사이다500,2,3,18,9,14,5,10,11,73585,1839
김치양념,3,6,12,1,15,4,18,3,10753,268
청량고추,3,8,20,8,4,2,21,13,51676,1291
성장영상,29,6,2,0,28,3,7,2,12353,308
원목기차놀이,3,5,6,3,28,0,12,0,4945,123
펄프도시락용기,2,3,25,10,12,7,14,7,41011,1025
골프화주머니,2,4,9,3,24,5,10,1,6308,157
배수관클리너,6,6,19,6,8,3,23,6,120446,3011
삼천포쥐포,3,7,22,8,5,2,16,17,99545,2488
레인보우악력기,1,1,4,5,29,2,6,3,11766,294
스텔라앤츄이스,0,2,20,3,9,2,25,4,15829,395
족구공,0,0,3,1,33,3,4,0,2053,51
브린제,1,8,15,2,35,1,4,0,1332,33
실리콘지퍼백,6,10,7,14,27,3,7,3,7961,199
LG식기세척기세제,4,10,8,10,8,2,22,8,59064,1476
구글타임타이머,5,10,11,2,14,4,14,8,26309,657
엘라바,0,4,1,4,30,3,5,2,13561,339
생대추,11,7,12,10,24,5,8,3,14209,355
구글타이머,5,8,12,2,16,1,15,8,28784,719
풋헬퍼,6,0,1,33,38,0,2,0,1367,34
높은베개,6,5,4,0,34,2,3,1,2406,60
양송이버섯,10,19,7,3,9,5,19,7,32993,824
순수염색약,4,9,5,20,16,4,16,4,11204,280
신생아아기띠,5,4,5,3,17,1,14,8,21699,542
카시오어린이시계,4,0,6,16,23,5,7,5,24167,604
스펙트라유축기,3,2,15,3,5,4,18,13,76337,1908
한끼전복죽,4,4,2,30,38,0,1,1,1740,43
생화꽃다발,18,5,17,0,10,2,17,11,49722,1243
티빙이용권,4,3,0,7,18,3,1,0,400,18
PRO5A,5,4,5,25,35,1,3,1,3269,81
쌀강정,0,6,3,0,22,3,12,3,10170,254
주방후드필터,11,12,17,0,7,4,17,12,118766,2969
롤카페트,5,2,15,0,18,2,14,6,28200,705
디스트리뷰터,2,3,13,0,12,4,17,7,22733,568
베개커버3050,5,4,13,1,18,3,11,8,38780,969
산토리하이볼잔,5,12,9,0,21,4,12,3,7949,198
닥터브라운젖병,6,4,21,1,5,7,18,10,39234,980
다우니퍼퓸쥬얼,1,3,13,19,27,0,7,6,24640,616
코딩컴퓨터,3,7,7,7,24,2,12,2,8123,203
전립선사군자가격,14,9,12,5,36,2,2,0,951,23
블루레이ODD,7,4,5,20,36,1,2,1,2909,72
다슈그루밍토닉,11,2,8,14,29,1,9,1,4815,120
BMW목쿠션,6,7,12,1,21,5,11,3,24782,619
배냇슈트,4,10,15,1,23,1,13,3,10920,273
아가방딸랑이,1,0,5,0,39,0,0,1,3288,82
카시트발받침대,4,5,1,4,27,3,6,4,14132,353
파크골프공,2,2,6,0,24,2,13,1,6548,163
자숙랍스터,7,3,15,15,16,4,13,7,18761,469
마이쮸대용량,0,1,9,3,30,3,4,3,21053,526
미엘토퍼,0,2,0,31,2,2,18,11,36047,1092
기차놀이,3,9,11,2,21,0,17,2,8645,216
아기띠블랭킷,3,3,14,0,29,3,7,1,4099,102
산소포화도,1,1,4,0,14,5,17,4,17444,436
싼타페PPF,9,8,16,7,29,2,9,0,2126,53
칼갈이기계,5,1,3,0,33,2,5,0,2324,58
아기선글라스,6,3,9,0,23,2,9,6,18420,460
삼숙이,1,2,7,1,31,0,6,3,6446,161
엔진첨가제,3,1,6,2,3,4,21,12,64815,1620
쫀드기,3,14,12,7,5,1,22,12,75585,1889
응모함,0,2,2,0,34,1,3,2,6207,155
라미만년필,2,3,12,16,11,5,13,11,48595,1214
밀크팬,5,5,15,4,21,4,10,5,26046,651
폴로키즈가디건,7,0,6,6,32,2,6,0,1851,46
MG3090잉크,3,3,25,9,10,4,17,9,62970,1574
전기무릎담요,10,9,9,9,27,6,5,2,10103,252
코콤인터폰,2,4,10,3,20,5,14,1,9726,243
돌촬영가족의상,13,12,14,1,16,5,14,5,14103,352
펄프도시락,1,6,22,11,8,8,16,8,43358,1083
남자톤업크림,8,4,7,6,25,4,8,3,11954,298
한글포스터,10,15,12,1,5,2,18,15,134021,3350
절임총각무,8,3,11,10,30,3,7,0,3170,79
감마루스,1,1,2,0,24,2,11,3,12427,310
아기정장,9,11,19,0,21,4,12,3,10876,271
햇반죽,0,2,11,17,10,2,16,12,185539,4638
에그비누,3,6,12,16,17,2,13,8,38589,964
게스드로즈,0,1,1,3,31,4,5,0,2517,62
스펙트라,1,1,13,1,2,2,18,18,107165,2679
네일니퍼,8,11,19,0,6,4,23,7,31286,782
각대봉투,3,5,14,3,15,2,16,7,20851,521
무안양파,8,12,7,13,11,1,16,12,92022,2300
피규어아크릴케이스,7,8,9,1,17,6,11,6,16744,418
파삼,4,6,5,1,20,6,9,5,17705,442
빨아쓰는규조토발매트,2,6,8,1,6,1,21,12,54026,1350
고추튀김,2,0,7,9,23,5,10,2,15176,379
포지타노레몬사탕,9,10,13,7,17,1,13,9,38468,961
비비탄총,8,6,11,6,24,3,9,4,9831,245
자동연필깍기,1,1,4,1,21,2,11,6,21555,538
자동연필깎이,1,1,4,0,22,2,11,5,20147,503
세정살균티슈,4,4,19,5,7,7,20,6,24573,614
지요펌프,0,3,4,3,20,5,13,2,19215,480
와일드루꼴라,5,9,22,4,13,4,15,8,58502,1462
어린이철분제,9,8,19,4,14,4,19,3,12120,303
현관안전고리,3,3,9,1,21,2,10,7,24675,616
내귤반쪽,0,4,0,0,3,0,0,1,1734,433
유아경량패딩,2,5,26,0,30,4,6,0,1773,44
화동드레스,6,5,26,1,20,5,14,1,7193,179
클렌징티슈,2,1,4,2,3,2,18,17,61793,1544
촉감놀이,4,11,5,3,12,1,16,11,34013,850
빅사이즈앞치마,7,14,18,0,15,3,10,12,63881,1597
냉삼,2,7,19,12,8,7,17,8,59227,1480
미니붕어빵,2,5,21,12,17,2,15,6,38695,967
인덕션패드,4,7,8,0,8,1,17,14,77274,1931
논슬립축구양말,5,7,20,1,7,1,23,9,42197,1054
헤어단백질팩,6,5,7,6,7,4,17,12,67696,1692
진단키트,5,2,9,1,18,1,11,10,49806,1245
원데이코코너츠화이트,2,0,2,36,27,4,8,1,4004,100
팔도점보도시락,14,9,6,11,35,2,3,0,1492,37
옥수수수염차,2,2,15,11,15,1,20,4,16269,406
곰보배추,11,8,17,4,23,1,13,3,10338,258
케어센스혈당측정기,2,7,19,7,19,4,11,6,15178,379
헤라선크림,2,5,13,12,16,1,13,10,77992,1949
해피넛마카다미아,12,0,14,14,33,0,6,1,3756,93
닥스손수건,7,0,1,0,23,5,12,0,4608,115
푸푸리,5,2,18,3,26,1,6,7,25421,635
실크테라피오리지널,1,3,7,19,20,3,9,8,31523,788
주니어골키퍼장갑,1,9,18,5,27,6,5,2,8250,206
통골뱅이,17,11,9,3,19,5,10,6,23452,586
피칸,2,3,22,12,5,3,22,10,47478,1186
케어센스혈당측정검사지,3,8,25,4,11,0,24,5,19377,484
와사비아몬드,0,8,14,11,11,5,13,11,51128,1278
주니어트레이닝바지,1,4,7,2,30,5,2,3,6450,161
벤츠붕붕카,0,0,6,1,27,3,10,0,3918,97
타이틀리스트골프공,2,9,14,6,18,2,16,4,13117,327
7개월아기장난감,8,9,13,0,29,1,10,0,4036,100
필립스전기면도기날,5,13,11,10,18,9,10,3,11587,289
청정원파스타소스,1,0,9,10,8,3,15,14,96695,2417
청정원스파게티소스,1,0,9,10,9,3,15,13,94282,2357
종이완충재,3,10,26,1,6,3,17,14,76806,1920
히말라야핑크솔트치약,0,1,9,19,13,1,13,13,66360,1659
열대과일,6,4,18,12,5,3,25,7,48582,1214
기미상궁염도계,0,1,2,0,36,1,2,1,2300,57
4단사다리,5,6,22,7,17,6,15,2,10058,251
현관가림막,4,8,13,4,2,2,22,14,33396,834
레그슬리브,2,3,7,0,33,3,3,1,4359,108
낚시기포기,6,3,10,0,19,3,12,6,16536,413
헤라CC,10,8,13,7,36,0,2,2,4618,115
캉골모자,0,1,10,1,31,0,7,2,8153,203
현미20KG,1,2,9,25,8,7,20,5,23533,588
COOWY망고젤리,9,9,5,3,29,4,6,1,6917,172
미니짤순이,4,3,8,25,29,5,6,0,3974,99
아가드안전문,0,1,1,15,16,2,16,6,44187,1104
돌장난감,3,15,14,1,19,4,13,4,9902,247
이뮨베라,4,2,22,10,23,6,8,3,18495,462
크리스탈딥코트,5,4,3,17,35,3,2,0,1006,25
짜먹는죽,5,0,13,22,32,4,3,1,2885,72
요강,1,2,4,1,27,2,9,2,8377,209
야마시타에기,2,2,14,10,15,2,16,7,39695,992
콩자반,0,0,2,0,24,7,9,0,4326,108
뿌리는소독제,8,10,16,2,2,1,19,18,71806,1795
룸미러후방카메라,7,3,12,17,25,2,10,3,9607,240
스타벅스컵커피,1,1,12,26,21,5,9,5,38330,958
핀티녹스,3,5,10,5,33,1,4,2,15943,398
골프숏티,1,2,3,0,35,0,4,1,6940,173
벤치방석,0,4,18,0,9,5,16,10,41610,1040
유두보호기,0,1,9,1,20,3,12,5,22228,555
아이폰15프로보호필름,0,1,7,3,6,5,20,9,120069,3001
애터미물티슈,10,7,12,10,28,1,7,4,24302,607
계란찜용기,5,4,11,4,19,2,12,7,31852,796
우루오스바디워시,0,7,23,8,15,8,10,7,35203,880
올리브영기프티콘,0,5,21,14,25,3,3,9,22625,565
크린콜,7,8,9,11,9,7,16,8,58799,1469
우르오스스킨밀크,2,5,11,21,18,6,8,8,42198,1054
꽃다발풍선,14,9,14,0,16,7,10,7,22145,553
거북이쿠션,1,4,3,1,33,2,4,1,2376,59
바닥페인트,4,2,23,11,23,1,10,6,17531,438
진라면,4,3,11,18,17,2,9,12,385845,9646
유치보관함,10,3,5,1,17,1,20,2,11227,280
빅트레인바닐라빈파우더,2,1,3,4,28,0,12,0,3380,84
커피사탕,2,3,21,9,8,2,18,12,55652,1391
러프웨어,0,1,22,0,22,7,9,2,8916,222
윤씨네스크린,4,1,16,3,17,4,16,3,10724,268
퍼기칸막이,1,4,2,26,35,1,2,2,3637,90
퍼기밥솥칸막이,1,4,2,25,35,1,2,2,3635,90
세면대마개,0,8,13,3,15,2,13,10,67625,1690
고희연상차림,15,2,21,0,10,4,23,3,34939,873
자이언트얀실,3,9,18,5,10,3,10,17,87525,2188
치킨무,1,4,9,0,24,3,10,3,10249,256
로레알스프레이,5,11,11,9,23,2,10,5,24831,620
미니커튼,8,11,13,0,6,3,16,15,64943,1623
옥동자돈까스,2,4,4,7,21,6,10,3,7589,189
옥주부돈까스,4,4,4,6,24,6,7,3,7201,180
마라탕소스,4,3,24,6,11,4,14,11,363325,9083
판도라반지,3,1,5,1,20,8,10,2,20114,502
유한락스레귤러,2,5,12,11,15,2,12,11,35076,876
우르오스,1,7,14,14,16,5,10,9,55458,1386
캠핑팝콘,1,0,5,1,35,2,2,1,4581,114
오일파스텔,0,2,5,0,28,3,4,5,16020,400
우르오스바디워시,1,7,22,8,16,7,10,7,35105,877
핑거푸드케이터링,21,1,18,0,37,2,1,0,611,15
레날어드밴스드캣,7,10,1,21,37,0,2,1,1731,43
전술화,1,4,1,0,25,6,9,0,3169,79
풍선꽃,19,6,13,0,19,1,11,9,23765,594
헤라썬크림,2,5,13,12,16,1,13,10,77992,1949
블루래빗,2,11,4,7,26,2,9,3,6885,172
BB탄총,8,6,10,7,25,3,9,3,8262,206
에어매쉬매트,1,1,6,1,22,4,10,4,9038,225
신생아손수건,1,5,9,2,3,6,16,15,102702,2567
신발늘리기,4,2,9,1,22,1,11,6,48658,1216
막도장,0,8,2,1,11,3,18,8,39082,977
라이필더마콜라겐,4,6,7,20,21,5,10,4,30901,772
해면기,0,0,1,0,39,1,0,0,73,1
이삿짐박스,2,8,17,13,4,2,16,18,323762,8094
두부면,0,5,10,2,21,1,12,6,76885,1922
코렐2인세트,4,3,6,7,30,4,6,0,2406,60
거북이등쿠션,2,2,3,1,35,1,3,1,2119,52
허니콤보,4,1,15,12,26,4,4,6,41370,1034
스텐궁중팬,1,1,14,8,14,1,23,2,11887,297
대걸레짤순이,3,6,20,11,18,3,15,4,17095,427
베트남망고젤리,7,12,11,4,23,3,13,1,9804,245
건식화장실매트,7,9,16,0,13,5,15,7,67450,1686
메디웰,1,0,17,13,5,4,23,8,28564,714
캐논셀피인화지,14,0,8,17,26,4,6,4,18299,457
계량한복여성,3,7,8,0,33,4,3,0,1641,41
초코룹스,10,7,1,19,30,5,4,1,4475,111
자동차핸드폰번호,10,12,11,0,8,2,17,13,105204,2630
오징어숏다리,1,4,7,1,18,5,8,9,71395,1784
크리스마스어드벤트캘린더,4,11,16,4,19,2,16,3,11010,275
국산고추장,1,4,7,1,11,7,16,6,14544,363
이소가스450,6,6,12,6,26,7,5,2,9007,225
마샬거치대,9,1,25,3,9,8,19,4,15826,395
쇼파용전기장판,9,5,25,1,24,5,8,3,8932,223
흉곽줄이기,6,3,10,0,21,4,9,6,21369,534
분다버그핑크자몽,6,6,18,9,25,0,12,3,30904,772
바이오힐보괄사,13,1,5,18,35,0,3,2,5407,135
아레나오리발,0,0,3,3,29,5,6,0,2437,60
배달봉투,3,6,23,8,4,4,16,16,79926,1998
센터스노클,0,3,5,1,28,5,7,0,3666,91
아기셀프촬영소품,12,20,6,2,10,3,19,8,45937,1148
금비기저귀,1,3,16,15,13,4,17,6,22470,561
혼주귀걸이,6,11,21,0,6,6,19,9,33378,834
용띠아기,10,8,10,1,29,4,4,3,12827,320
코스트코궁육포,1,3,13,7,20,8,7,5,15791,394
가제손수건,1,6,9,2,4,3,18,15,102232,2555
지오지아셔츠,1,1,0,0,26,7,7,0,2879,71
손질통오징어,8,5,13,14,23,4,12,1,12463,311
미니중식도,1,2,11,1,16,6,13,5,24667,616
깐마늘1KG,6,3,25,6,1,1,20,18,124422,3110
카카오프렌즈손난로,6,5,8,5,36,1,2,1,2193,54
화이트탐폰,1,3,8,25,21,1,9,9,43617,1090
냉동실정리용기,3,3,19,6,14,0,10,16,70397,1759
비빔장,2,1,2,2,14,10,14,2,8221,205
하누카세육포,8,0,3,6,34,1,5,0,1119,27
숯돌,1,0,5,0,26,4,8,2,9607,240
주니어풋살화,1,6,25,1,30,4,6,0,2632,65
가쓰오부시,1,2,15,18,7,5,24,4,21385,534
페브리즈비치형,4,1,6,20,12,2,16,10,50167,1254
점보라면,12,10,8,9,34,2,4,0,1735,43
스탠리보온병,0,3,12,1,20,5,12,3,10784,269
보석십자수주문제작,12,3,10,2,27,0,10,3,15039,375
머릿고기,3,12,15,3,9,5,17,9,46906,1172
디즈니모빌,7,4,3,14,38,1,1,0,501,12
프로쉬주방세제,3,1,7,16,7,7,19,7,27518,687
2023어드벤트캘린더,4,10,17,5,18,3,16,3,11151,278
레이저포인터,0,1,0,0,9,1,24,6,19579,489
에폭시하도,2,7,17,14,24,4,9,3,9325,233
금정산성막걸리,5,4,4,26,33,3,3,1,5284,132
13인치노트북파우치,6,9,17,2,16,5,13,6,64260,1606
틈새행거,2,10,11,4,19,4,14,3,10187,254
인터넷전화기,20,0,7,12,33,4,3,0,2050,51
테이블대여,27,10,3,0,19,3,13,5,15138,378
크록스장화,1,4,9,2,29,5,6,0,2528,63
선반가리개,10,5,6,2,8,4,19,9,37521,938
금비속기저귀,1,4,12,21,21,1,13,5,20451,511
UV레진,5,14,17,0,8,3,18,11,27327,683
USB128,4,5,10,20,15,8,13,4,19104,477
납골당사진액자,14,7,6,2,16,3,14,7,27118,677
닥터브라운,5,4,19,2,8,6,17,9,36038,900
우족,4,5,27,2,7,6,21,6,34417,860
24인치캐리어커버,10,21,7,1,14,5,10,11,38849,971
기모속바지,1,7,9,1,25,1,9,5,55456,1386
망원경배율,6,8,18,2,22,3,10,5,12692,317
브라질그린프로폴리스,4,4,10,2,8,6,19,7,25854,646
무타공벽걸이TV,8,10,20,2,16,4,16,4,43946,1098
에기축광기,0,7,10,6,22,2,16,0,6301,157
얇은허리보호대,0,7,0,0,31,4,3,2,7074,176
브라질넛,4,3,15,17,6,3,14,17,173096,4327
원터치텀블러,1,5,8,1,5,4,19,12,44463,1111
배드민턴콕,7,1,8,0,27,2,10,1,6501,162
대구공돌,2,0,36,0,19,8,11,2,13143,328
자전거유아안장,5,0,2,1,34,1,5,0,1856,46
브라이트스타트바운서,0,0,2,3,36,1,1,2,2918,72
메루루,9,4,2,21,34,4,1,1,2478,61
대왕발,0,3,4,0,24,3,11,2,14326,358
모유저장팩,0,4,7,2,10,4,17,9,62140,1553
편도결석제거,10,1,3,1,37,0,1,2,13301,332
하이독,0,1,37,0,3,5,30,2,16221,405
실리콘턱받이,1,1,9,0,10,3,15,12,44427,1110
수제오란다,8,11,9,1,10,0,25,5,24473,611
전립선사군자,14,10,12,4,36,2,2,0,952,23
까는이불,11,11,17,1,23,3,12,2,15993,399
코닥펀세이버,9,0,6,24,32,0,7,1,6509,162
세이브타임슬리퍼,0,2,2,5,6,1,2,0,397,44
위치추적기,11,4,6,10,12,6,21,1,10269,256
곶감말이,18,1,11,8,25,1,12,2,15798,394
바나나치발기,1,4,4,2,25,2,6,7,49361,1234
겉싸개,1,2,1,1,26,3,8,3,14142,353
탄수화물컷팅제,10,11,11,7,12,4,16,8,174185,4354
자가키트,2,2,7,2,14,1,14,11,52004,1300
햄퍼,1,3,10,1,13,4,20,3,22432,560
스웨덴에그팩,4,5,10,18,15,4,11,10,42077,1051
프리메라오가니언스,2,4,12,18,31,3,1,5,18730,468
티비가리개,2,1,7,2,33,0,4,3,5420,135
대바늘,3,3,6,2,17,6,13,4,9860,246
문화상품권구매,1,2,11,4,10,3,12,15,101959,2548
오토미션오일,0,2,15,4,7,5,25,3,15551,388
킥판,5,0,4,0,31,3,4,2,4744,118
미니욕조,7,3,4,2,31,0,5,4,23893,597
집게스탠드,6,7,22,0,8,4,18,10,38893,972
허벌라이프알로에겔,11,0,9,20,33,3,3,1,4329,108
유럽미장,21,1,14,0,34,1,3,2,4715,117
그레이멜린클렌징오일,2,1,2,28,24,3,10,3,18380,459
미니핫팩,1,9,10,8,11,4,15,10,66409,1660
건자두,1,1,20,18,4,1,16,19,69000,1725
어성초비누,5,7,11,2,1,3,16,20,216279,5406
QQ1500,4,3,3,9,35,3,2,0,1536,38
인덕션보호패드,2,9,8,0,7,1,17,15,80777,2019
말엘라스틴,9,5,19,7,30,2,7,1,4425,110
좌우반전거울,1,1,3,0,37,1,1,1,2815,70
반전거울,2,1,3,0,37,1,1,1,2827,70
효돈감귤,11,14,11,4,5,7,21,7,41897,1047
태양광전등,2,4,26,6,10,2,13,15,74079,1851
락앤락도시락통,0,3,18,11,12,3,18,7,36045,901
슈퍼캐패시터,7,0,3,0,36,1,3,0,1173,29
아기셀프촬영,13,20,5,2,9,4,19,8,45642,1141
일본양산,7,5,0,0,31,7,1,1,3279,81
어포튀김,3,2,15,6,17,6,8,9,60131,1503
김장생새우,3,8,12,17,20,4,11,5,17938,448
냉동자몽,2,3,15,20,23,3,12,2,60610,1515
건조과일,2,9,27,2,0,0,22,18,123935,3098
세척당근,5,7,17,11,7,2,18,13,76756,1918
하프짐볼,13,6,9,4,27,4,5,4,10968,274
8BITDO얼티메이트NS,4,2,11,22,31,3,6,0,1896,47
1구하이라이트,1,5,10,1,18,7,12,3,12581,314
눈꺼풀세정제,7,12,10,11,8,6,21,5,43311,1082
구운계란기계,15,4,5,16,33,1,5,1,3641,91
동굴텐트,4,1,1,1,35,2,2,1,3345,83
티즐,0,0,4,0,25,2,11,2,13450,336
차량핸드폰번호,10,12,11,0,8,2,17,13,105204,2630
백제쌀국수,0,1,12,5,12,3,15,10,70486,1762
헉슬리바디오일,14,4,2,18,38,1,0,1,1434,35
유모차이너시트,6,3,10,1,22,5,10,3,12135,303
점치인,0,0,16,0,5,5,5,1,4525,282
인디언행어,2,2,12,0,11,3,19,7,22241,556
제니튼치약,1,1,20,8,11,6,14,9,43636,1090
캐리어방수커버,5,17,4,2,16,2,16,6,19424,485
레이징서프,5,6,20,2,27,0,7,6,36419,910
아기안전가드,0,0,7,9,13,3,17,7,25698,642
버터오징어,3,4,8,2,15,1,18,6,27449,686
베넷저고리,7,12,17,0,25,0,11,4,16573,414
두백감자,6,15,12,7,14,3,14,9,40444,1011
작은창암막커튼,4,7,20,3,10,1,18,11,67449,1686
의료용손목보호대,8,10,5,0,7,0,22,11,38186,954
무궁화비누,0,3,10,7,4,3,16,17,47898,1197
길고양이겨울집,3,5,27,1,13,3,16,8,20298,507
스마트초인종,0,2,2,2,37,1,2,0,617,15
일본교복,2,7,0,0,34,4,2,0,1333,33
축구논슬립양말,6,7,18,1,7,1,22,10,42538,1063
이노크아든,2,4,14,5,21,5,8,6,22389,559
구론산스파클링,6,4,10,19,24,1,9,6,34751,868
프리저브드,11,19,10,0,13,3,17,7,35377,884
사각어묵,0,5,20,1,6,2,21,11,70803,1770
명품여권케이스,11,2,4,1,35,2,2,1,3468,86
마이하우스이불,0,0,22,0,12,3,16,9,25888,647
키즈경량패딩,2,4,27,0,30,4,6,0,1997,49
맘스보드,0,0,24,9,22,3,11,4,20504,512
하늘보리,8,4,16,12,20,4,6,10,61560,1539
유도등,0,0,4,0,30,4,3,3,9137,228
아레나수영모,3,0,4,1,22,3,12,3,10882,272
눈썹타투펜,9,5,8,13,20,2,11,7,33435,835
머리고기,3,9,18,4,14,5,17,4,27494,687
유리아주여성청결제,0,4,16,12,9,7,13,11,44414,1110
강산연301,5,2,10,5,33,3,3,1,4362,109
브라질리언제모기,18,8,3,11,34,3,2,1,2535,63
바이칸솔,1,1,13,1,5,10,12,13,60614,1515
아크릴어항,5,8,13,1,21,2,13,4,13359,333
팥찜질팩,1,20,8,0,8,4,19,9,39938,998
어드벤트캘린더2024,11,7,2,10,32,3,5,0,2303,57
아시리라수액시트,2,8,4,22,30,1,5,4,21455,536
스와로브스키귀걸이,1,0,2,0,35,1,2,2,3086,77
미아방지팔찌,10,5,25,0,7,6,15,12,53133,1328
해독주스,8,4,26,1,21,8,7,4,22921,573
연습용드럼패드,0,3,2,1,34,1,3,2,5979,149
애플티,1,0,3,2,27,3,8,2,11532,288
낱말카드,4,9,9,2,14,3,17,6,20820,520
왕돈까스,1,4,9,2,20,5,10,5,43630,1090
보육교사앞치마,7,6,17,0,15,3,15,7,26507,662
히트텍상의,7,11,6,5,16,7,14,3,20968,524
병원가디건,1,7,7,2,22,4,10,4,11271,281
아기바디필로우,4,3,14,5,2,4,22,12,35251,881
시카고피자,2,0,7,5,15,4,11,10,40463,1011
농업용부직포,5,2,12,1,28,5,3,4,12232,305
계피가루,1,4,8,0,17,2,16,5,22196,554
강아지포대기,7,11,15,0,7,5,15,13,52420,1310
가재손수건,3,6,9,2,6,4,15,15,101032,2525
칠순상차림대여,18,4,15,0,15,2,19,4,37694,942
락포트펌프스,0,0,0,0,31,4,5,0,1542,38
보루,4,3,8,0,24,1,8,7,12670,316
아기발도장,17,6,5,0,12,8,11,9,24125,603
도자기식판,6,13,1,3,22,6,10,2,7598,189
나띵프로젝트,3,0,11,10,18,2,17,3,11082,277
쉐이빙젤,1,2,16,7,8,3,20,9,44925,1123
