relative_keyword,grade_norm,grade_power,grade_bigpower,grade_premium,review_10,review_50,review_100,review_1000,total_review,avg_review
돌드레스대여,17,6,17,0,29,6,5,0,1787,44
시라쿠스접시,4,6,22,0,12,3,19,6,33483,837
초코잼,0,0,8,4,22,1,15,2,9358,233
브이텍,1,3,4,1,20,8,9,3,10285,257
튀김쥐포,4,5,24,7,1,5,16,18,101814,2545
코닥골드200,11,10,9,8,28,2,5,5,12424,310
스와로브스키볼펜,7,7,9,17,31,4,4,1,4473,111
마루바닥보수,5,4,10,0,15,1,16,8,30889,772
아이바나리마스크,3,15,15,4,4,3,17,16,130587,3264
환갑토퍼,10,9,17,0,6,1,24,9,41978,1049
초코시럽,0,0,8,2,18,6,15,1,8249,206
에그무제한,7,1,22,10,32,4,4,0,2819,70
고추부각,10,9,4,3,14,2,19,5,34617,865
핸드폰망원렌즈,10,13,7,10,31,3,6,0,2616,65
튜브공기주입기,3,3,9,2,18,6,9,7,24338,608
아모스샴푸,5,3,10,9,24,0,2,14,81895,2047
레디오어낫,3,25,11,0,38,0,2,0,1015,25
한아름상토,2,1,13,8,11,5,16,8,59530,1488
대구원데이클래스,17,1,22,0,39,1,0,0,347,8
요넥스반바지,0,1,3,0,26,3,9,2,5774,144
캐시미어빗,31,3,2,0,37,1,2,0,684,17
드롱기그라인더,8,6,14,12,31,3,5,1,2423,60
약주,1,4,3,7,7,3,15,15,48294,1207
아기드레스,8,6,24,1,22,5,13,0,5292,132
탈지분유,3,1,13,22,19,6,12,3,9609,240
수국잎열수추출물,8,2,6,6,9,3,25,3,15654,391
여아스타킹,2,21,9,1,12,1,17,10,38845,971
방수시멘트,4,3,5,3,21,4,12,3,8785,219
엠피온하이패스,0,6,3,15,24,3,9,4,51693,1292
강아지가수분해간식,7,2,26,5,11,6,15,8,46531,1163
딤채김치통,1,2,4,2,27,6,7,0,2540,63
셀프줄눈,8,8,13,1,6,5,17,12,102072,2551
자석큐브,0,4,13,1,18,3,16,3,12574,314
맑을담,0,4,14,0,10,5,20,5,27468,686
0W30,0,1,7,7,8,1,22,9,33666,841
슈발베프로원,5,4,21,9,26,5,7,2,7320,183
뉴진스응원봉,7,1,5,8,39,1,0,0,119,2
보성홍차아이스티,0,0,2,1,29,4,4,3,9543,238
임산부바지,1,6,11,9,19,4,16,1,6918,172
우레탄창,7,5,28,0,16,8,16,0,4872,121
또봇X,1,2,9,3,35,3,2,0,1023,25
양키캔들워머세트,1,5,6,0,19,1,9,11,85839,2145
컨버스척테일러올스타,2,9,16,9,24,3,9,4,58109,1452
욕창방석,2,6,3,3,28,3,4,5,9843,246
니들롤러,12,10,10,4,18,1,16,5,35661,891
롬앤쥬시래스팅틴트,14,3,2,16,31,2,2,5,18091,452
칸막이커튼,11,3,2,1,31,0,7,2,14034,350
보이차티백,2,2,5,1,24,2,8,6,35904,897
나이키짐클럽더플백,3,4,22,10,33,3,4,0,1555,38
수부패딩슬리퍼,7,1,8,3,37,0,3,0,997,24
모토로라무선전화기,9,0,9,10,21,4,13,2,8844,221
열선시트,6,11,9,6,13,6,16,5,12700,317
가정용불멍,18,7,12,3,25,5,8,2,7358,183
이소부탄가스,7,6,21,6,21,3,9,7,31843,796
샤워기슬라이드바,2,1,10,4,18,4,12,6,23278,581
씨플로제리캔,2,4,13,14,23,3,10,4,19100,477
비염치료,14,4,5,2,29,4,5,2,18102,452
예스뷰티고데기,5,8,4,5,15,7,15,3,11530,288
캐리어택,8,11,10,0,13,3,20,4,31733,793
페페로니,0,2,7,6,24,2,12,2,9643,241
페퍼로니,0,2,7,6,24,2,12,2,9631,240
고고다이노,1,2,6,3,33,2,5,0,2016,50
페스츄리약과,10,9,2,6,17,9,11,3,15052,376
하네스패딩,6,1,13,0,16,7,14,3,14854,371
담은막걸리,14,4,5,13,25,6,5,4,13945,348
2자어항,3,7,9,0,15,4,18,3,12331,308
헤라비누,6,12,9,10,13,2,21,4,24692,617
고양이계단,8,1,7,0,25,7,8,0,3572,89
메주콩,9,4,17,10,17,1,15,7,32120,803
아디다스더플백,2,6,15,7,29,2,7,2,4700,117
황토매트,1,1,7,13,23,2,11,4,13889,347
서울우유연유,2,2,9,4,26,4,7,3,10416,260
현금예단봉투,15,3,13,0,14,0,13,13,46866,1171
재난가방,2,1,2,0,36,3,1,0,480,12
강아지목욕탕,7,3,2,1,24,3,10,3,9845,246
아크릴사육장,13,4,10,1,31,2,6,1,3798,94
누룽지기계,20,1,3,16,33,2,3,2,4082,102
사운드바브라켓,8,6,16,10,27,4,8,1,5762,144
스텐음식물쓰레기통,5,2,5,1,11,4,13,12,33467,836
자전거덮개,2,4,3,1,25,1,10,4,15927,398
보청기가격비교,8,2,3,1,19,5,13,3,25807,645
화과방,0,0,15,10,20,1,12,7,23209,580
이산화탄소경보기,7,2,4,1,35,1,3,1,2659,66
칵테일지거,2,9,10,1,15,5,17,3,15446,386
사조참치,0,3,15,6,14,2,12,12,116280,2907
냉동쭈꾸미,4,5,17,14,11,5,16,8,67465,1686
드리프트RC카,1,4,5,0,32,2,5,1,4499,112
고추기름,3,3,18,5,15,4,18,3,20028,500
포토월,3,1,3,1,35,1,4,0,1120,28
타프팬,7,3,15,5,10,6,17,7,33764,844
어린이식판,3,14,6,0,14,5,10,11,55111,1377
차앤박코팩,6,4,7,19,25,2,12,1,18738,468
콤비블라인드,4,4,15,1,12,0,12,16,363358,9083
블루투스키보드마우스세트,6,3,18,4,12,4,19,5,18490,462
하늘보리500,9,7,11,12,23,3,7,7,29904,747
고양이양치,12,12,9,7,17,8,12,3,12015,300
미니항아리,3,8,7,2,15,8,11,6,29426,735
성애방지커버,5,19,13,3,8,3,15,14,65654,1641
포르단밤,13,8,15,4,13,8,11,8,71277,1781
이케아수납장,4,2,33,1,19,5,13,3,15677,391
잠실원데이클래스,18,1,21,0,29,6,5,0,2877,71
터미타임장난감,6,9,11,1,27,2,8,3,6908,172
카드체크기,12,1,15,2,17,5,12,6,15255,381
지퍼백대형,2,8,14,6,6,5,17,12,119027,2975
골프힙색,5,6,7,1,29,4,7,0,2343,58
녹두가격,7,3,18,12,9,1,20,10,34044,851
덴비,5,5,12,0,18,6,16,0,4121,103
생칡즙,7,8,8,8,3,4,21,12,82179,2054
오뚜기당면,1,1,5,2,21,3,11,5,18632,465
선상장화,1,1,12,3,23,8,7,2,5915,147
쁘띠첼푸딩,1,1,1,3,26,3,11,0,3307,82
샤오미쓰레기통,5,5,8,5,30,3,6,1,8525,213
당면만두,6,6,9,3,6,2,14,18,77854,1946
자세변환용구,1,4,6,1,31,3,5,1,3329,83
브라이트스타트바운서,1,1,4,8,36,1,1,2,2948,73
백악관탈취제,11,4,9,13,34,1,5,0,3149,78
땡초,6,6,17,11,6,3,18,13,35633,890
꽃보다오징어,0,1,7,2,10,1,21,8,57935,1448
임산부루이보스티,8,11,18,3,11,4,18,7,33945,848
로라메르시에하이라이터,13,1,1,21,36,2,2,0,948,23
오징어링,1,1,3,7,29,2,8,1,3962,99
대형플라스틱화분,2,5,10,1,14,4,17,5,42779,1069
벨벳틴트,0,2,6,0,2,1,15,22,92892,2322
아기잠옷,7,14,8,5,21,3,12,4,11149,278
몽블랑향수,6,11,16,7,34,3,3,0,1088,27
시서스알약,17,4,16,3,18,4,15,3,19633,490
도토리묵가루,14,12,5,8,9,6,18,7,25198,629
유기농비타민D,1,3,9,6,11,5,13,11,60811,1520
나이키수영복남자,2,2,26,7,35,2,2,1,3776,94
반영구재료,7,9,24,0,8,2,23,7,24056,601
닌텐도파우치,1,11,10,4,7,4,22,7,78096,1952
핸드타올디스펜서,2,2,13,3,11,5,17,7,27554,688
아이폰12강화유리,0,1,6,1,2,0,13,25,162432,4060
숙취해소음료,3,3,5,11,9,1,15,15,50110,1252
오이지,1,3,4,0,23,2,12,3,15130,378
에뜨와내의,0,0,5,0,35,4,1,0,759,18
하리보젤리,1,1,6,7,23,4,12,1,6797,169
홈짐매트,5,2,18,3,13,6,12,9,27254,681
에어팟프로2세대케이스,4,8,12,2,4,5,20,11,44768,1119
발찜질팩,4,6,9,4,21,5,8,6,57314,1432
로즈힙퓨레,8,4,17,6,15,7,14,4,23138,578
러닝장갑,2,3,22,7,19,10,9,2,7923,198
슈퍼커브튜닝,17,8,12,0,22,4,13,1,10466,261
반스뮬,0,4,7,1,31,3,6,0,1941,48
포고플,22,6,10,2,33,2,2,3,7214,180
투명라벨지,12,11,9,8,20,2,9,9,24507,612
아워패딩조끼,10,7,10,0,33,5,2,0,1761,44
어린이축구화,7,6,14,0,25,3,11,1,6051,151
아동축구화,7,6,14,0,25,3,11,1,6051,151
실리콘턱받이,2,2,9,0,11,3,13,13,44833,1120
돌잔치영상,22,6,2,0,28,4,5,3,12001,300
로드스탠드,1,3,5,2,20,2,13,5,17451,436
방진마스크1급,3,3,24,3,9,7,20,4,16830,420
조지아크래프트블랙,4,4,13,12,19,4,10,7,28609,715
크림파스타소스,0,1,13,6,10,6,13,11,58626,1465
32인치모니터암,6,9,4,0,9,7,17,7,25792,644
세탁실수납장,6,11,17,2,17,2,15,6,20598,514
팽이버섯,7,2,22,9,10,4,18,8,110774,2769
닌텐도스위치파우치,2,8,11,4,6,3,23,8,82282,2057
COX키보드,0,1,15,0,13,3,13,11,36753,918
핸드랩,3,2,10,0,19,5,14,2,8094,202
하이볼얼음틀,3,8,11,1,10,2,13,15,103571,2589
보리김치,8,8,11,13,26,2,10,2,10935,273
돌가족사진의상,12,15,11,1,16,5,14,5,14202,355
일반전화기,6,7,24,1,18,4,15,3,17702,442
가루분쇄기,9,7,6,18,32,5,3,0,1047,26
쪽쪽이스트랩,12,9,12,3,10,2,18,10,67269,1681
요요쉬패드,2,7,10,15,10,6,15,9,129466,3236
필사노트,7,9,6,3,23,2,11,4,14361,359
하몽,0,3,3,1,24,6,8,2,8249,206
붕장어,10,6,21,3,7,1,18,14,49302,1232
이동식단속카메라,23,0,0,17,39,1,0,0,54,1
나잘후레쉬,6,5,10,3,12,4,18,6,19579,489
자동차에어컨냄새,1,11,14,2,7,1,18,14,58615,1465
고양이물티슈,5,12,15,7,6,5,24,5,26497,662
밀푀유나베밀키트,6,5,7,9,21,2,10,7,29299,732
유치원물병,3,15,13,6,12,3,17,8,48675,1216
한일카페트,0,0,24,7,18,1,10,11,35920,898
발열팩,3,6,6,0,22,3,15,0,5820,145
여성골프힙색,5,7,5,0,31,4,5,0,2605,65
KT인터넷전화기,6,1,17,16,30,5,3,2,12141,303
수초조명,0,3,14,2,17,4,14,5,17582,439
새조개샤브샤브,9,7,16,8,22,1,10,7,34422,860
브이메이트,4,11,20,5,20,4,14,2,9162,229
번데기,6,3,12,13,17,0,13,10,43101,1077
녹두,6,3,19,12,9,1,20,10,34213,855
헤라글로우래스팅파운데이션,5,7,9,17,34,1,3,2,5809,145
아기샴푸캡,2,6,7,2,19,5,6,10,36448,911
플라스틱복원제,3,3,5,0,15,6,15,4,19288,482
아이브도무송스티커,11,5,0,16,37,2,1,0,337,8
계양그라인더,3,2,8,9,25,4,11,0,3603,90
방어필렛,13,9,16,2,19,8,10,3,10292,257
라미사파리만년필,3,4,14,17,17,4,12,7,37942,948
볶은땅콩,2,10,12,16,5,2,21,12,57187,1429
글루코사민콘드로이친,5,9,17,7,20,6,10,4,16723,418
부푸브이메이트E,8,10,17,5,21,4,13,2,8997,224
아페쎄에코백,2,1,11,3,36,0,2,2,3858,96
스피루리나,5,4,5,7,12,6,15,7,39988,999
비오템옴므포스수프림,3,1,23,4,22,7,11,0,4714,117
토끼소주,2,9,8,16,31,0,7,2,7958,198
청진기,0,1,0,0,34,2,3,1,3181,79
카놀라유식용유,4,2,4,13,10,6,15,9,62368,1559
엘릭서기타줄,1,2,5,0,29,5,5,1,4461,111
청오이,4,10,12,14,25,4,8,3,8866,221
컨실러팔레트,5,5,5,14,26,2,11,1,5999,149
분다버그,6,5,15,9,15,3,17,5,35361,884
손질전복,10,8,15,7,16,8,12,4,13819,345
현미유,3,3,17,10,12,6,18,4,22634,565
공간분리커튼,4,9,8,1,12,4,18,6,16673,416
키즈축구화,6,6,14,0,25,3,11,1,6055,151
밀락골드,2,0,6,12,19,2,19,0,7018,175
마리오카트,3,2,11,18,23,2,8,7,24193,604
맥반석오징어,1,2,10,2,14,5,15,6,25673,641
포토청첩장,31,5,2,1,34,3,3,0,1010,25
바운서대여,8,4,28,0,13,4,13,10,48467,1211
PSVR2,7,0,16,17,35,1,3,1,2768,69
오르페아,7,0,10,21,26,5,7,2,5371,134
비욘드바디로션,4,1,5,13,14,4,15,7,30022,750
코피지제거기,8,13,13,5,12,5,14,9,118879,2971
칠침봉,4,4,10,0,20,5,13,2,8152,203
아이스볼메이커,1,8,10,1,7,3,15,15,101901,2547
문스타레인부츠,5,2,7,0,30,3,7,0,1731,43
팔굽혀펴기,4,2,7,0,6,4,21,9,40387,1009
미니간판,7,8,23,0,9,3,16,12,37667,941
골프방한마스크,2,17,12,2,12,5,17,6,47423,1185
일회용수건,3,2,9,1,15,3,19,3,19306,482
배달조끼,4,9,9,2,22,3,11,4,10981,274
냉동두리안,7,5,13,15,14,6,13,7,41788,1044
티즐제로,0,0,7,0,31,2,5,2,12086,302
골프신발주머니,3,4,12,6,24,4,11,1,6109,152
작은창커튼,4,7,21,2,8,3,19,10,48573,1214
나이키남자수영복,2,3,25,7,35,2,2,1,3739,93
레고아크릴케이스,7,11,8,0,16,5,13,6,16849,421
센터스노클,0,3,6,2,26,6,8,0,3842,96
블루독베이비우주복,0,0,1,0,39,1,0,0,195,4
애기바당,6,1,1,16,34,3,2,1,3914,97
아기바디필로우,3,3,15,6,3,3,23,11,32774,819
새꼬막,6,15,12,7,8,2,15,15,144688,3617
비비탄권총,1,11,10,8,28,2,8,2,7695,192
탐스제로,2,7,12,10,17,2,13,8,22900,572
1급방진마스크,3,2,25,2,8,6,22,4,17150,428
산모패드,1,1,7,7,29,2,6,3,16320,408
컨버스키높이,3,11,22,3,24,5,8,3,11489,287
딥디크헤어미스트,7,3,15,11,32,0,6,2,4783,119
못난이감자,6,8,2,24,31,5,2,2,5187,129
테이크아웃컵홀더,2,2,21,2,14,1,13,12,37439,935
암웨이프리워시,9,6,17,7,18,2,16,4,33010,825
하이비젖병솔,1,2,9,3,24,3,5,8,82723,2068
수제햄,1,3,2,1,33,0,4,3,7586,189
포켓몬띠부씰,2,31,2,1,28,0,5,7,23440,586
극세사가운,4,7,2,1,21,2,14,3,10520,263
셀프줄눈시공,7,8,12,2,9,5,15,11,99895,2497
완강기,0,0,2,0,33,2,5,0,2101,52
그릭요거트제조기,6,9,14,11,20,4,13,3,10492,262
옛날밥상,0,4,7,0,32,0,5,3,12024,300
디포리,1,3,24,12,3,5,21,11,46912,1172
BACHA커피,28,1,7,4,34,3,3,0,1023,25
정글도,3,3,22,0,17,12,10,1,4985,124
사세버팔로윙플러스,2,1,12,24,21,1,13,5,73618,1840
우르오스스킨로션,1,6,15,17,18,6,9,7,41183,1029
오스람나이트브레이커,10,8,15,7,26,3,8,3,10114,252
젤리블리,1,0,10,2,28,6,5,1,6564,164
스페어립,5,4,19,12,17,6,13,4,14425,360
콜렉트북,5,5,10,2,18,5,13,4,15472,386
아이나비후방카메라,7,1,16,10,19,2,14,5,13448,336
강화마루보수,3,4,12,0,20,1,12,7,28816,720
냄비정리대,1,7,16,0,13,2,17,8,41635,1040
명아주지팡이,1,0,0,0,39,0,1,0,110,2
슬림카페,3,4,4,28,36,0,3,1,5534,138
절구통,0,0,2,0,34,2,2,2,3376,84
버버리손수건,12,4,10,14,35,1,2,2,9708,242
남성수분크림,3,5,10,4,16,7,11,6,18946,473
남자수분크림,3,5,10,3,15,7,12,6,19070,476
뒤집기방지쿠션,5,5,11,2,10,5,20,5,22204,555
스코비,12,3,4,17,28,3,8,1,5688,142
단열필름,9,11,14,4,13,3,16,8,24266,606
맘마밀,1,5,2,17,7,4,15,14,59720,1493
녹차가루,2,5,19,6,6,3,19,12,49243,1231
배즙,11,4,9,3,12,2,22,4,25595,639
아기스카프,10,9,9,0,18,7,12,3,13454,336
전자파측정기,3,6,0,0,32,2,6,0,2959,73
실꿰기,0,0,5,0,29,5,5,1,4096,102
티각태각,3,7,5,4,15,5,12,8,64289,1607
8BITDO얼티메이트NS,4,2,10,23,31,4,5,0,1891,47
엄마랑벽그림병풍,27,4,1,2,34,1,2,3,9691,242
의사가운,2,9,8,0,10,4,23,3,11636,290
오일파스텔,0,2,3,0,31,3,3,3,6867,171
농심육개장사발면,7,5,16,10,18,2,11,9,434428,10860
붓기차,23,7,8,2,24,3,11,2,7922,198
강아지네임택,10,21,6,0,2,2,19,17,54473,1361
칵테일쉐이커,2,3,6,0,25,3,10,2,7718,192
산소포화도,4,2,7,1,14,4,15,7,25428,635
숙취음료,2,5,5,11,14,2,11,13,43584,1089
이즈니가염버터,0,1,8,2,30,3,6,1,3452,86
수면텐트,8,5,21,5,26,0,10,4,22970,574
모노륨장판,4,6,20,0,13,7,13,7,61742,1543
레고케이스,8,12,8,0,14,7,13,6,17373,434
코로나검사키트,2,5,13,3,12,2,12,14,66444,1661
미박스,10,1,2,25,39,0,0,1,1454,36
중문커튼,7,10,7,4,6,1,24,9,23363,584
슈어캔,6,5,10,16,34,2,4,0,1885,47
쌀집계산기,4,6,0,0,35,2,2,1,1825,45
그램충전기,3,4,24,9,22,2,15,1,20483,512
승모근괄사,7,4,12,0,13,4,19,4,40001,1000
할머니내복,2,10,7,1,22,3,11,4,11832,295
제주보리김치,6,9,15,10,31,1,6,2,9043,226
애터미치약,8,3,9,17,20,4,9,7,41974,1049
현관문걸쇠,1,5,8,1,24,4,8,4,16012,400
6공펀치,2,3,5,2,29,2,5,4,20306,507
스프레이소화기,8,1,9,3,19,2,14,5,16571,414
콩잎,7,10,5,2,9,8,19,4,20844,521
슈라멕비비,7,3,15,10,29,1,6,4,12796,319
스키피,1,0,5,4,19,1,14,6,34985,874
블루독우주복,0,1,3,0,40,0,0,0,156,3
끌로에향수,4,2,7,20,25,5,4,6,13608,340
블랙속눈썹영양제,7,3,9,9,25,5,6,4,18130,453
과탄산소다5KG,5,5,6,12,14,5,12,9,58355,1458
자동손세정제,3,2,9,2,23,4,11,2,7675,191
리뷰스티커,1,12,25,1,6,6,14,14,50008,1250
탐침온도계,4,1,13,0,16,2,17,5,31465,786
수능엿,1,5,4,1,24,5,8,3,17073,426
원목모니터받침대,6,6,12,2,10,1,17,12,90652,2266
아기낱말카드,4,11,11,1,21,2,13,4,19137,478
감자으깨기,2,0,10,2,25,3,10,2,16012,400
야전침대매트,4,2,6,2,30,6,4,0,1388,34
어린이홍삼,3,3,7,4,8,5,16,11,46854,1171
웰치스,0,2,9,10,8,5,16,11,62466,1561
치과놀이,4,5,8,3,31,0,8,1,3884,97
샤파연필깎이,0,2,3,5,26,1,9,4,12435,310
요요쉬,2,6,7,19,13,5,13,9,128928,3223
1인용난방텐트,16,3,10,8,32,2,3,3,22452,561
워터프루프아이라이너,3,3,3,3,7,1,12,20,145611,3640
300일셀프촬영,12,16,12,0,8,7,24,1,10691,267
테일러메이드골프공,5,5,16,4,26,3,10,1,4538,113
안동소주,3,2,2,11,13,5,15,7,32078,801
비트주스,12,9,6,10,25,2,9,4,17619,440
소독티슈,4,5,19,7,7,4,24,5,22842,571
점수판,0,0,1,0,36,2,2,0,929,23
타자기키보드,13,12,12,3,26,1,11,2,9046,226
밀크츄,1,4,6,2,24,5,9,2,7890,197
암웨이공기청정기필터,3,4,23,5,11,6,17,6,21901,547
볶은콩가루,4,7,17,10,2,3,20,15,134849,3371
거북이쿠션,2,4,3,1,33,2,4,1,2396,59
물미역헤어팩,11,1,6,20,30,3,4,3,23645,591
데스커책상매트,6,6,5,0,31,0,5,4,8539,213
반스슬립온,0,2,3,2,24,5,11,0,4232,105
쉬크하이드로5면도날,3,8,11,14,16,4,14,6,22970,574
새싹인삼,10,6,6,0,10,6,20,4,22288,557
엔진오일석션기,12,6,2,20,35,0,4,1,2650,66
줄눈셀프시공,7,7,14,1,9,6,14,11,98991,2474
카야잼,4,1,2,2,21,5,11,3,14919,372
테트라비트,0,0,8,6,10,9,18,3,17211,430
무선초인종,4,4,9,0,27,2,9,2,9934,248
시가잭충전기,5,6,8,0,26,4,9,1,4683,117
아기넥워머,3,12,17,1,14,2,14,10,35868,896
언더베드리빙박스,1,1,11,2,21,7,6,6,23559,588
하스,0,0,1,1,28,5,7,0,3578,89
캠핑카고박스,6,4,11,8,14,4,17,5,18203,455
인덕션용뚝배기,12,10,13,2,21,3,13,3,11973,299
고양이턱드름,15,6,12,6,24,3,9,4,11240,281
쿠쿠밥솥고무패킹,1,0,15,24,11,4,20,5,20091,502
극손상헤어팩,13,5,9,6,14,3,15,8,35864,896
킬레이트마그네슘,7,10,13,9,27,4,8,1,9161,229
무선전화기,4,1,10,6,15,6,17,2,9907,247
방충망시공,7,1,5,2,21,2,12,5,65385,1634
침칠봉,1,3,8,0,28,4,7,1,4472,111
저온압착들기름,10,8,15,4,4,10,23,3,13566,339
살균스프레이,3,6,8,2,9,6,18,7,37130,928
돌반지보관함,5,15,7,6,8,3,24,5,16576,414
안동생강,5,12,9,14,29,1,9,1,8338,208
팔굽혀펴기기구,4,2,8,0,5,6,21,8,36476,911
거북이등쿠션,2,3,3,1,33,2,4,1,2305,57
교세라세라믹칼,4,4,2,0,30,3,6,1,4617,115
연어장,11,3,11,7,15,1,16,8,138053,3451
이어포셉,2,4,1,1,34,1,5,0,979,24
펄라이트,2,5,13,0,3,2,19,16,177475,4436
어린이아연,4,4,11,6,6,1,17,16,86002,2150
새우젓갈,8,9,19,4,15,4,15,6,16694,417
햇반작은공기,3,9,12,13,26,1,8,5,103341,2583
뻔데기,6,5,11,12,19,0,11,10,41800,1045
무선동글이,4,5,17,14,26,4,5,5,28639,715
데체코올리브오일,1,6,22,6,23,7,6,4,55831,1395
빨아쓰는행주,0,1,18,7,6,4,23,7,24180,604
내아이애,0,0,25,7,22,2,5,11,365908,9147
산토리,0,9,13,8,35,0,2,3,4661,116
렌틸콩,2,0,9,29,10,3,19,8,48328,1208
입생로랑쿠션리필,0,2,26,7,29,1,7,3,15698,392
행운핑상자하우스,7,8,12,4,33,3,4,0,2100,52
더덕,10,13,12,5,5,6,17,12,41104,1027
홍삼젤리,2,4,3,6,10,6,16,8,26938,673
차전자피가루,9,3,24,2,5,7,16,12,92300,2307
골프맨투맨,5,1,14,0,34,2,4,0,1082,27
정강이보호대,2,4,16,3,17,7,12,4,11901,297
앵커무염버터,3,2,12,6,16,5,13,6,51016,1275
콕스키보드,0,0,15,0,12,3,14,11,37237,930
해피바스비누,4,2,15,12,12,1,19,8,62305,1557
베이비오일,1,0,2,8,4,1,21,14,46470,1161
늘보리압맥,0,1,26,13,9,6,15,10,43358,1083
순수염색약,4,7,6,21,17,4,15,4,10984,274
연주회드레스,10,6,12,0,31,6,2,1,2043,51
하이볼잔,2,12,17,1,14,6,13,7,38417,960
삼성노트북어댑터,1,3,26,1,8,2,25,5,23457,586
K2티셔츠,1,0,13,0,33,5,2,0,1045,26
흑임자가루,3,9,20,7,12,4,16,8,31358,783
카고박스,5,6,13,5,14,4,18,4,15737,393
기미상궁염도계,1,0,6,0,36,0,3,1,2563,64
빕숏,1,0,14,1,20,6,10,4,14450,361
오렌즈네로,6,5,7,4,28,3,7,2,7085,177
순창고추장,2,2,5,1,10,4,19,7,29681,742
피카부실내복,3,11,24,0,21,3,11,5,32155,803
잔스포츠슈퍼브레이크,1,1,12,3,30,1,8,1,4765,119
미니아이스박스,7,5,11,3,14,3,16,7,28970,724
전자렌지팝콘,2,1,8,3,18,5,11,6,17295,432
전자레인지팝콘,2,1,8,3,18,5,11,6,17295,432
마우스손목보호대,10,11,18,0,8,2,18,12,63025,1575
외풍차단비닐,4,7,24,5,13,4,12,11,77048,1926
야구헬멧,1,1,6,0,31,4,5,0,2438,60
종이뽁뽁이,6,15,18,1,12,3,16,9,28446,711
초례청약과,8,14,0,1,21,2,14,3,17795,444
앵커버터무염,3,2,12,6,16,5,13,6,51016,1275
바구니카시트대여,17,7,11,5,32,2,4,2,6209,155
타포린방수포,4,1,15,0,18,5,14,3,25118,627
이뮨베라,5,2,18,13,22,7,8,3,18699,467
쪽파한단,5,4,0,31,37,1,1,1,1461,36
시저,0,4,4,21,14,1,13,12,82948,2073
타공판보드,0,10,9,0,28,3,6,3,11122,278
거리측정기케이스,2,1,4,1,26,8,5,1,3396,84
안동소주가격,3,2,2,12,13,5,15,7,32034,800
강아지움직이는장난감,7,5,3,4,28,4,7,1,5392,134
강마루보수,3,4,10,4,21,2,11,6,27231,680
마더케이구강티슈,4,1,3,31,29,4,4,3,15030,375
한샘빨래바구니,0,7,9,9,29,3,8,0,3173,79
바위굴,8,13,14,5,26,3,6,5,12831,320
경찰차,7,2,14,0,22,3,9,6,22692,567
딱새우회,7,3,22,8,15,4,10,11,63341,1583
부동전,2,1,2,0,31,2,7,0,2205,55
아이폰맥세이프카드지갑,5,7,13,5,13,10,12,5,20951,523
써지컬미아방지목걸이,7,6,26,1,4,6,18,12,108262,2706
쌍커플테이프,8,12,12,7,5,1,18,16,104873,2621
쌍꺼풀테이프,8,12,12,7,5,1,18,16,104873,2621
쌍꺼풀테이프추천,8,12,13,6,4,1,19,16,105007,2625
쌍커풀테이프,8,12,12,7,5,1,18,16,104873,2621
훌라후프,3,3,8,4,6,0,19,15,70578,1764
실론티,1,0,4,1,27,2,10,1,14431,360
눈썹영양제,12,3,7,11,27,4,7,2,14323,358
나이키리유저블백,10,5,16,3,17,5,10,8,29391,734
쿠쿠고무패킹,1,2,11,26,6,3,26,5,21540,538
라벨제작,10,16,11,3,13,4,15,8,28278,706
와이어줄넘기,3,5,3,1,22,2,13,3,23446,586
돌아기장난감,4,14,19,0,14,3,17,6,15256,381
태교,2,3,9,0,14,6,18,2,10552,263
얼그레이티백,1,2,15,2,5,6,16,13,49145,1228
포그내슬링,3,5,2,28,25,7,7,1,5264,131
압맥보리,0,4,20,16,10,4,15,11,44306,1107
사막화방지매트,4,8,7,2,13,2,17,8,41701,1042
가스렌지후드필터,9,13,17,1,8,3,18,11,111656,2791
성장동영상제작,31,7,2,0,23,7,7,3,12630,315
마사지오일,7,7,14,4,16,2,13,9,45577,1139
가프,1,1,4,0,31,3,6,0,2514,62
갸프,1,1,4,0,31,3,6,0,2515,62
전자렌지찜기,3,3,11,6,17,3,12,8,30687,767
이브이히어로즈,12,3,8,1,28,2,9,1,4783,119
아베다우든패들브러쉬,6,6,8,18,24,5,7,4,17264,431
보일러조절기,12,5,9,13,18,6,16,0,6222,155
오징어숏다리,1,5,8,2,19,5,6,10,72133,1803
리유저블컵,10,5,10,1,14,2,17,7,20353,508
EMS마사지기,1,1,4,2,12,3,20,5,18947,473
레드키위,13,9,18,0,10,4,15,11,26552,663
락앤락숨쉬는김치통,0,0,3,2,27,5,3,5,19797,494
지요펌프,0,6,7,5,21,5,12,2,19179,479
남자CC크림,2,4,9,1,17,3,19,1,9677,241
포도당캔디,7,4,17,8,8,3,19,10,51844,1296
헤라실키스테이파운데이션,3,4,11,21,31,3,5,1,15976,399
싸이벡스제로나,2,1,9,23,36,1,3,0,823,20
무말랭이,4,3,10,2,7,3,16,14,33637,840
공기정화용숯,9,7,5,5,23,4,5,8,32770,819
양배추환,5,4,8,6,7,1,20,12,67886,1697
찰보리,0,1,18,21,2,3,16,19,105011,2625
룸앤티비가방,5,3,16,16,28,5,5,2,7547,188
리바이스벨트,2,2,6,0,27,2,9,2,5354,133
아나고,9,8,20,3,8,1,19,12,46171,1154
산토리가쿠빈,3,9,16,1,30,1,7,2,4557,113
주니어트레이닝복,1,3,17,2,22,7,10,1,5144,128
