relative_keyword,total_search,total_store_count,competitive_rate,avg_price
차콜스타터,5420.0,14306.0,2.64,21737.0
시에라컵,7630.0,56674.0,7.43,17350.0
티타늄컵,3450.0,103826.0,30.09,27828.0
스노우피크티타늄컵,3620.0,10971.0,3.03,42116.0
스노우피크컵,4380.0,23691.0,5.41,38541.0
캠핑머그컵,1250.0,84307.0,67.45,18380.0
스노우피크시에라컵,2640.0,2668.0,1.01,23826.0
캠핑소주잔,1780.0,30958.0,17.39,15143.0
티타늄시에라컵,1120.0,13178.0,11.77,22213.0
브루클린웍스,26160.0,8477.0,0.32,32737.0
스노우피크캔쿨러,3040.0,1501.0,0.49,61995.0
참나무장작,10120.0,9821.0,0.97,12843.0
착화제,7210.0,18914.0,2.62,10269.0
미니장작,2430.0,57671.0,23.73,11092.0
비장탄,7560.0,6212.0,0.82,21827.0
장작20KG,1790.0,1698.0,0.95,18235.0
펠렛연료,4560.0,8113.0,1.78,52708.0
번개탄,13450.0,9654.0,0.72,16788.0
압축장작,2580.0,1120.0,0.43,18579.0
조선땔감,1110.0,31.0,0.03,36580.0
파이어라이터스,5210.0,33.0,0.01,19549.0
백탄참숯,3030.0,5630.0,1.86,26028.0
야자숯,2570.0,15414.0,6.0,20469.0
파이어콘,2100.0,1282.0,0.61,16945.0
구이바다L,6090.0,3858.0,0.63,181486.0
부르스타,13860.0,56031.0,4.04,39644.0
코베아구이바다,10970.0,3790.0,0.35,147825.0
구이바다가방,1760.0,2503.0,1.42,137909.0
지라프구이바다,7490.0,1208.0,0.16,117594.0
지라프구이바다L,2560.0,484.0,0.19,146397.0
컨테이너버너,3710.0,8661.0,2.33,53825.0
구이바다M,4190.0,3954.0,0.94,94852.0
지라프가스버너,3420.0,1847.0,0.54,72376.0
코베아구이바다M,2170.0,1285.0,0.59,130612.0
코베아구이바다L,2140.0,1324.0,0.62,175303.0
지라프구이바다M,2510.0,670.0,0.27,117374.0
캠핑양념통,5430.0,61398.0,11.31,20818.0
롱토치,2180.0,26286.0,12.06,27553.0
소토토치,6340.0,6852.0,1.08,25475.0
발열도시락,9460.0,26120.0,2.76,28115.0
캠핑키친툴,1430.0,46378.0,32.43,19951.0
캠핑수저통,2010.0,20219.0,10.06,16232.0
숯집게,1630.0,48987.0,30.05,7682.0
캠핑등유통,4120.0,40434.0,9.81,27565.0
발열팩,4950.0,99253.0,20.05,21999.0
코베아토치,3400.0,28554.0,8.4,16413.0
캠핑조리도구세트,1040.0,58655.0,56.4,39257.0
애리조나880,5190.0,4.0,0.0,43497.0
에드학토치,7610.0,637.0,0.08,73687.0
G430드라이버,8360.0,31025.0,3.71,600508.0
핑G425드라이버,11970.0,32238.0,2.69,411910.0
코브라드라이버,10200.0,43523.0,4.27,416463.0
젝시오여성드라이버,7260.0,12124.0,1.67,561535.0
TSR2드라이버,7150.0,16538.0,2.31,799702.0
핑G430드라이버,6060.0,28582.0,4.72,616623.0
코브라LTDX,7450.0,18333.0,2.46,419993.0
핑430드라이버,6130.0,39516.0,6.45,691417.0
젝시오여성우드,3010.0,16827.0,5.59,372754.0
스텔스우드,4200.0,46176.0,10.99,265796.0
핑우드,3840.0,63012.0,16.41,294728.0
TSR2우드,2360.0,18289.0,7.75,530618.0
스텔스2우드,4120.0,24412.0,5.93,446023.0
패러다임우드,2250.0,10751.0,4.78,462472.0
코브라우드,1380.0,23365.0,16.93,159933.0
젝시오우드,2530.0,88187.0,34.86,332447.0
G430우드,2020.0,24609.0,12.18,499393.0
핑G430우드,1750.0,22450.0,12.83,515877.0
G425우드,1740.0,8220.0,4.72,256414.0
JPX923,8270.0,17301.0,2.09,899259.0
타이틀리스트T150,5160.0,10659.0,2.07,931445.0
타이틀리스트T200,6900.0,15138.0,2.19,789659.0
젝시오여성아이언,5390.0,16830.0,3.12,707224.0
T150아이언,3420.0,12850.0,3.76,969043.0
T200아이언,5920.0,19208.0,3.24,882697.0
T200,5270.0,48865.0,9.27,869805.0
P790아이언,11210.0,12343.0,1.1,1069897.0
이토보리아이언,5070.0,2335.0,0.46,3088629.0
미즈노JPX923포지드,4500.0,7199.0,1.6,929614.0
P790,11240.0,16211.0,1.44,1007623.0
아웃도어세제,1700.0,10669.0,6.28,14581.0
울세제,4700.0,66802.0,14.21,11900.0
테크울드라이,1830.0,5376.0,2.94,15807.0
울드라이,1550.0,13699.0,8.84,11691.0
드라이세제,2230.0,21856.0,9.8,13855.0
애경울샴푸,1050.0,18663.0,17.77,10474.0
홈드라이세제,3120.0,6846.0,2.19,14950.0
울샴푸중성세제,2100.0,8578.0,4.08,44988.0
다운워시,1160.0,12937.0,11.15,19498.0
울세제중성세제,1070.0,17015.0,15.9,13981.0
홈드라이,1500.0,60136.0,40.09,12968.0
이젠드라이,2120.0,528.0,0.25,30483.0
마이드라이80,1380.0,112.0,0.08,51114.0
드라이클리닝세제,1720.0,3691.0,2.15,7750.0
홈드라이크리닝,1380.0,5777.0,4.19,9911.0
이젠드라이세제,1320.0,38.0,0.03,613561.0
지브로,2640.0,7464.0,2.83,17494.0
드라이클리닝,26200.0,54615.0,2.08,11239.0
얼룩제거제,11320.0,67148.0,5.93,10592.0
이염방지시트,9120.0,13376.0,1.47,11354.0
옥시크린,11340.0,29259.0,2.58,16823.0
유한젠,5530.0,35348.0,6.39,15426.0
옥시크린표백제,1910.0,17941.0,9.39,21241.0
커피머신세정제,1740.0,18117.0,10.41,15618.0
바르는비트,2750.0,5029.0,1.83,14579.0
유한젠액체형,2460.0,12102.0,4.92,23287.0
산소계표백제,3480.0,33444.0,9.61,14982.0
유한젠표백제,1640.0,23272.0,14.19,16920.0
드롱기석회제거제,1160.0,866.0,0.75,34699.0
와이셔츠목때,8230.0,6618.0,0.8,8944.0
닥터베크만이염방지,1420.0,2257.0,1.59,19205.0
위칙세탁소독액,2040.0,44.0,0.02,25250.0
워싱소다,1410.0,2485.0,1.76,18877.0
다우니어도러블,11960.0,233.0,0.02,27670.0
샹떼클레어섬유유연제,2820.0,222.0,0.08,36000.0
피존섬유유연제,4670.0,100044.0,21.42,14225.0
다우니향기부스터,5060.0,5958.0,1.18,43035.0
다우니퍼퓸쥬얼,3810.0,3539.0,0.93,14956.0
향기부스터,4150.0,12879.0,3.1,22837.0
아로퓸향기부스터,2750.0,1955.0,0.71,23184.0
프로쉬섬유유연제,2340.0,2782.0,1.19,33810.0
꽃담초,4330.0,9520.0,2.2,18688.0
피죤블루비앙카,1950.0,13061.0,6.7,19267.0
다우니부스터,3770.0,6621.0,1.76,41814.0
다우니언스토퍼블,1600.0,1739.0,1.09,40687.0
샤프란핑크센세이션,1290.0,5015.0,3.89,15460.0
버넬섬유유연제,6340.0,10684.0,1.69,12588.0
실내건조섬유유연제,3410.0,34493.0,10.12,16222.0
스너글블루스파클,6110.0,5172.0,0.85,29012.0
다우니8.5,1440.0,1737.0,1.21,49507.0
꽃담초섬유유연제,3670.0,6645.0,1.81,18687.0
건조기섬유유연제시트,3020.0,31636.0,10.48,13695.0
건조기섬유유연제,4510.0,36138.0,8.01,13372.0
스타일러향기시트,9150.0,1812.0,0.2,13319.0
드라이시트,3610.0,58395.0,16.18,13076.0
건조기시트추천,5660.0,41749.0,7.38,13317.0
르샤트라건조기시트,3560.0,1792.0,0.5,10354.0
라비킷건조기시트,5420.0,132.0,0.02,57049.0
에어드레서아로마시트,2830.0,752.0,0.27,14266.0
다우니건조기시트,3190.0,2558.0,0.8,35167.0
스너글건조기시트,3700.0,1578.0,0.43,23015.0
삼성아로마시트,2580.0,809.0,0.31,14262.0
샤프란아우라건조기시트,1680.0,3731.0,2.22,21096.0
스타일러시트,2480.0,4935.0,1.99,14121.0
섬유유연제시트,2200.0,85645.0,38.93,11869.0
아우라드라이시트,1470.0,10570.0,7.19,16612.0
라비킷코트너,2420.0,233.0,0.1,54104.0
샤프란건조기시트,1600.0,4165.0,2.6,15591.0
방향제자동분사기,4090.0,47206.0,11.54,13299.0
그레이드센세이션스위트피치,2350.0,22.0,0.01,9100.0
페브리즈화장실용,5230.0,10767.0,2.06,15794.0
자동분사방향제,2850.0,10760.0,3.78,11866.0
자동방향제,1790.0,84208.0,47.04,14340.0
푸푸리,8540.0,2917.0,0.34,23428.0
그레이드센세이션,2160.0,236.0,0.11,17719.0
스너글방향제,3190.0,560.0,0.18,36366.0
토일렛퍼퓸,1920.0,19627.0,10.22,13083.0
휘게소,3880.0,23.0,0.01,27933.0
가비지타임향수,3570.0,1097.0,0.31,58419.0
페브리즈비치형,1680.0,6204.0,3.69,16582.0
다이소방향제,3790.0,1060.0,0.28,1597.0
편백나무방향제,1280.0,9322.0,7.28,7704.0
향기포미,1190.0,289.0,0.24,14325.0
동성제약비오킬,4810.0,1045.0,0.22,22929.0
진드기퇴치제,10760.0,16997.0,1.58,12107.0
피톤치드스프레이,5840.0,20451.0,3.5,18339.0
김민재편백,5180.0,367.0,0.07,33995.0
방분탄,4800.0,1818.0,0.38,52842.0
새집증후군,14810.0,64098.0,4.33,22604.0
편백수스프레이,4010.0,7962.0,1.99,19724.0
계피스프레이,3340.0,5229.0,1.57,15034.0
제올라이트,6580.0,9253.0,1.41,13577.0
편백스프레이,2360.0,7647.0,3.24,18684.0
진드기시트,3530.0,21978.0,6.23,11335.0
진드기싹,1970.0,9725.0,4.94,15750.0
정전기방지스프레이,21290.0,16028.0,0.75,9954.0
이솝룸스프레이,8440.0,627.0,0.07,87484.0
메르디센트,5170.0,651.0,0.13,36703.0
멈칫섬유향수,4990.0,1306.0,0.26,11985.0
희녹,5730.0,627.0,0.11,61913.0
메르디센트머스크피오니,1560.0,203.0,0.13,40311.0
페브리즈맨,1260.0,8319.0,6.6,10487.0
페브리즈항균,1580.0,4021.0,2.54,12669.0
더블유드레스룸,10960.0,8716.0,0.8,10232.0
르샤트라섬유탈취제,1680.0,3727.0,2.22,10586.0
꽃담초섬유탈취제,1210.0,2870.0,2.37,8840.0
란도린섬유탈취제,2230.0,603.0,0.27,19676.0
목초액,6430.0,10609.0,1.65,12552.0
BAS탈취제,2200.0,2234.0,1.02,26593.0
바스탈취제,2490.0,1929.0,0.77,25115.0
백악관탈취제,1620.0,235.0,0.15,19455.0
에어스펀지,2060.0,59126.0,28.7,21961.0
담배냄새제거,3030.0,43638.0,14.4,18473.0
담배냄새탈취제,2380.0,18598.0,7.81,13510.0
네이처스에어스펀지,1110.0,563.0,0.51,27821.0
욕실의여왕,1480.0,3993.0,2.7,29882.0
집안냄새제거,2410.0,6576.0,2.73,14612.0
싱크대하부장냄새,1810.0,1057.0,0.58,16298.0
옷장냄새제거,3290.0,43725.0,13.29,5754.0
옷장탈취제,4620.0,98842.0,21.39,7865.0
오르페아,1320.0,189.0,0.14,31055.0
오르페아방향제,1350.0,41.0,0.03,19256.0
옷장냄새,1480.0,58309.0,39.4,6082.0
부케가르니,27580.0,42177.0,1.53,14817.0
옷장곰팡이,1700.0,23888.0,14.05,2476.0
천연방향제,2500.0,77462.0,30.98,14672.0
다이소옷장탈취제,1150.0,109.0,0.09,1276.0
냉장고냄새제거,10030.0,30446.0,3.04,11187.0
닥터클로,1620.0,910.0,0.56,13997.0
냉장고탈취,1120.0,73419.0,65.55,14943.0
냉장고냄새,2030.0,45783.0,22.55,11161.0
김치냉장고냄새제거,1220.0,5712.0,4.68,10248.0
다이소냉장고탈취제,2370.0,123.0,0.05,2023.0
신발냄새제거제,2730.0,26936.0,9.87,6748.0
신발장탈취제,1030.0,61427.0,59.64,9012.0
제설제,5530.0,10982.0,1.99,15983.0
염화칼슘25KG,2210.0,3633.0,1.64,20103.0
염화칼슘제설제,2190.0,7813.0,3.57,16006.0
옷장제습제,1630.0,58758.0,36.05,13578.0
생활공작소제습제,1510.0,2692.0,1.78,20690.0
산소흡수제,1740.0,2662.0,1.53,8614.0
냄새먹는하마,2300.0,411.0,0.18,12519.0
완습제,1670.0,249.0,0.15,11125.0
야자활성탄,1420.0,19271.0,13.57,19517.0
공기정화용숯,3120.0,2993.0,0.96,25810.0
대나무숯,1790.0,52933.0,29.57,15931.0
숯가루,1220.0,4054.0,3.32,13074.0
화공석,1290.0,32.0,0.02,20913.0
천연화공석,1270.0,25.0,0.02,26107.0
마일론방향제,4040.0,361.0,0.09,60696.0
모기향거치대,1170.0,51105.0,43.68,5730.0
프로텍홈,9320.0,1306.0,0.14,12241.0
로보킬,7040.0,335.0,0.05,31057.0
빈대스프레이,5860.0,9357.0,1.6,13641.0
디노테퓨란,13070.0,416.0,0.03,11624.0
모스펜스,6090.0,55.0,0.01,38844.0
쌀벌레퇴치제,2710.0,322.0,0.12,17316.0
바이오킬,5810.0,921.0,0.16,10978.0
피레스린살충제,3170.0,201.0,0.06,23254.0
모기약,5240.0,100351.0,19.15,15283.0
전자모기향,1610.0,30444.0,18.91,11338.0
홈매트훈증기,2200.0,30491.0,13.86,15095.0
에프킬라리퀴드,1550.0,8092.0,5.22,18185.0
홈키파리퀴드,1670.0,1416.0,0.85,26345.0
맥스포스셀렉트겔,3990.0,2060.0,0.52,19513.0
맥스포스,5240.0,4481.0,0.86,17883.0
개미약,2680.0,26272.0,9.8,10045.0
바퀴벌레퇴치법,8290.0,2878.0,0.35,14872.0
개미퇴치,5300.0,54753.0,10.33,11516.0
맥스포스셀렉트이지겔,1550.0,1171.0,0.76,27131.0
맥스포스퀀텀,1760.0,1068.0,0.61,10567.0
바퀴벌레없애는법,12970.0,3194.0,0.25,13989.0
바퀴벌레퇴치,6790.0,104096.0,15.33,15735.0
바퀴약,1540.0,41473.0,26.93,12578.0
맥스포겔,1260.0,35.0,0.03,27018.0
전자모기채,1550.0,46047.0,29.71,11657.0
쥐퇴치,8270.0,97647.0,11.81,6953.0
쥐덫,7120.0,40255.0,5.65,5945.0
쥐끈끈이,3590.0,46430.0,12.93,7091.0
파리끈끈이,1120.0,60792.0,54.28,6597.0
쥐트랩,1500.0,39045.0,26.03,6450.0
끈끈이트랩,1010.0,97401.0,96.44,6853.0
바퀴벌레트랩,1150.0,16883.0,14.68,8325.0
쥐약파는곳,1530.0,16234.0,10.61,7295.0
1인용돗자리,1580.0,52881.0,33.47,7285.0
두꺼운돗자리,1580.0,44380.0,28.09,21382.0
대형돗자리,1390.0,79735.0,57.36,19549.0
은박돗자리,1780.0,29697.0,16.68,6567.0
은박매트,2450.0,32855.0,13.41,11507.0
다이소돗자리,7240.0,772.0,0.11,10195.0
롤방충망,3680.0,90113.0,24.49,42949.0
방충망쫄대,1090.0,8139.0,7.47,4380.0
미세방충망,6110.0,64510.0,10.56,6574.0
2층침대텐트,1380.0,50825.0,36.83,45039.0
암막텐트,1600.0,64010.0,40.01,60201.0
방충망교체,6150.0,53059.0,8.63,8215.0
방충망시공,4010.0,23876.0,5.95,12373.0
현관문고무패킹,17220.0,14769.0,0.86,6014.0
창문틈새막이,9110.0,46228.0,5.07,2688.0
창문틈막이,9740.0,47671.0,4.89,3009.0
창틀바람막이,19650.0,29418.0,1.5,2992.0
문틈막이,6750.0,86025.0,12.74,3679.0
풍지판,8390.0,24161.0,2.88,2911.0
현관문문풍지,9740.0,70458.0,7.23,3915.0
문틈바람막이,13450.0,51887.0,3.86,3628.0
방문틈새막이,2820.0,16287.0,5.78,3437.0
방풍테이프,4350.0,40770.0,9.37,3544.0
문틈새막이,3250.0,24405.0,7.51,3627.0
다이소문풍지,17310.0,494.0,0.03,2552.0
문풍지도어,7060.0,39919.0,5.65,6336.0
실리콘문풍지,2050.0,20004.0,9.76,4663.0
은박단열재,6120.0,16967.0,2.77,18924.0
창문뽁뽁이,15200.0,46760.0,3.08,13289.0
아이소핑크,15960.0,2865.0,0.18,12387.0
열반사단열재,5750.0,8235.0,1.43,48356.0
창문단열재,7400.0,17507.0,2.37,15411.0
포장용에어캡,3930.0,35746.0,9.1,13955.0
창문단열필름,5810.0,42688.0,7.35,20913.0
PE폼,3440.0,35082.0,10.2,31871.0
발포지,4090.0,18821.0,4.6,27031.0
단열스티로폼,4630.0,10720.0,2.32,15887.0
우레탄비닐,12340.0,19968.0,1.62,25788.0
창문방풍비닐,9280.0,57961.0,6.25,11358.0
우풍차단,21880.0,78035.0,3.57,15177.0
베란다방풍비닐,6650.0,26724.0,4.02,14945.0
외풍차단비닐,10720.0,57320.0,5.35,14837.0
투명비닐천막,4950.0,33936.0,6.86,24470.0
방한비닐,5330.0,60249.0,11.3,17405.0
두꺼운비닐,4890.0,88536.0,18.11,14477.0
현관바람막이,7710.0,46437.0,6.02,17148.0
비닐천막,2990.0,72762.0,24.34,23980.0
현관방풍커튼,4890.0,45874.0,9.38,18077.0
다이소방풍비닐,8310.0,178.0,0.02,19267.0
안개분사분무기,1420.0,67668.0,47.65,4117.0
락스분무기,1190.0,3591.0,3.02,3811.0
다이소분무기,3900.0,1055.0,0.27,7633.0
에어라파,2060.0,3223.0,1.56,11883.0
나이키리유저블쇼핑백,10100.0,1003.0,0.1,6155.0
나이키쇼핑백,6880.0,2584.0,0.38,5619.0
미니쇼핑백,1690.0,93730.0,55.46,836.0
와인쇼핑백,1680.0,43717.0,26.02,3102.0
리유저블백,7700.0,24022.0,3.12,5407.0
타포린가방,2810.0,97317.0,34.63,3407.0
나이키리유저블백,4430.0,1186.0,0.27,6033.0
시장바구니캐리어,8180.0,66252.0,8.1,26045.0
큐폴드접이식카트,6160.0,1639.0,0.27,64133.0
랄라카트,6300.0,1197.0,0.19,52709.0
큐폴드,3140.0,1942.0,0.62,55552.0
바퀴장바구니,2060.0,74339.0,36.09,24114.0
로티홈시스핸드카트,1630.0,779.0,0.48,56296.0
구두약,3520.0,59581.0,16.93,5297.0
구두솔,1390.0,30924.0,22.25,3798.0
스웨이드지우개,2940.0,10632.0,3.62,8455.0
바나나클리너,7730.0,1064.0,0.14,25950.0
말표구두약,1060.0,12358.0,11.66,4059.0
다이소구두약,2030.0,100.0,0.05,2446.0
구두닦이,1190.0,32563.0,27.36,4112.0
다이소운동화클리너,2190.0,33.0,0.02,7257.0
세무신발세탁,1310.0,1180.0,0.9,10468.0
휴대용재떨이,5080.0,72764.0,14.32,7796.0
담배연기흡입기,1610.0,17719.0,11.01,63385.0
진동벨,3610.0,65682.0,18.19,67107.0
카페진동벨,1240.0,39951.0,32.22,212403.0
비상벨,3590.0,32748.0,9.12,42872.0
식당벨,1010.0,56169.0,55.61,39670.0
삐삐,15170.0,65963.0,4.35,158580.0
식당호출벨,1010.0,49903.0,49.41,63553.0
링고벨,2620.0,4777.0,1.82,87889.0
콜벨,1100.0,30157.0,27.42,3996.0
씨스콜,2170.0,7967.0,3.67,92250.0
스마트폰CCTV,7110.0,51282.0,7.21,63102.0
타포CCTV,7870.0,22489.0,2.86,54385.0
몰카탐기지,8600.0,1590.0,0.18,24430.0
TAPO카메라,7260.0,16183.0,2.23,52695.0
티피링크CCTV,5390.0,42796.0,7.94,58437.0
CCTV모형,1730.0,70242.0,40.6,5128.0
가짜CCTV,1400.0,34791.0,24.85,5529.0
모형CCTV,1820.0,70242.0,38.59,6065.0
자물쇠상자,1300.0,98965.0,76.13,22719.0
자물쇠경첩,1570.0,17478.0,11.13,11011.0
시건장치,11490.0,51284.0,4.46,8877.0
걸고리,1680.0,93310.0,55.54,2888.0
대문개폐기,1330.0,11928.0,8.97,33924.0
화장실잠금장치,1150.0,30120.0,26.19,13611.0
현관보조키,1240.0,18376.0,14.82,15199.0
비밀번호자물쇠,1600.0,105445.0,65.9,8421.0
핸드폰잠금상자,1030.0,24906.0,24.18,31218.0
현관잠금장치,1630.0,40684.0,24.96,17762.0
현관문안전고리,4620.0,87521.0,18.94,9728.0
현관문스토퍼,14950.0,81723.0,5.47,14620.0
창문잠금장치,3790.0,96883.0,25.56,4738.0
미닫이문잠금장치,2820.0,30871.0,10.95,8536.0
현관문잠금장치,2890.0,51942.0,17.97,8579.0
샷시잠금장치,2290.0,35007.0,15.29,5237.0
현관안전고리,1870.0,31193.0,16.68,13295.0
암레스도어클로저,2220.0,2606.0,1.17,25969.0
현관문걸쇠,2540.0,17100.0,6.73,10814.0
현관문도어클로저,2730.0,36394.0,13.33,19795.0
도어체크,6200.0,68764.0,11.09,17157.0
방충망잠금장치,1270.0,17491.0,13.77,6781.0
킹도어클로저,2020.0,14545.0,7.2,31176.0
창문스토퍼,1790.0,35549.0,19.86,5244.0
크리센트,2690.0,54856.0,20.39,2900.0
캠핑일산화탄소경보기,3330.0,14824.0,4.45,29134.0
일산화탄소감지기,5980.0,50731.0,8.48,27753.0
파세코일산화탄소경보기,2250.0,93.0,0.04,43142.0
무선차임벨,2350.0,47384.0,20.16,19086.0
차임벨,7150.0,87121.0,12.18,17368.0
문열림센서,2220.0,16114.0,7.26,18014.0
일산화탄소경보기추천,1650.0,51401.0,31.15,27342.0
캠프365일산화탄소,2930.0,137.0,0.05,59286.0
수산홈텍일산화탄소경보기,3210.0,204.0,0.06,33047.0
하니웰일산화탄소경보기,3190.0,313.0,0.1,118685.0
제로씨오,2270.0,130.0,0.06,60593.0
제로씨오경보기,2110.0,127.0,0.06,60593.0
센코가스누설경보기,2700.0,264.0,0.1,20970.0
호신용경보기,2470.0,41515.0,16.81,8988.0
방검복,4560.0,50679.0,11.11,110164.0
가스총,5360.0,46683.0,8.71,112597.0
우레탄몽둥이,1790.0,1571.0,0.88,19320.0
테이저건,10790.0,1543.0,0.14,105256.0
호신용삼단봉,1580.0,75472.0,47.77,16134.0
후추스프레이,1810.0,7766.0,4.29,25248.0
페퍼스프레이,1130.0,14374.0,12.72,30854.0
호신용3단봉,1060.0,53257.0,50.24,15417.0
호신용호루라기,1190.0,50880.0,42.76,12694.0
방범창,6860.0,23051.0,3.36,59400.0
코콤인터폰,8520.0,4074.0,0.48,61310.0
코맥스인터폰,9430.0,4010.0,0.43,73875.0
코콤비디오폰,5040.0,4146.0,0.82,114525.0
인터폰교체,9340.0,9223.0,0.99,161615.0
지르콘탐지기,5640.0,3409.0,0.6,100159.0
코맥스비디오폰,3230.0,3732.0,1.16,113179.0
삼성인터폰,4830.0,785.0,0.16,190726.0
삼성비디오폰,1950.0,6997.0,3.59,205433.0
월패드,10110.0,18440.0,1.82,172237.0
무선인터폰,1480.0,44727.0,30.22,77683.0
코멕스인터폰,3360.0,378.0,0.11,101358.0
현관초인종,1250.0,52744.0,42.2,101102.0
스마트초인종,1290.0,77325.0,59.94,90719.0
나쁜녀석들더무비,4960.0,28.0,0.01,30433.0
라스트오브어스드라마,7390.0,2.0,0.0,58000.0
조리수밸브,1640.0,3427.0,2.09,12569.0
브레빌,26660.0,53772.0,2.02,820746.0
브레빌870,9070.0,8901.0,0.98,817539.0
브레빌커피머신,12600.0,30388.0,2.41,805828.0
반자동커피머신,6120.0,62510.0,10.21,634069.0
커피머신기,14010.0,57708.0,4.12,1144082.0
필립스1200,6930.0,3886.0,0.56,360188.0
플랜잇커피머신,7250.0,1797.0,0.25,153799.0
스메그커피머신,6200.0,6671.0,1.08,762900.0
브레빌876,6280.0,747.0,0.12,1021720.0
딜리코밀크프레소,2680.0,63.0,0.02,683894.0
네스프레소머신,15280.0,62160.0,4.07,129458.0
카누커피머신,29720.0,2770.0,0.09,157340.0
버츄오플러스,15000.0,3588.0,0.24,208330.0
일리커피머신Y3.3,9800.0,2753.0,0.28,116249.0
버츄오팝,15250.0,2322.0,0.15,140365.0
에센자미니,4890.0,3020.0,0.62,146740.0
버츄오,19950.0,39231.0,1.97,127092.0
네스프레소에센자미니C30,4090.0,1106.0,0.27,156730.0
네스카페돌체구스토,14760.0,31230.0,2.12,105076.0
엔유씨전자,6230.0,36215.0,5.81,218480.0
러셀홉스,2310.0,14551.0,6.3,70506.0
멀티쿠커분리형,2030.0,11524.0,5.68,55615.0
전기멀티쿠커,1340.0,105045.0,78.39,53410.0
락앤락멀티쿠커,2380.0,164.0,0.07,96509.0
전기전골냄비,1570.0,51940.0,33.08,54982.0
쿠쿠스피드팟,2980.0,373.0,0.13,100775.0
쿠쿠멀티쿠커,2560.0,456.0,0.18,89365.0
오일스킬렛,4810.0,430.0,0.09,327005.0
구운계란기계,2240.0,6179.0,2.76,90612.0
달걀삶는기계,2640.0,38896.0,14.73,24144.0
고구마찜기,4380.0,47853.0,10.93,72042.0
델키찜기,1770.0,1147.0,0.65,75084.0
에그쿠커,2090.0,61883.0,29.61,29080.0
스텐계란찜기,1260.0,59134.0,46.93,34371.0
스텐전기찜기,1900.0,66732.0,35.12,61488.0
삼립호빵기계,2890.0,869.0,0.3,235106.0
편의점호빵기계,1750.0,12179.0,6.96,255804.0
블랙박스2채널,4710.0,36668.0,7.79,161056.0
차량용보조배터리,2620.0,80821.0,30.85,274386.0
아이나비보조배터리,2340.0,1532.0,0.65,245505.0
에코파워팩,8080.0,4673.0,0.58,388531.0
JB테슬라,2750.0,129.0,0.05,64569.0
에코파워팩S12,1560.0,617.0,0.4,405600.0
아이나비GPS,1450.0,5486.0,3.78,16603.0
JB테슬라모듈,1110.0,1.0,0.0,275000.0
블랙박스배터리,1740.0,28200.0,16.21,293306.0
아이나비커넥티드프로플러스,1850.0,908.0,0.49,302386.0
파인드라이브네비게이션,5610.0,5989.0,1.07,247006.0
카나로XPLUS,2830.0,905.0,0.32,499432.0
카나로,3300.0,2661.0,0.81,401775.0
영양가전,1330.0,43589.0,32.77,124594.0
안드로이드오토모니터,1810.0,29132.0,16.1,241137.0
안드로이드오토네비,2230.0,78535.0,35.22,261494.0
레이안드로이드올인원,1040.0,550.0,0.53,332282.0
안드로이드오토무선,9240.0,58964.0,6.38,95480.0
오토프로,19640.0,23596.0,1.2,75742.0
샤크안테나,1970.0,21633.0,10.98,25679.0
애플카플레이,16410.0,56368.0,3.43,108003.0
아우토링크,2950.0,989.0,0.34,209619.0
엠스틱,7170.0,178.0,0.02,211036.0
하이패스단말기구매,3390.0,9816.0,2.9,51265.0
장애인하이패스,6940.0,104.0,0.01,43376.0
MPEON하이패스,1640.0,1002.0,0.61,55270.0
GPASS,1620.0,476.0,0.29,55670.0
차량용위치추적기,1040.0,29802.0,28.66,205949.0
배회감지기,2810.0,5430.0,1.93,90382.0
자동차위치추적,1080.0,44155.0,40.88,124510.0
하이패스카드구매,7310.0,4628.0,0.63,8882.0
선불하이패스카드,6350.0,149.0,0.02,24861.0
하이패스선불카드,6600.0,149.0,0.02,25159.0
하이패스자동충전카드,4580.0,423.0,0.09,22286.0
하이패스충전카드,1220.0,937.0,0.77,13028.0
자동충전하이패스카드,1220.0,423.0,0.35,21686.0
선불하이패스,2760.0,925.0,0.34,28223.0
후측방경보시스템,2230.0,3936.0,1.77,93724.0
BSD,1460.0,45685.0,31.29,169198.0
BSA,3020.0,81743.0,27.07,131713.0
디지털사이드미러,1140.0,20378.0,17.88,96282.0
자동차전방센서,1080.0,84631.0,78.36,74579.0
모빌아이,2230.0,20751.0,9.31,192166.0
차선이탈경고장치,1850.0,4817.0,2.6,157459.0
전방추돌방지,1050.0,3370.0,3.21,32808.0
초소형CCTV,1800.0,12631.0,7.02,51862.0
무스웨이,1920.0,1408.0,0.73,2012451.0
분자제빙기,1810.0,4199.0,2.32,13826.0
TDK,1880.0,19555.0,10.4,1331.0
레이EV장기렌트,1020.0,98.0,0.1,246667.0
파워큐브,8200.0,10616.0,1.29,21697.0
PS5듀얼센스,4320.0,26104.0,6.04,55071.0
프로콘,6520.0,17172.0,2.63,44308.0
베이더3프로,4520.0,276.0,0.06,135957.0
스위치조이콘,3730.0,105390.0,28.25,32960.0
듀얼쇼크4,4220.0,11362.0,2.69,36462.0
엑박패드,4340.0,62349.0,14.37,53979.0
닌텐도파우치,2030.0,68470.0,33.73,14470.0
닌텐도스위치라이트케이스,1790.0,24487.0,13.68,11033.0
다마고치케이스,1160.0,3490.0,3.01,17826.0
닌텐도스위치커버,1200.0,78210.0,65.18,14030.0
