relative_keyword,total_search,total_store_count,competitive_rate,avg_price,avg_sale,grade_norm,grade_power,grade_bigpower,grade_premium,review_10,review_50,review_100,review_1000,total_review,avg_review
동지갑,16910.0,10841.0,0.64,7018.0,1857566.0,10,8,6,1,16,9,9,6,31624,790
어깨운동밴드,1190.0,64072.0,53.84,9409.0,1857788.0,4,4,2,3,21,1,12,6,75362,1884
BYC런닝,2970.0,100503.0,33.84,8010.0,1859654.0,0,1,16,0,12,4,9,15,104797,2619
아기겨울수면조끼,1530.0,7363.0,4.81,18671.0,1859727.0,1,5,33,0,11,3,15,11,47683,1192
울드라이,1550.0,13699.0,8.84,11691.0,1860909.0,3,5,6,20,24,1,8,7,55616,1390
고메버터,5010.0,3832.0,0.76,28130.0,1861202.0,4,0,10,2,22,4,11,3,8143,203
엘르스카프,5110.0,19526.0,3.82,15053.0,1861958.0,0,0,3,0,22,4,13,1,5959,148
맥리듬아이마스크,1580.0,2746.0,1.74,16051.0,1862309.0,0,4,8,2,18,6,9,7,47316,1182
난석,2990.0,11482.0,3.84,7997.0,1862506.0,0,0,4,5,7,3,22,8,92498,2312
타이틀리스트로스트볼,2890.0,18475.0,6.39,22113.0,1862911.0,1,0,0,39,40,0,0,0,28,0
도어체크,6200.0,68764.0,11.09,17157.0,1863657.0,2,3,14,3,11,3,17,9,49596,1239
골프연습도구,7340.0,66952.0,9.12,38462.0,1864259.0,3,4,12,0,16,3,17,4,11396,284
홍게맛간장,3700.0,5434.0,1.47,17002.0,1864585.0,5,2,14,0,21,0,15,4,29166,729
포카리스웨트,25530.0,45954.0,1.8,15843.0,1865427.0,2,2,14,11,9,3,14,14,129024,3225
화장실라디에이터,5890.0,44183.0,7.5,88387.0,1866584.0,6,9,19,6,15,3,18,4,17589,439
베란다블라인드,5810.0,64819.0,11.16,10455.0,1867361.0,2,6,26,1,9,1,11,19,272449,6811
싱크대레일선반,1190.0,14390.0,12.09,36470.0,1867531.0,2,4,10,0,22,5,11,2,8697,217
티니핑장난감,11450.0,16343.0,1.43,44493.0,1868357.0,0,5,30,0,16,8,14,2,6783,169
축구발목보호대,1880.0,41266.0,21.95,14129.0,1868851.0,1,6,20,0,10,4,19,7,28492,712
바리스타룰스,7250.0,11580.0,1.6,19981.0,1868999.0,1,1,13,17,7,4,18,11,70738,1768
생율밤,3780.0,10397.0,2.75,14722.0,1869038.0,7,9,23,1,3,3,16,18,217353,5433
시세이도매직,1120.0,2701.0,2.41,24857.0,1869209.0,2,7,13,18,18,3,15,4,22862,571
여아실내수영복,1850.0,33263.0,17.98,30822.0,1869331.0,2,11,15,0,18,4,13,5,16545,413
코뚜레,5310.0,23900.0,4.5,18069.0,1870004.0,1,6,5,1,27,4,6,3,13012,325
대형화이트보드,2620.0,44205.0,16.87,87906.0,1870760.0,6,11,19,4,13,6,13,8,32565,814
차슈,12550.0,3373.0,0.27,16256.0,1871337.0,2,2,5,3,27,5,7,1,3744,93
돈케이크,12480.0,19489.0,1.56,20600.0,1872450.0,6,12,16,1,8,1,19,12,61798,1544
황성주국산콩두유,10030.0,6616.0,0.66,26649.0,1872495.0,0,2,12,16,13,2,16,9,94351,2358
부가부버터플라이방풍커버,2930.0,60.0,0.02,48650.0,1872502.0,0,1,13,22,35,1,3,1,3823,95
쿠쿠1인용밥솥,2300.0,3244.0,1.41,55705.0,1872527.0,2,5,18,13,32,1,7,0,2924,73
필립스제모기,2410.0,6133.0,2.54,90121.0,1872562.0,6,6,9,8,22,6,8,4,18087,452
옷장냄새,1480.0,58309.0,39.4,6082.0,1872908.0,2,2,10,9,18,1,12,9,62611,1565
김펀치,2380.0,9891.0,4.16,10730.0,1873326.0,1,6,6,3,26,3,5,6,20563,514
유리반찬통,2870.0,98435.0,34.3,14446.0,1873354.0,2,3,9,4,14,3,12,11,103071,2576
아기배도라지,1360.0,4040.0,2.97,23171.0,1873662.0,3,0,12,5,9,4,17,10,52881,1322
밸런스온베타젤,1770.0,807.0,0.46,87774.0,1874666.0,2,2,1,7,30,1,7,2,4255,106
뉴스킨갈바닉젤,1340.0,525.0,0.39,94588.0,1875718.0,3,2,9,25,29,2,8,1,3819,95
튀김가루,4320.0,50291.0,11.64,10115.0,1875784.0,2,2,13,6,2,12,21,5,18721,468
간즈큐브,2000.0,14014.0,7.01,46814.0,1875852.0,0,1,9,0,22,1,16,1,8029,200
비타민D2000IU,4270.0,65482.0,15.34,13458.0,1876195.0,1,1,2,1,1,2,19,18,92386,2309
이너젤,1740.0,8885.0,5.11,32637.0,1876638.0,13,6,4,7,23,4,12,1,7124,178
비염찜질팩,5010.0,562.0,0.11,32996.0,1877413.0,10,12,1,4,26,3,9,2,6628,165
청정원고추장,1070.0,41404.0,38.7,14594.0,1877991.0,0,1,2,1,12,4,18,6,22724,568
물파스,3670.0,10864.0,2.96,7265.0,1878637.0,0,1,3,0,33,2,2,3,12440,311
가슴운동기구,2460.0,54394.0,22.11,43471.0,1879533.0,0,1,1,0,37,0,2,1,3692,92
발바닥지압기,1100.0,24864.0,22.6,18007.0,1879741.0,0,7,10,1,25,2,10,3,23268,581
엄마손칼국수,15860.0,1052.0,0.07,11939.0,1879950.0,0,1,3,5,26,0,7,7,20638,515
약단밤,18420.0,9948.0,0.54,13520.0,1880150.0,3,9,17,7,2,2,14,22,187337,4683
부산어묵,26990.0,38123.0,1.41,8870.0,1880292.0,1,3,21,3,4,3,16,17,92301,2307
15인치노트북파우치,3830.0,93288.0,24.36,21151.0,1881520.0,1,14,19,1,5,1,21,13,40580,1014
땡큐파머스,11600.0,102.0,0.01,16565.0,1883358.0,0,0,0,40,1,2,9,28,322547,8063
AZH,3860.0,4877.0,1.26,44936.0,1883539.0,4,0,2,25,25,3,12,0,3124,78
TPE요가매트,1730.0,64274.0,37.15,24936.0,1883603.0,2,3,5,2,5,0,20,15,105797,2644
캐나다드라이진저에일,5090.0,6442.0,1.27,19186.0,1883971.0,2,4,14,18,22,1,9,8,35627,890
노기스,3710.0,79282.0,21.37,16857.0,1884300.0,0,1,3,1,23,5,8,4,11558,288
이코카카드,20480.0,8.0,0.0,24655.0,1884788.0,2,2,1,4,5,1,2,1,15801,1755
방향제자동분사기,4090.0,47206.0,11.54,13299.0,1884939.0,8,5,20,3,2,2,23,13,72996,1824
존바바토스,10300.0,27114.0,2.63,43754.0,1885379.0,1,0,8,21,13,6,10,11,81961,2049
유니참모래,1110.0,1953.0,1.76,30344.0,1885729.0,5,5,4,24,32,2,6,0,3394,84
불고빨고365,1720.0,2435.0,1.42,75725.0,1886125.0,2,0,3,3,37,2,0,1,3534,88
메탈카드커스텀,1550.0,1274.0,0.82,29826.0,1887222.0,10,5,7,12,37,0,3,0,785,19
QK80,2820.0,35.0,0.01,35970.0,1887733.0,1,0,6,27,33,0,2,0,288,8
튜빙밴드,5540.0,104997.0,18.95,8667.0,1887813.0,1,3,5,4,8,3,17,12,111991,2799
롯데껌,1820.0,82675.0,45.43,7117.0,1888099.0,0,1,4,2,17,6,12,5,20297,507
소화기받침대,1500.0,17232.0,11.49,12027.0,1888801.0,2,3,7,3,30,4,4,2,16007,400
로지텍무선키보드,9720.0,63676.0,6.55,86388.0,1889676.0,0,0,7,3,3,2,17,18,92658,2316
유아텐트,4770.0,49747.0,10.43,40725.0,1890221.0,1,4,17,0,13,3,17,7,33189,829
아모스에센스,7070.0,7600.0,1.07,18099.0,1890579.0,1,5,15,8,10,4,10,16,155341,3883
황금배추,12270.0,8266.0,0.67,50781.0,1890667.0,15,6,8,10,31,3,5,1,9666,241
라마즈선물세트,1520.0,382.0,0.25,66759.0,1890788.0,4,1,4,9,33,1,4,2,4516,112
장닭,1880.0,2624.0,1.4,24346.0,1890845.0,4,4,3,21,32,3,2,3,7429,185
아이팜세면대,1920.0,462.0,0.24,46970.0,1890900.0,0,0,0,13,30,1,7,2,9935,248
안매운고추가루,2580.0,411.0,0.16,23717.0,1890918.0,8,5,22,4,19,3,14,4,21207,530
수제초콜릿,13280.0,60128.0,4.53,15406.0,1891372.0,8,10,18,3,6,3,11,20,139983,3499
비움마스크,9520.0,5532.0,0.58,16781.0,1891527.0,0,2,15,18,3,1,17,19,380128,9503
과즙망,4740.0,6713.0,1.42,10050.0,1891527.0,2,0,6,1,15,6,15,4,25267,631
15.6인치노트북파우치,1310.0,93059.0,71.04,21134.0,1891945.0,1,14,19,1,5,1,21,13,40580,1014
새우튀김,14070.0,63163.0,4.49,7693.0,1892372.0,0,3,10,10,10,2,20,8,22845,571
아레나코브라울트라,1760.0,5136.0,2.92,68149.0,1892763.0,1,3,6,3,28,6,6,0,1836,45
칼타공기,3100.0,4923.0,1.59,62207.0,1892911.0,0,2,6,0,31,3,4,2,5093,127
아기배도라지즙,3470.0,2616.0,0.75,32714.0,1892938.0,5,2,17,4,18,1,14,7,39028,975
유아칠판,1260.0,28754.0,22.82,74269.0,1894411.0,0,2,30,6,7,5,18,10,35708,892
커클랜드캡슐세제,23950.0,2190.0,0.09,32923.0,1894608.0,4,4,18,10,15,3,15,7,23129,578
릿첼첫걸음빨대컵,8280.0,366.0,0.04,17566.0,1895584.0,0,2,6,10,29,3,4,4,13048,326
오다리교정,5510.0,14187.0,2.57,30263.0,1896157.0,1,2,6,0,29,2,6,3,9044,226
비오텀클렌징밀크,4340.0,1730.0,0.4,28542.0,1896188.0,3,4,15,13,23,4,9,4,19718,492
백탄참숯,3030.0,5630.0,1.86,26028.0,1896558.0,5,11,20,3,7,3,21,9,47432,1185
생존수영수영복,2990.0,17727.0,5.93,45723.0,1896578.0,1,11,21,1,15,6,13,6,18688,467
포켓몬카드박스,4220.0,33256.0,7.88,22807.0,1899031.0,11,6,7,1,14,1,20,5,40118,1002
다이슨거치대,15130.0,31759.0,2.1,29661.0,1899070.0,4,10,16,0,1,4,22,13,57087,1427
톤업크림1위,3110.0,71590.0,23.02,16397.0,1899088.0,1,0,6,3,2,2,20,16,54017,1350
스팀안대,1170.0,16021.0,13.69,14843.0,1899323.0,3,9,7,3,8,6,14,12,71677,1791
메가박스영화관람권,1710.0,302.0,0.18,15853.0,1899397.0,5,2,13,15,22,1,7,10,53270,1331
에스티로더더블웨어파운데이션,29010.0,23068.0,0.8,48218.0,1899678.0,2,2,20,13,21,7,9,3,36355,908
더블웨어파운데이션,6450.0,23823.0,3.69,47507.0,1899678.0,2,3,17,16,22,4,9,5,46193,1154
물치실,5280.0,56056.0,10.62,38520.0,1900163.0,3,12,15,9,13,2,19,6,38507,962
캠핑조리도구세트,1040.0,58655.0,56.4,39257.0,1900536.0,5,3,7,1,28,3,7,2,4786,119
광폭사다리,1060.0,21849.0,20.61,55668.0,1901241.0,6,6,21,7,21,3,14,2,12974,324
상하치즈,3290.0,8142.0,2.47,29837.0,1901476.0,5,4,4,21,21,2,8,9,64248,1606
검정콩,4490.0,60106.0,13.39,14862.0,1902305.0,8,5,21,5,7,3,17,13,104539,2613
습식족욕기,3760.0,44083.0,11.72,64642.0,1903223.0,2,6,7,0,11,6,12,11,26675,666
캐슈너트,1880.0,48005.0,25.53,12235.0,1904808.0,3,5,15,16,10,2,14,14,102842,2571
턱걸이밴드,6600.0,34055.0,5.16,9826.0,1904917.0,5,2,5,8,8,1,18,13,142849,3571
샤오미에어펌프,4370.0,12175.0,2.79,32985.0,1906875.0,0,2,8,5,27,2,9,2,10719,267
버터플라이탁구화,1590.0,64584.0,40.62,76634.0,1907555.0,3,1,3,1,36,1,3,0,1503,37
다이슨롱배럴40,2220.0,799.0,0.36,57842.0,1907985.0,22,5,8,5,29,2,6,3,12300,307
LED기판,3400.0,34165.0,10.05,13062.0,1908806.0,4,2,12,1,9,2,19,10,122478,3061
메가박스예매,18180.0,53.0,0.0,8705.0,1909715.0,11,11,8,10,14,1,13,12,58114,1452
핸드드립주전자,4460.0,92671.0,20.78,21911.0,1909861.0,1,0,17,2,11,3,21,5,20038,500
차퍼,2170.0,22417.0,10.33,27547.0,1910171.0,1,2,6,7,23,3,10,4,36635,915
새콤달콤티니핑장난감,2110.0,4020.0,1.91,44351.0,1910685.0,0,4,34,0,17,6,14,3,8558,213
독일맥주효모,7000.0,8266.0,1.18,31017.0,1910735.0,5,4,14,14,8,4,16,12,102069,2551
스위마바,1760.0,306.0,0.17,54942.0,1910811.0,3,0,15,13,21,5,10,4,23522,588
블루샤크토시,4440.0,1154.0,0.26,50278.0,1910901.0,2,0,18,0,29,4,7,0,3401,85
냉동돈까스,3040.0,26304.0,8.65,16620.0,1911026.0,3,5,19,3,5,4,19,12,111455,2786
크리넥스키친타올,4190.0,46988.0,11.21,10189.0,1911434.0,0,0,10,7,4,2,24,10,76481,1912
자이목스,1880.0,1395.0,0.74,22967.0,1911742.0,3,0,22,14,15,3,17,5,23594,589
김부각,19840.0,38844.0,1.96,14880.0,1913054.0,2,6,8,2,11,3,12,14,62849,1571
물통정수기,2280.0,48730.0,21.37,88174.0,1913528.0,5,2,4,29,38,0,2,0,747,18
임산부팬티,7810.0,87061.0,11.15,14980.0,1914005.0,0,3,12,2,5,6,16,13,113746,2843
퓨어레비,1670.0,166.0,0.1,26419.0,1914550.0,10,1,4,23,33,1,3,3,14540,363
갤럭시탭S9플러스케이스,5800.0,32918.0,5.68,33889.0,1914947.0,2,3,6,13,14,10,13,3,14840,371
에스티로더파운데이션,22810.0,31280.0,1.37,49666.0,1915753.0,2,2,20,11,22,3,10,5,39239,980
티니핑아이스크림카,3150.0,638.0,0.2,59856.0,1916055.0,2,6,15,1,33,3,3,1,2916,72
쿤달샴푸,23460.0,38204.0,1.63,17227.0,1916142.0,1,0,1,13,6,1,21,12,111257,2781
전단지인쇄,8050.0,78038.0,9.69,17286.0,1916461.0,5,12,20,0,6,1,17,16,108725,2718
롤드라이기,2930.0,12811.0,4.37,50163.0,1916890.0,11,9,5,14,31,3,3,3,9677,241
모기패치,2720.0,45304.0,16.66,6875.0,1917882.0,0,8,11,3,7,1,16,16,84745,2118
이베리코베요타,2120.0,3753.0,1.77,24333.0,1917895.0,4,5,22,9,8,2,22,8,63412,1585
질레트프로쉴드,3840.0,16607.0,4.32,39321.0,1917987.0,2,0,25,8,14,2,16,8,56915,1422
순대내장,7660.0,2731.0,0.36,7314.0,1918081.0,2,8,15,5,2,4,19,15,90213,2255
무선칫솔살균기,2540.0,38441.0,15.13,28289.0,1918605.0,4,5,13,3,3,3,17,17,86315,2157
강아지귀세정제,4820.0,20625.0,4.28,12748.0,1918897.0,3,6,10,5,0,1,22,17,89924,2248
블랙사파이어포도,7560.0,393.0,0.05,39818.0,1920477.0,12,4,13,11,28,3,7,2,12005,300
칭따오논알콜,2990.0,1319.0,0.44,24692.0,1920642.0,6,4,12,14,24,3,6,7,65851,1646
스폰텍스스펀지,4040.0,360.0,0.09,56565.0,1920773.0,7,1,5,5,35,0,3,2,8667,216
와플반죽,9350.0,10511.0,1.12,23929.0,1921032.0,4,1,17,4,26,5,6,3,40827,1020
워셔블러그,5230.0,105881.0,20.24,30863.0,1921272.0,4,4,26,0,4,4,15,17,92548,2313
눈찜질팩,9290.0,39886.0,4.29,10534.0,1921452.0,1,13,7,2,8,1,16,15,62137,1553
당뇨식단배달,1490.0,162.0,0.11,54904.0,1921994.0,11,3,18,7,31,1,4,4,9957,248
사나고3D펜,4480.0,561.0,0.13,57281.0,1922323.0,7,2,3,26,30,3,5,2,11641,291
목포홍어,2850.0,5713.0,2.0,30096.0,1922679.0,13,7,15,5,5,2,20,13,105874,2646
메타그린부스터샷,6680.0,380.0,0.06,51180.0,1923872.0,0,0,11,28,32,2,5,1,5367,134
방도,10010.0,83743.0,8.37,44974.0,1924675.0,11,3,4,0,31,6,3,0,1776,44
리틀페이지,1910.0,73.0,0.04,14599.0,1925563.0,3,3,20,13,22,1,4,13,62611,1565
요즈리에기,6840.0,14187.0,2.07,6295.0,1925597.0,0,1,12,17,10,5,13,12,50035,1250
호두분태,2590.0,4650.0,1.8,8163.0,1925999.0,0,0,22,14,10,3,16,11,101593,2539
바겐슈타이거케틀팟,2370.0,53.0,0.02,31683.0,1926444.0,8,4,4,21,36,1,3,0,834,20
흙당근,4510.0,12913.0,2.86,12434.0,1926522.0,5,12,21,2,4,1,17,18,139560,3489
와셔액,1250.0,78680.0,62.94,11833.0,1927349.0,3,5,10,1,5,2,14,19,126736,3168
맥스봉,5760.0,22874.0,3.97,13010.0,1927858.0,0,0,5,2,19,2,10,9,67394,1684
짭플펜슬,11860.0,6844.0,0.58,23348.0,1928181.0,0,5,22,2,5,2,21,12,46156,1153
퓨어다이아,1980.0,201.0,0.1,54493.0,1930126.0,2,3,1,24,38,0,1,1,9844,246
다회용기,6440.0,8665.0,1.35,45064.0,1930150.0,14,7,5,14,38,0,1,1,2769,69
아이스크림장난감,2540.0,36026.0,14.18,37398.0,1930182.0,7,3,12,1,31,1,8,0,3716,92
찰보리빵,13190.0,12911.0,0.98,19805.0,1930515.0,10,3,14,13,9,3,11,17,87158,2178
애플펜슬펜촉,23140.0,21940.0,0.95,7997.0,1930618.0,1,11,15,1,1,3,18,18,143125,3578
바퀴장바구니,2060.0,74339.0,36.09,24114.0,1931256.0,4,6,6,1,26,0,6,8,20898,522
오트리고메넛츠,1630.0,1333.0,0.82,91240.0,1931670.0,2,0,8,27,26,1,7,6,45570,1139
실내건조섬유유연제,3410.0,34493.0,10.12,16222.0,1931958.0,0,1,8,19,6,5,14,15,143595,3589
돌문어,10060.0,8633.0,0.86,23562.0,1933555.0,8,4,22,6,1,3,16,20,93350,2333
델몬트드링크,1010.0,25496.0,25.24,14302.0,1934108.0,4,8,12,15,18,4,8,10,60467,1511
캐리어리모컨,2570.0,22781.0,8.86,22000.0,1934514.0,4,20,13,3,24,5,8,3,19304,482
무쎄뚝배기,1590.0,467.0,0.29,89935.0,1936108.0,6,6,6,21,32,2,5,1,5948,148
쇠고기장조림,4830.0,26269.0,5.44,13228.0,1936173.0,0,0,4,3,17,4,14,5,22259,556
안동간고등어,9300.0,15381.0,1.65,31495.0,1936984.0,6,0,15,15,12,8,10,10,261456,6536
하남쭈꾸미500,6260.0,10293.0,1.64,55811.0,1937657.0,2,1,7,1,30,3,2,5,70388,1759
강아지패드대형,1370.0,78724.0,57.46,23065.0,1937666.0,0,10,11,3,0,3,19,18,126426,3160
아기수저,1400.0,29054.0,20.75,8341.0,1938391.0,5,5,14,2,9,4,9,18,117155,2928
퍼실딥클린,4990.0,32117.0,6.44,28633.0,1939845.0,3,1,9,11,9,6,9,16,138274,3456
캐디백항공커버,1620.0,25443.0,15.71,39655.0,1939955.0,5,2,7,2,24,3,12,1,5882,147
소금항아리,3740.0,78545.0,21.0,22840.0,1940070.0,3,7,6,0,20,5,7,8,37272,931
도든데코타일,1650.0,123.0,0.07,22127.0,1940403.0,8,0,8,11,33,1,5,1,3005,75
토마토쥬스,29070.0,40433.0,1.39,17234.0,1941653.0,4,6,12,4,11,3,12,14,54283,1357
브리타필터,10940.0,18724.0,1.71,28289.0,1941668.0,6,2,9,19,11,3,16,10,252660,6316
이유식다지기,2300.0,46836.0,20.36,18250.0,1942664.0,8,10,7,4,13,2,20,5,44778,1119
에바크리닝,6450.0,4695.0,0.73,98678.0,1943025.0,10,1,0,0,34,1,3,2,6097,152
에디슨수저,2910.0,7194.0,2.47,12027.0,1943472.0,2,7,3,1,27,0,8,5,53941,1348
필메이커,26300.0,2175.0,0.08,45593.0,1943472.0,18,5,5,8,32,0,6,2,11249,281
안동학가산김치,16790.0,1890.0,0.11,41595.0,1944035.0,2,11,11,10,18,5,12,5,102094,2552
사브르커트러리,15590.0,24815.0,1.59,20649.0,1945732.0,0,0,13,0,14,5,14,7,18625,465
활꽃게,7310.0,2317.0,0.32,23499.0,1945775.0,3,4,22,11,2,2,19,17,96824,2420
캐리어정리백,1140.0,78000.0,68.42,8511.0,1946944.0,0,7,13,1,17,6,12,5,33354,833
이어팟,15210.0,14745.0,0.97,18557.0,1947993.0,9,6,8,12,22,1,9,8,48465,1211
100대명산여권,1430.0,843.0,0.59,19666.0,1949366.0,10,3,5,22,34,0,4,2,5302,132
도고렉스타,1420.0,2914.0,2.05,47383.0,1950231.0,1,0,26,1,15,1,14,10,87601,2190
닥터모리엔헤어토닉,2240.0,1273.0,0.57,31697.0,1950810.0,19,3,14,3,36,1,2,1,14491,362
모기약,5240.0,100351.0,19.15,15283.0,1951081.0,2,7,13,10,6,2,18,14,116332,2908
퍼터연습기,4250.0,55452.0,13.05,56119.0,1951813.0,4,2,12,1,12,6,12,10,34527,863
갤럭시워치충전기,17000.0,36657.0,2.16,27818.0,1952602.0,2,5,17,5,5,4,19,12,43183,1079
로지텍유선마우스,1720.0,41232.0,23.97,26745.0,1954198.0,2,3,9,6,4,4,13,19,85998,2149
안티스키밍여권케이스,1940.0,10452.0,5.39,12659.0,1956915.0,12,14,7,0,16,5,15,4,15006,375
갤럭시탭S9울트라케이스,6690.0,30083.0,4.5,36195.0,1957741.0,1,6,6,11,16,10,11,3,13771,344
핑거피싱,1170.0,232.0,0.2,16348.0,1958597.0,9,7,7,6,35,0,3,2,11776,294
공부스탠드,2920.0,100205.0,34.32,39463.0,1958745.0,7,8,22,1,3,5,16,16,80148,2003
롯데시네마할인,22010.0,33.0,0.0,9243.0,1959694.0,7,6,8,13,21,1,7,5,16780,493
토이버클,1220.0,1940.0,1.59,25981.0,1959783.0,6,2,9,21,38,0,1,1,9646,241
모공프라이머,10280.0,16026.0,1.56,19478.0,1960367.0,1,6,4,13,13,4,12,11,46918,1172
로블록스기프트카드,2020.0,277.0,0.14,44311.0,1960759.0,0,8,18,14,34,1,4,1,3086,77
흑산도홍어,13240.0,8818.0,0.67,30704.0,1961978.0,13,6,15,6,7,3,17,13,86254,2156
샌디스크익스트림프로,3650.0,25484.0,6.98,41058.0,1962379.0,1,1,15,17,18,1,15,6,32314,807
요미몬멀티보드,1140.0,22.0,0.02,72335.0,1963433.0,4,0,1,28,33,2,0,0,176,5
이갈이마우스피스,14970.0,9209.0,0.62,21650.0,1963684.0,8,4,6,0,5,2,20,13,84653,2116
티니핑빌리지마트,3510.0,370.0,0.11,72359.0,1965221.0,5,5,15,0,36,1,2,1,2645,66
무소음키보드,16000.0,84799.0,5.3,34527.0,1965740.0,3,4,16,7,13,3,13,11,32010,800
유기괄사,1850.0,10102.0,5.46,56081.0,1965987.0,4,1,17,2,22,6,11,1,4857,121
규조토페인트,3120.0,5184.0,1.66,39744.0,1966413.0,5,3,21,10,12,2,19,7,22471,561
텅드럼,4500.0,56242.0,12.5,79083.0,1967500.0,0,1,3,0,35,0,5,0,1118,27
쿼시세정티슈,6510.0,1231.0,0.19,18925.0,1967708.0,3,9,4,22,30,1,4,5,30236,755
도고압박스타킹,1130.0,5166.0,4.57,51226.0,1968218.0,0,0,28,1,14,2,14,10,88209,2205
자일리톨사탕,10860.0,17220.0,1.59,11931.0,1969955.0,12,10,11,5,5,3,21,11,77683,1942
찹쌀현미,2400.0,21343.0,8.89,23043.0,1971978.0,0,3,9,21,3,1,16,20,254690,6367
베지밀검은콩두유,8610.0,23815.0,2.77,23901.0,1972893.0,0,1,8,16,8,2,19,11,68736,1718
브리오,4130.0,37129.0,8.99,92990.0,1973608.0,2,4,4,0,36,0,4,0,861,21
여행용샤워기필터,4480.0,14503.0,3.24,13645.0,1973653.0,7,6,9,2,8,10,15,7,47484,1187
강아지눈물자국,8830.0,24885.0,2.82,15968.0,1973926.0,6,13,12,4,3,2,27,8,53558,1338
멋진신세계,20820.0,2582.0,0.12,12041.0,1974000.0,0,0,1,39,40,0,0,0,0,0
LF42유산균,1030.0,287.0,0.28,44514.0,1975891.0,17,2,2,18,38,0,2,0,815,20
LED보석십자수,1180.0,16625.0,14.09,24938.0,1976044.0,0,2,6,1,30,0,8,2,7226,180
신발스트레쳐,1060.0,7483.0,7.06,8882.0,1977032.0,2,3,5,0,28,0,8,4,40431,1010
샤샤핑,18920.0,2176.0,0.12,16762.0,1977251.0,1,10,21,0,26,1,8,5,12823,320
토종순대,3130.0,3397.0,1.09,9957.0,1977397.0,5,6,4,2,17,3,14,6,26887,672
유기농밀크씨슬,3500.0,14379.0,4.11,49647.0,1978752.0,2,0,11,13,15,4,9,12,84632,2115
더블에이A4용지복사용지80G5000매,3000.0,24382.0,8.13,58970.0,1981411.0,12,5,12,10,29,2,5,4,22050,551
브래그사과식초,6200.0,3873.0,0.62,17562.0,1982135.0,9,3,12,14,20,1,8,11,41143,1028
아기병풍세이펜,1290.0,111.0,0.09,46460.0,1982211.0,6,14,7,6,23,2,6,9,55761,1394
와이드스탠드,2620.0,97121.0,37.07,51685.0,1983676.0,15,6,10,6,14,5,16,5,30969,774
오한진프리바이오틱스,4660.0,3372.0,0.72,66512.0,1985173.0,1,2,6,31,12,8,16,4,47420,1185
유아자석보드,2560.0,29457.0,11.51,73311.0,1985673.0,0,3,28,6,11,4,16,9,30821,770
건대추가격,2140.0,12998.0,6.07,16521.0,1985809.0,4,6,27,3,6,1,19,14,101415,2535
닥터넛츠,2200.0,1147.0,0.52,54843.0,1985929.0,0,1,5,31,26,2,8,4,31329,783
시끄러운알람시계,1810.0,22531.0,12.45,14835.0,1986369.0,4,4,5,1,15,5,15,5,26435,660
도라지정과,23680.0,8236.0,0.35,40925.0,1986552.0,3,6,14,0,4,1,17,18,57799,1444
로메인상추,10280.0,3297.0,0.32,9811.0,1987191.0,4,11,21,4,10,2,19,9,75849,1896
설곤약,22950.0,6189.0,0.27,6215.0,1987555.0,0,4,6,2,17,5,9,9,24517,612
쿠키답례품,7000.0,46707.0,6.67,6180.0,1987788.0,8,11,17,0,2,1,16,21,167823,4195
식염수코세척,4550.0,2664.0,0.59,15492.0,1988382.0,2,9,11,2,11,3,20,6,43845,1096
배럴래쉬가드,15880.0,7310.0,0.46,55571.0,1988416.0,0,0,7,1,32,5,3,0,1117,27
로지텍K380,22090.0,10092.0,0.46,46648.0,1988525.0,10,1,11,14,26,3,6,5,46156,1153
롱샴미니백스트랩,1420.0,2042.0,1.44,28202.0,1989690.0,5,5,10,0,36,0,4,0,1965,49
접지패드,5680.0,16751.0,2.95,43021.0,1990866.0,4,2,3,3,39,0,1,0,380,9
롱샴스트랩,3510.0,5477.0,1.56,40119.0,1991979.0,5,6,10,0,36,0,4,0,2056,51
호빵기계,22740.0,40184.0,1.77,96908.0,1992269.0,10,4,13,13,22,1,11,6,42654,1066
키즈어그부츠,18220.0,37814.0,2.08,49863.0,1993069.0,7,6,13,2,24,4,11,1,6136,153
드라이아이스,12140.0,64260.0,5.29,40657.0,1993187.0,5,1,6,0,33,1,3,3,6996,174
대왕문어,2280.0,9773.0,4.29,71542.0,1993437.0,18,9,6,7,31,2,3,4,9845,246
1인용전기방석,14480.0,72678.0,5.02,22869.0,1994241.0,3,1,24,1,2,5,17,16,42447,1061
DJI마이크,2370.0,10450.0,4.41,97620.0,1998000.0,11,2,4,1,38,0,2,0,283,7
타이어광택제,7020.0,105021.0,14.96,12552.0,1998494.0,1,1,5,3,1,1,20,18,59840,1496
럼블롤러,4200.0,1874.0,0.45,90601.0,1999693.0,4,2,7,4,28,3,6,3,9941,248
아이팜디딤대,2090.0,387.0,0.19,42918.0,1999850.0,0,0,0,11,29,1,7,3,11435,285
해동지,6660.0,18089.0,2.72,24805.0,2000178.0,0,8,18,8,8,1,21,10,33847,846
파인애플샤베트,12090.0,1000.0,0.08,19816.0,2000330.0,1,1,8,15,22,2,12,4,13735,343
국물멸치,3190.0,38975.0,12.22,17538.0,2000889.0,3,4,27,4,2,2,18,18,123531,3088
군용핫팩,20810.0,86500.0,4.16,9653.0,2001979.0,1,6,16,13,6,4,17,13,131161,3279
셀프매직펌,1350.0,4067.0,3.01,21665.0,2002386.0,5,11,16,7,12,7,11,10,135389,3384
