relative_keyword,total_search,total_store_count,competitive_rate,avg_price,avg_sale,grade_norm,grade_power,grade_bigpower,grade_premium,review_10,review_50,review_100,review_1000,total_review,avg_review
캉골모자,16450.0,65172.0,3.96,56946.0,957628.0,0,1,10,1,31,0,7,2,8153,203
현미20KG,1640.0,4302.0,2.62,61236.0,957747.0,1,2,9,25,8,7,20,5,23533,588
COOWY망고젤리,9130.0,248.0,0.03,18078.0,958020.0,9,9,5,3,29,4,6,1,6917,172
미니짤순이,1920.0,17191.0,8.95,71023.0,958241.0,4,3,8,25,29,5,6,0,3974,99
아가드안전문,6720.0,10185.0,1.52,25972.0,958575.0,0,1,1,15,16,2,16,6,44187,1104
돌장난감,1480.0,93607.0,63.25,33559.0,958869.0,3,15,14,1,19,4,13,4,9902,247
이뮨베라,13040.0,1880.0,0.14,85977.0,959109.0,4,2,22,10,23,6,8,3,18495,462
크리스탈딥코트,1100.0,170.0,0.15,26028.0,959451.0,5,4,3,17,35,3,2,0,1006,25
짜먹는죽,2000.0,2174.0,1.09,27926.0,959548.0,5,0,13,22,32,4,3,1,2885,72
요강,7010.0,39569.0,5.64,20996.0,959731.0,1,2,4,1,27,2,9,2,8377,209
야마시타에기,9320.0,25525.0,2.74,7672.0,959760.0,2,2,14,10,15,2,16,7,39695,992
콩자반,9550.0,3604.0,0.38,9454.0,960416.0,0,0,2,0,24,7,9,0,4326,108
뿌리는소독제,2320.0,26852.0,11.57,13265.0,960493.0,8,10,16,2,2,1,19,18,71806,1795
룸미러후방카메라,5080.0,36799.0,7.24,83855.0,961345.0,7,3,12,17,25,2,10,3,9607,240
스타벅스컵커피,2890.0,34558.0,11.96,23382.0,961587.0,1,1,12,26,21,5,9,5,38330,958
핀티녹스,2630.0,2225.0,0.85,53063.0,962350.0,3,5,10,5,33,1,4,2,15943,398
골프숏티,1030.0,8335.0,8.09,6135.0,962965.0,1,2,3,0,35,0,4,1,6940,173
벤치방석,1660.0,89064.0,53.65,19152.0,963087.0,0,4,18,0,9,5,16,10,41610,1040
유두보호기,7880.0,1701.0,0.22,12522.0,963093.0,0,1,9,1,20,3,12,5,22228,555
아이폰15프로보호필름,2720.0,50324.0,18.5,10792.0,963214.0,0,1,7,3,6,5,20,9,120069,3001
애터미물티슈,8900.0,1434.0,0.16,24162.0,963247.0,10,7,12,10,28,1,7,4,24302,607
계란찜용기,2450.0,16315.0,6.66,11680.0,963691.0,5,4,11,4,19,2,12,7,31852,796
우루오스바디워시,3340.0,7503.0,2.25,15823.0,964198.0,0,7,23,8,15,8,10,7,35203,880
올리브영기프티콘,6030.0,55.0,0.01,24836.0,964657.0,0,5,21,14,25,3,3,9,22625,565
크린콜,6060.0,8841.0,1.46,33358.0,964759.0,7,8,9,11,9,7,16,8,58799,1469
우르오스스킨밀크,9540.0,4902.0,0.51,25885.0,964841.0,2,5,11,21,18,6,8,8,42198,1054
꽃다발풍선,4500.0,22498.0,5.0,18017.0,964970.0,14,9,14,0,16,7,10,7,22145,553
거북이쿠션,2140.0,31999.0,14.95,32066.0,965000.0,1,4,3,1,33,2,4,1,2376,59
바닥페인트,1560.0,71408.0,45.77,71128.0,965145.0,4,2,23,11,23,1,10,6,17531,438
진라면,16990.0,55130.0,3.24,15261.0,965325.0,4,3,11,18,17,2,9,12,385845,9646
유치보관함,5490.0,13619.0,2.48,15648.0,965411.0,10,3,5,1,17,1,20,2,11227,280
빅트레인바닐라빈파우더,1120.0,650.0,0.58,37043.0,965446.0,2,1,3,4,28,0,12,0,3380,84
커피사탕,12220.0,48431.0,3.96,8742.0,965526.0,2,3,21,9,8,2,18,12,55652,1391
러프웨어,10920.0,12546.0,1.15,65993.0,965847.0,0,1,22,0,22,7,9,2,8916,222
윤씨네스크린,3950.0,14629.0,3.7,89945.0,965903.0,4,1,16,3,17,4,16,3,10724,268
퍼기칸막이,1570.0,76.0,0.05,51674.0,966153.0,1,4,2,26,35,1,2,2,3637,90
퍼기밥솥칸막이,2420.0,76.0,0.03,51674.0,966153.0,1,4,2,25,35,1,2,2,3635,90
세면대마개,4680.0,53416.0,11.41,6949.0,966217.0,0,8,13,3,15,2,13,10,67625,1690
고희연상차림,2070.0,800.0,0.39,61342.0,966487.0,15,2,21,0,10,4,23,3,34939,873
자이언트얀실,5110.0,61253.0,11.99,10072.0,966991.0,3,9,18,5,10,3,10,17,87525,2188
치킨무,5200.0,5610.0,1.08,15951.0,967255.0,1,4,9,0,24,3,10,3,10249,256
로레알스프레이,3660.0,4492.0,1.23,18628.0,967677.0,5,11,11,9,23,2,10,5,24831,620
미니커튼,2530.0,104158.0,41.17,14417.0,968334.0,8,11,13,0,6,3,16,15,64943,1623
옥동자돈까스,1830.0,293.0,0.16,37626.0,968695.0,2,4,4,7,21,6,10,3,7589,189
옥주부돈까스,6960.0,281.0,0.04,38108.0,968695.0,4,4,4,6,24,6,7,3,7201,180
마라탕소스,10960.0,10696.0,0.98,8135.0,968802.0,4,3,24,6,11,4,14,11,363325,9083
판도라반지,28270.0,55572.0,1.97,39412.0,968907.0,3,1,5,1,20,8,10,2,20114,502
유한락스레귤러,1050.0,18484.0,17.6,15793.0,969222.0,2,5,12,11,15,2,12,11,35076,876
우르오스,29120.0,21556.0,0.74,19308.0,969236.0,1,7,14,14,16,5,10,9,55458,1386
캠핑팝콘,2320.0,12174.0,5.25,62435.0,969310.0,1,0,5,1,35,2,2,1,4581,114
오일파스텔,17910.0,71868.0,4.01,17284.0,969410.0,0,2,5,0,28,3,4,5,16020,400
우르오스바디워시,7020.0,7503.0,1.07,15954.0,969552.0,1,7,22,8,16,7,10,7,35105,877
핑거푸드케이터링,4220.0,710.0,0.17,55753.0,969626.0,21,1,18,0,37,2,1,0,611,15
레날어드밴스드캣,1240.0,81.0,0.07,76556.0,969686.0,7,10,1,21,37,0,2,1,1731,43
전술화,4210.0,91665.0,21.77,39616.0,969752.0,1,4,1,0,25,6,9,0,3169,79
풍선꽃,5980.0,93645.0,15.66,15554.0,969803.0,19,6,13,0,19,1,11,9,23765,594
헤라썬크림,22330.0,9758.0,0.44,25355.0,969830.0,2,5,13,12,16,1,13,10,77992,1949
블루래빗,19940.0,40456.0,2.03,35309.0,969941.0,2,11,4,7,26,2,9,3,6885,172
BB탄총,3270.0,55567.0,16.99,46265.0,969955.0,8,6,10,7,25,3,9,3,8262,206
에어매쉬매트,1060.0,19217.0,18.13,69274.0,970118.0,1,1,6,1,22,4,10,4,9038,225
신생아손수건,4040.0,59421.0,14.71,9246.0,970287.0,1,5,9,2,3,6,16,15,102702,2567
신발늘리기,3880.0,27135.0,6.99,10961.0,970416.0,4,2,9,1,22,1,11,6,48658,1216
막도장,8600.0,3937.0,0.46,18257.0,970629.0,0,8,2,1,11,3,18,8,39082,977
라이필더마콜라겐,3840.0,4339.0,1.13,51794.0,970877.0,4,6,7,20,21,5,10,4,30901,772
해면기,3180.0,60013.0,18.87,92835.0,971216.0,0,0,1,0,39,1,0,0,73,1
이삿짐박스,6470.0,42579.0,6.58,6603.0,971626.0,2,8,17,13,4,2,16,18,323762,8094
두부면,15570.0,11400.0,0.73,11573.0,971930.0,0,5,10,2,21,1,12,6,76885,1922
코렐2인세트,2300.0,6363.0,2.77,89753.0,971993.0,4,3,6,7,30,4,6,0,2406,60
거북이등쿠션,1030.0,14207.0,13.79,33076.0,972169.0,2,2,3,1,35,1,3,1,2119,52
허니콤보,16890.0,2930.0,0.17,29259.0,972664.0,4,1,15,12,26,4,4,6,41370,1034
스텐궁중팬,1410.0,88943.0,63.08,42360.0,972914.0,1,1,14,8,14,1,23,2,11887,297
대걸레짤순이,3150.0,26521.0,8.42,56991.0,973161.0,3,6,20,11,18,3,15,4,17095,427
베트남망고젤리,22350.0,1376.0,0.06,11501.0,973201.0,7,12,11,4,23,3,13,1,9804,245
건식화장실매트,1630.0,24448.0,15.0,19782.0,973381.0,7,9,16,0,13,5,15,7,67450,1686
메디웰,5510.0,7495.0,1.36,43719.0,973466.0,1,0,17,13,5,4,23,8,28564,714
캐논셀피인화지,1260.0,11612.0,9.22,35237.0,973635.0,14,0,8,17,26,4,6,4,18299,457
계량한복여성,3780.0,26932.0,7.12,42752.0,973749.0,3,7,8,0,33,4,3,0,1641,41
초코룹스,5340.0,688.0,0.13,34911.0,973878.0,10,7,1,19,30,5,4,1,4475,111
자동차핸드폰번호,2720.0,70616.0,25.96,10027.0,973925.0,10,12,11,0,8,2,17,13,105204,2630
오징어숏다리,1660.0,4473.0,2.69,13003.0,974099.0,1,4,7,1,18,5,8,9,71395,1784
크리스마스어드벤트캘린더,17540.0,54023.0,3.08,30525.0,974292.0,4,11,16,4,19,2,16,3,11010,275
국산고추장,1300.0,41157.0,31.66,17672.0,974858.0,1,4,7,1,11,7,16,6,14544,363
이소가스450,3060.0,4310.0,1.41,12752.0,975316.0,6,6,12,6,26,7,5,2,9007,225
마샬거치대,1060.0,3318.0,3.13,65671.0,975366.0,9,1,25,3,9,8,19,4,15826,395
쇼파용전기장판,1970.0,4886.0,2.48,44709.0,975568.0,9,5,25,1,24,5,8,3,8932,223
흉곽줄이기,1900.0,8873.0,4.67,24536.0,975928.0,6,3,10,0,21,4,9,6,21369,534
분다버그핑크자몽,8630.0,2391.0,0.28,24693.0,975956.0,6,6,18,9,25,0,12,3,30904,772
바이오힐보괄사,2530.0,651.0,0.26,16680.0,976119.0,13,1,5,18,35,0,3,2,5407,135
아레나오리발,4210.0,17101.0,4.06,39062.0,976187.0,0,0,3,3,29,5,6,0,2437,60
배달봉투,2010.0,39760.0,19.78,10380.0,976195.0,3,6,23,8,4,4,16,16,79926,1998
센터스노클,3190.0,13799.0,4.33,41500.0,976384.0,0,3,5,1,28,5,7,0,3666,91
아기셀프촬영소품,1180.0,8755.0,7.42,32561.0,976554.0,12,20,6,2,10,3,19,8,45937,1148
금비기저귀,5210.0,8545.0,1.64,29315.0,976709.0,1,3,16,15,13,4,17,6,22470,561
혼주귀걸이,6410.0,23864.0,3.72,16267.0,976746.0,6,11,21,0,6,6,19,9,33378,834
용띠아기,3130.0,2872.0,0.92,27947.0,977367.0,10,8,10,1,29,4,4,3,12827,320
코스트코궁육포,1620.0,1968.0,1.21,27607.0,977490.0,1,3,13,7,20,8,7,5,15791,394
가제손수건,5910.0,47478.0,8.03,10366.0,977768.0,1,6,9,2,4,3,18,15,102232,2555
지오지아셔츠,4590.0,28441.0,6.2,20809.0,977827.0,1,1,0,0,26,7,7,0,2879,71
손질통오징어,1880.0,2612.0,1.39,23499.0,978367.0,8,5,13,14,23,4,12,1,12463,311
미니중식도,1560.0,17279.0,11.08,17314.0,978423.0,1,2,11,1,16,6,13,5,24667,616
깐마늘1KG,3300.0,7316.0,2.22,8644.0,978461.0,6,3,25,6,1,1,20,18,124422,3110
카카오프렌즈손난로,2580.0,1774.0,0.69,17635.0,978495.0,6,5,8,5,36,1,2,1,2193,54
화이트탐폰,2870.0,6749.0,2.35,26246.0,978526.0,1,3,8,25,21,1,9,9,43617,1090
냉동실정리용기,7050.0,39907.0,5.66,9916.0,978555.0,3,3,19,6,14,0,10,16,70397,1759
비빔장,1480.0,31705.0,21.42,9590.0,978564.0,2,1,2,2,14,10,14,2,8221,205
하누카세육포,1090.0,9760.0,8.95,38597.0,979023.0,8,0,3,6,34,1,5,0,1119,27
숯돌,4450.0,65686.0,14.76,7047.0,979365.0,1,0,5,0,26,4,8,2,9607,240
주니어풋살화,3770.0,45947.0,12.19,51061.0,979400.0,1,6,25,1,30,4,6,0,2632,65
가쓰오부시,20010.0,28616.0,1.43,11252.0,979438.0,1,2,15,18,7,5,24,4,21385,534
페브리즈비치형,1680.0,6204.0,3.69,16582.0,979487.0,4,1,6,20,12,2,16,10,50167,1254
점보라면,20360.0,1235.0,0.06,19297.0,979800.0,12,10,8,9,34,2,4,0,1735,43
스탠리보온병,29910.0,41896.0,1.4,39651.0,979829.0,0,3,12,1,20,5,12,3,10784,269
보석십자수주문제작,1600.0,28583.0,17.86,25731.0,980174.0,12,3,10,2,27,0,10,3,15039,375
머릿고기,5830.0,5844.0,1.0,13585.0,980190.0,3,12,15,3,9,5,17,9,46906,1172
디즈니모빌,3280.0,783.0,0.24,86029.0,980236.0,7,4,3,14,38,1,1,0,501,12
프로쉬주방세제,10770.0,10700.0,0.99,10461.0,981082.0,3,1,7,16,7,7,19,7,27518,687
2023어드벤트캘린더,7090.0,26099.0,3.68,29676.0,981086.0,4,10,17,5,18,3,16,3,11151,278
레이저포인터,12970.0,64387.0,4.96,26673.0,981444.0,0,1,0,0,9,1,24,6,19579,489
에폭시하도,1320.0,2155.0,1.63,64805.0,981550.0,2,7,17,14,24,4,9,3,9325,233
금정산성막걸리,4010.0,64.0,0.02,18720.0,981558.0,5,4,4,26,33,3,3,1,5284,132
13인치노트북파우치,1630.0,75425.0,46.27,24783.0,981586.0,6,9,17,2,16,5,13,6,64260,1606
틈새행거,2930.0,102713.0,35.06,33507.0,981697.0,2,10,11,4,19,4,14,3,10187,254
인터넷전화기,3350.0,16557.0,4.94,64508.0,981731.0,20,0,7,12,33,4,3,0,2050,51
테이블대여,1410.0,7971.0,5.65,56642.0,982234.0,27,10,3,0,19,3,13,5,15138,378
크록스장화,2300.0,8361.0,3.64,38607.0,982278.0,1,4,9,2,29,5,6,0,2528,63
선반가리개,1690.0,49659.0,29.38,17462.0,982348.0,10,5,6,2,8,4,19,9,37521,938
금비속기저귀,1550.0,2416.0,1.56,41693.0,982774.0,1,4,12,21,21,1,13,5,20451,511
UV레진,3990.0,42557.0,10.67,10534.0,982782.0,5,14,17,0,8,3,18,11,27327,683
USB128,2470.0,103425.0,41.87,18657.0,982800.0,4,5,10,20,15,8,13,4,19104,477
납골당사진액자,1430.0,8862.0,6.2,24749.0,982815.0,14,7,6,2,16,3,14,7,27118,677
닥터브라운,6750.0,10363.0,1.54,28723.0,983063.0,5,4,19,2,8,6,17,9,36038,900
우족,8850.0,14341.0,1.62,29724.0,983244.0,4,5,27,2,7,6,21,6,34417,860
24인치캐리어커버,1090.0,10693.0,9.81,11203.0,983757.0,10,21,7,1,14,5,10,11,38849,971
기모속바지,5240.0,61924.0,11.82,7460.0,984018.0,1,7,9,1,25,1,9,5,55456,1386
망원경배율,1240.0,42794.0,34.51,56341.0,984160.0,6,8,18,2,22,3,10,5,12692,317
브라질그린프로폴리스,1280.0,11544.0,9.02,32646.0,984166.0,4,4,10,2,8,6,19,7,25854,646
무타공벽걸이TV,20380.0,8749.0,0.43,82442.0,984456.0,8,10,20,2,16,4,16,4,43946,1098
에기축광기,1470.0,4402.0,2.99,27108.0,984524.0,0,7,10,6,22,2,16,0,6301,157
얇은허리보호대,1350.0,8173.0,6.05,26094.0,984845.0,0,7,0,0,31,4,3,2,7074,176
브라질넛,7990.0,8050.0,1.01,13958.0,985196.0,4,3,15,17,6,3,14,17,173096,4327
원터치텀블러,1760.0,90118.0,51.2,24691.0,985233.0,1,5,8,1,5,4,19,12,44463,1111
배드민턴콕,2550.0,16126.0,6.32,13979.0,985398.0,7,1,8,0,27,2,10,1,6501,162
대구공돌,4730.0,56.0,0.01,21275.0,985463.0,2,0,36,0,19,8,11,2,13143,328
자전거유아안장,1760.0,19772.0,11.23,44849.0,985571.0,5,0,2,1,34,1,5,0,1856,46
브라이트스타트바운서,2720.0,597.0,0.22,56549.0,985583.0,0,0,2,3,36,1,1,2,2918,72
메루루,1940.0,143.0,0.07,38648.0,985929.0,9,4,2,21,34,4,1,1,2478,61
대왕발,2010.0,5364.0,2.67,16220.0,985945.0,0,3,4,0,24,3,11,2,14326,358
모유저장팩,5660.0,11352.0,2.01,8752.0,986414.0,0,4,7,2,10,4,17,9,62140,1553
편도결석제거,7650.0,1969.0,0.26,44637.0,986469.0,10,1,3,1,37,0,1,2,13301,332
하이독,3330.0,1433.0,0.43,28029.0,987009.0,0,1,37,0,3,5,30,2,16221,405
실리콘턱받이,2770.0,21856.0,7.89,10631.0,987033.0,1,1,9,0,10,3,15,12,44427,1110
수제오란다,3180.0,6851.0,2.15,12545.0,987198.0,8,11,9,1,10,0,25,5,24473,611
전립선사군자,8220.0,474.0,0.06,63574.0,987543.0,14,10,12,4,36,2,2,0,952,23
까는이불,2690.0,18295.0,6.8,39938.0,987950.0,11,11,17,1,23,3,12,2,15993,399
코닥펀세이버,2230.0,523.0,0.23,57243.0,987995.0,9,0,6,24,32,0,7,1,6509,162
세이브타임슬리퍼,2300.0,9.0,0.0,26391.0,988025.0,0,2,2,5,6,1,2,0,397,44
위치추적기,18370.0,56485.0,3.07,51142.0,988352.0,11,4,6,10,12,6,21,1,10269,256
곶감말이,2600.0,3204.0,1.23,28982.0,988460.0,18,1,11,8,25,1,12,2,15798,394
바나나치발기,1060.0,3218.0,3.04,10990.0,988922.0,1,4,4,2,25,2,6,7,49361,1234
겉싸개,12390.0,22464.0,1.81,64654.0,989108.0,1,2,1,1,26,3,8,3,14142,353
탄수화물컷팅제,5700.0,10183.0,1.79,26990.0,989273.0,10,11,11,7,12,4,16,8,174185,4354
자가키트,4070.0,40784.0,10.02,6754.0,989442.0,2,2,7,2,14,1,14,11,52004,1300
햄퍼,2750.0,72978.0,26.54,28258.0,989855.0,1,3,10,1,13,4,20,3,22432,560
스웨덴에그팩,2060.0,4105.0,1.99,19272.0,990011.0,4,5,10,18,15,4,11,10,42077,1051
프리메라오가니언스,8880.0,7554.0,0.85,50240.0,990080.0,2,4,12,18,31,3,1,5,18730,468
티비가리개,1610.0,30369.0,18.86,22809.0,990270.0,2,1,7,2,33,0,4,3,5420,135
대바늘,5970.0,36640.0,6.14,40695.0,990572.0,3,3,6,2,17,6,13,4,9860,246
문화상품권구매,8990.0,8959.0,1.0,27128.0,990709.0,1,2,11,4,10,3,12,15,101959,2548
오토미션오일,2300.0,13000.0,5.65,52814.0,990781.0,0,2,15,4,7,5,25,3,15551,388
킥판,3710.0,37706.0,10.16,22483.0,991195.0,5,0,4,0,31,3,4,2,4744,118
미니욕조,2700.0,58890.0,21.81,91395.0,991441.0,7,3,4,2,31,0,5,4,23893,597
집게스탠드,2570.0,103089.0,40.11,19572.0,991459.0,6,7,22,0,8,4,18,10,38893,972
허벌라이프알로에겔,3050.0,521.0,0.17,91938.0,992011.0,11,0,9,20,33,3,3,1,4329,108
유럽미장,7420.0,1571.0,0.21,36649.0,992201.0,21,1,14,0,34,1,3,2,4715,117
그레이멜린클렌징오일,2560.0,3144.0,1.23,18913.0,992635.0,2,1,2,28,24,3,10,3,18380,459
미니핫팩,17900.0,73646.0,4.11,6767.0,992681.0,1,9,10,8,11,4,15,10,66409,1660
건자두,5380.0,46333.0,8.61,16435.0,992720.0,1,1,20,18,4,1,16,19,69000,1725
어성초비누,9030.0,19963.0,2.21,8275.0,992761.0,5,7,11,2,1,3,16,20,216279,5406
QQ1500,1720.0,221.0,0.13,46146.0,993062.0,4,3,3,9,35,3,2,0,1536,38
인덕션보호패드,1440.0,18672.0,12.97,8574.0,993248.0,2,9,8,0,7,1,17,15,80777,2019
말엘라스틴,6610.0,9171.0,1.39,64873.0,993465.0,9,5,19,7,30,2,7,1,4425,110
좌우반전거울,1880.0,3400.0,1.81,25098.0,993506.0,1,1,3,0,37,1,1,1,2815,70
반전거울,1030.0,27762.0,26.95,24482.0,993506.0,2,1,3,0,37,1,1,1,2827,70
효돈감귤,11410.0,2630.0,0.23,17959.0,993692.0,11,14,11,4,5,7,21,7,41897,1047
태양광전등,3280.0,58665.0,17.89,12115.0,993699.0,2,4,26,6,10,2,13,15,74079,1851
락앤락도시락통,9260.0,3731.0,0.4,20604.0,994200.0,0,3,18,11,12,3,18,7,36045,901
슈퍼캐패시터,2150.0,18857.0,8.77,59003.0,994210.0,7,0,3,0,36,1,3,0,1173,29
아기셀프촬영,2330.0,13127.0,5.63,31619.0,994260.0,13,20,5,2,9,4,19,8,45642,1141
일본양산,1350.0,34126.0,25.28,30059.0,994288.0,7,5,0,0,31,7,1,1,3279,81
어포튀김,2590.0,3554.0,1.37,9533.0,994747.0,3,2,15,6,17,6,8,9,60131,1503
김장생새우,17570.0,202.0,0.01,27370.0,995048.0,3,8,12,17,20,4,11,5,17938,448
냉동자몽,1130.0,1702.0,1.51,24542.0,995599.0,2,3,15,20,23,3,12,2,60610,1515
건조과일,3010.0,46214.0,15.35,6665.0,995834.0,2,9,27,2,0,0,22,18,123935,3098
세척당근,1590.0,9312.0,5.86,9283.0,995860.0,5,7,17,11,7,2,18,13,76756,1918
하프짐볼,1020.0,23285.0,22.83,42337.0,996093.0,13,6,9,4,27,4,5,4,10968,274
8BITDO얼티메이트NS,9090.0,1479.0,0.16,75007.0,996283.0,4,2,11,22,31,3,6,0,1896,47
1구하이라이트,2870.0,21126.0,7.36,73620.0,996698.0,1,5,10,1,18,7,12,3,12581,314
눈꺼풀세정제,1430.0,1204.0,0.84,25455.0,997060.0,7,12,10,11,8,6,21,5,43311,1082
구운계란기계,2240.0,6179.0,2.76,90612.0,997410.0,15,4,5,16,33,1,5,1,3641,91
동굴텐트,1080.0,50321.0,46.59,73508.0,997573.0,4,1,1,1,35,2,2,1,3345,83
티즐,6130.0,14240.0,2.32,14734.0,997740.0,0,0,4,0,25,2,11,2,13450,336
차량핸드폰번호,1820.0,70616.0,38.8,9748.0,998557.0,10,12,11,0,8,2,17,13,105204,2630
백제쌀국수,13530.0,16742.0,1.24,18138.0,998833.0,0,1,12,5,12,3,15,10,70486,1762
헉슬리바디오일,2300.0,591.0,0.26,52068.0,999000.0,14,4,2,18,38,1,0,1,1434,35
유모차이너시트,1780.0,1418.0,0.8,32266.0,999075.0,6,3,10,1,22,5,10,3,12135,303
점치인,1150.0,17.0,0.01,20000.0,999111.0,0,0,16,0,5,5,5,1,4525,282
인디언행어,6870.0,59826.0,8.71,25979.0,999472.0,2,2,12,0,11,3,19,7,22241,556
제니튼치약,4080.0,5740.0,1.41,15516.0,999494.0,1,1,20,8,11,6,14,9,43636,1090
캐리어방수커버,1200.0,66197.0,55.16,9097.0,999710.0,5,17,4,2,16,2,16,6,19424,485
레이징서프,3520.0,1673.0,0.48,13678.0,999914.0,5,6,20,2,27,0,7,6,36419,910
아기안전가드,1780.0,64825.0,36.42,82865.0,999964.0,0,0,7,9,13,3,17,7,25698,642
버터오징어,3590.0,31531.0,8.78,11471.0,999988.0,3,4,8,2,15,1,18,6,27449,686
베넷저고리,4910.0,1485.0,0.3,24097.0,1000101.0,7,12,17,0,25,0,11,4,16573,414
두백감자,2980.0,5715.0,1.92,11124.0,1000549.0,6,15,12,7,14,3,14,9,40444,1011
작은창암막커튼,3050.0,41403.0,13.57,21832.0,1000869.0,4,7,20,3,10,1,18,11,67449,1686
의료용손목보호대,6730.0,12227.0,1.82,15106.0,1000922.0,8,10,5,0,7,0,22,11,38186,954
무궁화비누,1080.0,82984.0,76.84,8641.0,1001032.0,0,3,10,7,4,3,16,17,47898,1197
길고양이겨울집,19490.0,29163.0,1.5,20659.0,1001229.0,3,5,27,1,13,3,16,8,20298,507
스마트초인종,1290.0,77325.0,59.94,90719.0,1001666.0,0,2,2,2,37,1,2,0,617,15
일본교복,2620.0,64467.0,24.61,31743.0,1001833.0,2,7,0,0,34,4,2,0,1333,33
축구논슬립양말,1770.0,22599.0,12.77,8878.0,1001886.0,6,7,18,1,7,1,22,10,42538,1063
이노크아든,8150.0,17164.0,2.11,73180.0,1001894.0,2,4,14,5,21,5,8,6,22389,559
구론산스파클링,5570.0,3219.0,0.58,19545.0,1001987.0,6,4,10,19,24,1,9,6,34751,868
프리저브드,5940.0,70809.0,11.92,16945.0,1002224.0,11,19,10,0,13,3,17,7,35377,884
사각어묵,1920.0,33251.0,17.32,6479.0,1002370.0,0,5,20,1,6,2,21,11,70803,1770
명품여권케이스,1540.0,9397.0,6.1,24576.0,1002623.0,11,2,4,1,35,2,2,1,3468,86
마이하우스이불,1210.0,3860.0,3.19,84977.0,1002777.0,0,0,22,0,12,3,16,9,25888,647
키즈경량패딩,28730.0,76995.0,2.68,76983.0,1002830.0,2,4,27,0,30,4,6,0,1997,49
맘스보드,13400.0,14660.0,1.09,66876.0,1003103.0,0,0,24,9,22,3,11,4,20504,512
하늘보리,10390.0,17882.0,1.72,13395.0,1003424.0,8,4,16,12,20,4,6,10,61560,1539
유도등,3950.0,67619.0,17.12,23451.0,1003466.0,0,0,4,0,30,4,3,3,9137,228
아레나수영모,1280.0,68896.0,53.82,15425.0,1003647.0,3,0,4,1,22,3,12,3,10882,272
눈썹타투펜,7820.0,17487.0,2.24,12513.0,1003670.0,9,5,8,13,20,2,11,7,33435,835
머리고기,2530.0,2908.0,1.15,16669.0,1003736.0,3,9,18,4,14,5,17,4,27494,687
유리아주여성청결제,1470.0,2542.0,1.73,21269.0,1003819.0,0,4,16,12,9,7,13,11,44414,1110
강산연301,1950.0,234.0,0.12,18991.0,1004100.0,5,2,10,5,33,3,3,1,4362,109
브라질리언제모기,1940.0,6012.0,3.1,86283.0,1004269.0,18,8,3,11,34,3,2,1,2535,63
바이칸솔,2210.0,14090.0,6.38,12703.0,1004329.0,1,1,13,1,5,10,12,13,60614,1515
아크릴어항,2260.0,81482.0,36.05,31718.0,1004388.0,5,8,13,1,21,2,13,4,13359,333
팥찜질팩,4680.0,8800.0,1.88,18706.0,1004603.0,1,20,8,0,8,4,19,9,39938,998
어드벤트캘린더2024,16120.0,9112.0,0.57,34876.0,1005057.0,11,7,2,10,32,3,5,0,2303,57
아시리라수액시트,1130.0,330.0,0.29,21003.0,1005618.0,2,8,4,22,30,1,5,4,21455,536
스와로브스키귀걸이,18000.0,95670.0,5.32,98814.0,1005650.0,1,0,2,0,35,1,2,2,3086,77
미아방지팔찌,8360.0,31280.0,3.74,40595.0,1006259.0,10,5,25,0,7,6,15,12,53133,1328
해독주스,23490.0,1726.0,0.07,38466.0,1006409.0,8,4,26,1,21,8,7,4,22921,573
연습용드럼패드,1660.0,41109.0,24.76,40474.0,1006975.0,0,3,2,1,34,1,3,2,5979,149
애플티,3420.0,64111.0,18.75,19047.0,1007024.0,1,0,3,2,27,3,8,2,11532,288
낱말카드,5800.0,91830.0,15.83,20315.0,1007165.0,4,9,9,2,14,3,17,6,20820,520
왕돈까스,14450.0,5733.0,0.4,19314.0,1007315.0,1,4,9,2,20,5,10,5,43630,1090
보육교사앞치마,1510.0,28698.0,19.01,16575.0,1007317.0,7,6,17,0,15,3,15,7,26507,662
히트텍상의,8520.0,5847.0,0.69,12103.0,1007337.0,7,11,6,5,16,7,14,3,20968,524
병원가디건,4300.0,9459.0,2.2,29539.0,1007526.0,1,7,7,2,22,4,10,4,11271,281
아기바디필로우,5720.0,16200.0,2.83,30370.0,1007693.0,4,3,14,5,2,4,22,12,35251,881
시카고피자,18880.0,10802.0,0.57,14771.0,1007772.0,2,0,7,5,15,4,11,10,40463,1011
농업용부직포,3310.0,37876.0,11.44,31996.0,1008208.0,5,2,12,1,28,5,3,4,12232,305
계피가루,11270.0,29662.0,2.63,10189.0,1008280.0,1,4,8,0,17,2,16,5,22196,554
강아지포대기,6350.0,65717.0,10.35,50979.0,1008303.0,7,11,15,0,7,5,15,13,52420,1310
가재손수건,3030.0,47478.0,15.67,10958.0,1008468.0,3,6,9,2,6,4,15,15,101032,2525
칠순상차림대여,3120.0,571.0,0.18,53075.0,1008775.0,18,4,15,0,15,2,19,4,37694,942
락포트펌프스,1970.0,19174.0,9.73,91273.0,1009000.0,0,0,0,0,31,4,5,0,1542,38
보루,11710.0,40428.0,3.45,14415.0,1009375.0,4,3,8,0,24,1,8,7,12670,316
아기발도장,1130.0,3970.0,3.51,24743.0,1010389.0,17,6,5,0,12,8,11,9,24125,603
도자기식판,6810.0,29537.0,4.34,26537.0,1010502.0,6,13,1,3,22,6,10,2,7598,189
