relative_keyword,total_search,total_store_count,competitive_rate,avg_price,avg_sale,grade_norm,grade_power,grade_bigpower,grade_premium,review_10,review_50,review_100,review_1000,total_review,avg_review,zzim_10,zzim_50,zzim_100,zzim_1000
이산화탄소경보기,6960.0,8292.0,1.19,98971.0,799063.0,4,1,4,0,35,1,3,1,2620,65,38,0,2,0
남아소변기,2420.0,11307.0,4.67,14531.0,799529.0,1,2,6,1,19,4,12,5,14898,372,31,3,6,0
함몰유두교정기,2190.0,1100.0,0.5,19158.0,800916.0,5,3,1,1,32,1,7,0,2717,67,37,1,2,0
이지바,2570.0,29020.0,11.29,55380.0,806675.0,0,2,5,0,27,3,5,5,10273,256,36,3,1,0
브이텍,5820.0,77304.0,13.28,47982.0,807011.0,1,3,3,1,21,7,9,3,10004,250,34,1,5,0
미즈노테니스화,1720.0,22070.0,12.83,97491.0,807011.0,2,0,4,0,39,1,0,0,218,5,40,0,0,0
핸드랩,2330.0,47711.0,20.48,12564.0,807645.0,4,2,9,0,21,4,13,2,7769,194,26,10,4,0
임산부방석,1040.0,52945.0,50.91,19139.0,807948.0,4,2,5,2,23,4,8,5,27765,694,33,2,5,0
탕온계,2790.0,4823.0,1.73,12319.0,810469.0,2,1,3,1,24,1,12,3,11713,292,36,1,3,0
LOZ미니블럭,2210.0,12441.0,5.63,20070.0,810666.0,1,2,0,1,35,1,3,1,5026,125,38,0,2,0
새싹인삼,1940.0,9397.0,4.84,21138.0,810833.0,8,6,5,1,9,6,21,4,23126,578,32,3,5,0
뒤집기방지,1290.0,10541.0,8.17,39438.0,811582.0,7,5,9,1,12,5,19,4,16706,417,24,3,10,3
대체육,3810.0,2808.0,0.74,14510.0,811613.0,0,3,0,0,32,1,6,1,6753,168,37,1,2,0
로보피쉬,1160.0,2179.0,1.88,9634.0,811878.0,2,1,3,1,35,1,3,1,2383,59,36,1,3,0
엄마랑벽그림병풍,1400.0,143.0,0.1,51268.0,812032.0,28,4,1,1,34,1,2,3,9673,241,35,2,2,1
콜렉트북,4980.0,53230.0,10.69,7628.0,812188.0,5,4,9,1,19,4,12,5,16755,418,16,4,16,4
시가잭충전기,2050.0,43378.0,21.16,14614.0,812613.0,3,6,9,1,26,4,9,1,4978,124,37,1,2,0
휴비딕저주파,2180.0,3029.0,1.39,32624.0,813378.0,2,0,5,1,22,4,11,3,11056,276,35,1,4,0
실로폰,11450.0,89753.0,7.84,18505.0,814433.0,2,0,5,0,32,0,6,2,5610,140,36,0,4,0
삼각김밥만들기,14140.0,11343.0,0.8,13834.0,814688.0,2,2,8,1,27,8,3,2,6022,150,34,1,4,1
카시트장난감,2010.0,9593.0,4.77,25322.0,814716.0,0,3,3,2,30,3,7,0,2175,54,36,2,2,0
미니족,2910.0,1206.0,0.41,12360.0,815913.0,4,1,9,0,26,4,6,4,12411,310,31,3,5,1
파르미지아노레지아노,6180.0,1827.0,0.3,18708.0,816555.0,0,1,4,0,26,6,6,2,6517,162,37,1,1,1
비즈영어,1270.0,29995.0,23.62,9189.0,817547.0,31,3,4,2,33,1,4,2,48161,1204,38,1,1,0
메탈라이트,1610.0,10228.0,6.35,64443.0,817732.0,0,2,2,1,29,7,4,0,1442,36,39,1,0,0
행사용테이블보,1050.0,17939.0,17.08,27946.0,820726.0,2,2,7,0,26,3,7,4,18894,472,32,3,4,1
투표함,2270.0,34097.0,15.02,29006.0,821125.0,0,0,2,0,35,1,4,0,1170,29,39,1,0,0
키재기,3340.0,80677.0,24.15,13041.0,822420.0,4,3,8,0,14,8,14,4,15293,382,26,3,10,1
소와나무체다치즈,1270.0,1800.0,1.42,12175.0,825372.0,0,2,7,2,25,7,5,3,7787,194,37,1,2,0
모던하우스이불,12750.0,12289.0,0.96,51132.0,829592.0,0,0,5,0,37,0,3,0,1094,27,33,2,5,0
남성수분크림,1160.0,20474.0,17.65,40063.0,833413.0,4,6,7,2,14,7,13,6,19440,486,36,1,3,0
또봇붐,2120.0,1532.0,0.72,43682.0,834412.0,1,4,9,0,36,2,1,1,3321,83,35,0,5,0
방수시멘트,1570.0,32019.0,20.39,47030.0,834900.0,2,2,3,2,26,2,9,3,7966,199,33,3,4,0
마카펜세트,1230.0,50780.0,41.28,17350.0,835186.0,0,1,2,0,23,0,12,5,19009,475,30,3,7,0
허벅지보호대,1400.0,45270.0,32.34,17115.0,835766.0,2,4,4,2,26,8,6,0,3482,87,35,2,3,0
부케선물,4270.0,81521.0,19.09,30039.0,836856.0,20,9,0,0,20,4,13,3,10624,265,24,3,12,1
차상,1200.0,13884.0,11.57,60577.0,837408.0,1,0,1,0,38,1,1,0,1011,25,37,1,2,0
핸드폰만보기,1170.0,21600.0,18.46,15614.0,837651.0,2,2,4,0,36,0,2,2,7438,185,37,1,2,0
초크백,2850.0,51625.0,18.11,28136.0,837975.0,2,4,4,0,28,3,9,0,3025,75,30,5,5,0
자동만보기,2140.0,13253.0,6.19,11719.0,838731.0,3,3,3,0,34,0,4,2,8113,202,37,1,2,0
자전거덮개,1700.0,73285.0,43.11,12182.0,840025.0,2,3,2,1,25,2,9,4,15596,389,34,2,4,0
하이웨스트비키니,2180.0,55236.0,25.34,32377.0,840202.0,2,1,3,1,24,4,12,0,3786,94,10,5,24,1
EMS마사지기,9880.0,96458.0,9.76,42572.0,840421.0,0,2,6,2,9,4,22,5,19486,487,32,0,8,0
고고다이노,16140.0,17107.0,1.06,22817.0,843294.0,0,2,7,1,32,2,5,1,9603,240,34,2,4,0
고양이계단,2260.0,104131.0,46.08,46461.0,843646.0,7,1,6,0,26,7,7,0,3389,84,28,5,7,0
무타공블라인드,4460.0,11340.0,2.54,8808.0,844858.0,5,4,7,0,27,2,8,3,9660,241,32,0,6,2
저염식반찬,1320.0,1786.0,1.35,10454.0,846483.0,30,5,3,0,33,1,3,3,8653,216,32,3,4,1
유아변기시트,1020.0,24935.0,24.45,16433.0,846945.0,2,11,6,0,14,7,18,1,10437,260,25,6,9,0
스타배구공,1020.0,37958.0,37.21,41758.0,848916.0,0,0,1,2,28,3,8,1,3838,95,36,3,1,0
레벨기삼각대,1330.0,42999.0,32.33,40230.0,849152.0,0,1,4,1,33,4,3,0,1206,30,38,1,1,0
방울솜,2170.0,45789.0,21.1,6358.0,849620.0,0,2,2,0,29,4,3,4,20519,512,37,0,3,0
WPC양산,1540.0,14523.0,9.43,37201.0,850399.0,8,4,2,0,28,4,7,1,5704,142,27,0,11,2
겨울속바지,3280.0,50686.0,15.45,7833.0,852074.0,2,8,9,2,25,1,9,5,39039,975,26,6,7,1
전동칼갈이,4020.0,92537.0,23.02,74810.0,853570.0,2,0,7,1,29,4,7,0,2522,63,32,3,5,0
조지루시보온도시락,6690.0,6602.0,0.99,44000.0,853954.0,0,3,8,0,29,5,5,1,3296,82,31,5,4,0
장독,2390.0,25325.0,10.6,7911.0,854269.0,3,1,2,0,29,4,3,4,9756,243,35,2,3,0
검전기,6270.0,104119.0,16.61,16303.0,855733.0,0,1,2,0,24,3,10,3,6816,170,37,3,0,0
밴디지,1250.0,52293.0,41.83,29316.0,856537.0,2,0,9,0,30,3,6,1,4372,109,31,7,2,0
로우로우백팩,16810.0,4719.0,0.28,98028.0,858000.0,1,1,2,0,31,1,7,1,4086,102,31,2,7,0
플란체바,1330.0,6787.0,5.1,38937.0,858510.0,3,2,4,2,30,2,7,1,4423,110,35,3,2,0
배즙,14210.0,64128.0,4.51,27355.0,859041.0,8,5,8,2,13,1,21,5,28052,701,32,6,2,0
돌잔치영상,3000.0,829.0,0.28,49751.0,859665.0,21,6,2,0,29,3,6,2,11844,296,25,3,11,1
사운드벽보,1290.0,4717.0,3.66,7333.0,860918.0,6,0,7,2,32,3,4,1,9494,237,34,4,2,0
돌성장동영상,1380.0,288.0,0.21,49198.0,861725.0,28,7,2,0,24,5,9,2,12742,318,23,4,12,1
튤립코바늘,2120.0,13517.0,6.38,40832.0,862153.0,3,3,9,2,20,6,11,3,12053,301,29,4,7,0
침칠봉,2020.0,10961.0,5.43,42425.0,863348.0,1,3,7,1,29,3,7,1,4323,108,31,2,7,0
책금고,1070.0,45911.0,42.91,11234.0,863805.0,0,2,1,0,33,1,3,3,11036,275,35,1,4,0
못난이진주목걸이,1140.0,15737.0,13.8,28136.0,864101.0,8,10,7,0,20,6,8,6,20206,505,20,4,12,4
돌반지케이스,1890.0,20191.0,10.68,11151.0,864696.0,10,14,7,0,13,3,20,4,14041,351,12,6,18,4
오이지,14480.0,45071.0,3.11,11511.0,865256.0,1,3,1,0,23,2,12,3,15293,382,35,1,4,0
8개월아기장난감,4090.0,4454.0,1.09,26977.0,865562.0,8,14,8,0,30,2,8,0,2349,58,31,1,7,1
캠핑용변기,1230.0,98218.0,79.85,26804.0,865674.0,2,6,6,2,15,1,19,5,16710,417,20,7,13,0
돌영상제작,1120.0,124.0,0.11,41649.0,865967.0,29,7,2,2,25,6,7,2,12108,302,24,4,11,1
아기백팩,1610.0,52278.0,32.47,24542.0,866936.0,6,3,2,1,37,2,1,0,522,13,33,4,3,0
거북이등딱지쿠션,1820.0,11219.0,6.16,25571.0,868343.0,1,4,4,2,32,3,4,1,2514,62,35,1,4,0
개미집,25120.0,51225.0,2.04,30538.0,869055.0,2,3,0,0,33,2,5,0,2553,63,35,3,2,0
아기200일셀프촬영,1020.0,2022.0,1.98,36626.0,869280.0,10,21,9,0,7,4,23,6,42320,1058,1,2,24,13
가족여권케이스,1080.0,13320.0,12.33,11650.0,869364.0,10,10,2,1,25,5,7,3,8564,214,24,5,11,0
미즈노엑셀아이노패킹,1830.0,1295.0,0.71,36334.0,869994.0,4,1,9,2,31,4,4,1,2917,72,31,5,4,0
스탠드타공판,1520.0,37671.0,24.78,58551.0,870735.0,0,3,7,1,35,0,5,0,1810,45,29,4,6,1
꼬꼬노리치발기,1430.0,629.0,0.44,18476.0,870900.0,0,4,4,0,29,1,5,5,14858,371,36,1,3,0
절복,2120.0,57985.0,27.35,36932.0,871094.0,2,10,5,0,30,5,4,1,2951,73,25,6,9,0
레몬즙짜기,1560.0,10450.0,6.7,12724.0,873725.0,2,4,2,0,30,2,7,1,3652,91,34,1,5,0
와이어줄넘기,3080.0,49533.0,16.08,14205.0,875114.0,2,5,4,1,22,4,11,3,23216,580,34,2,4,0
요솜,1730.0,37028.0,21.4,60994.0,875190.0,0,1,5,1,27,5,6,2,5999,149,35,2,3,0
느티나무도마,1990.0,6312.0,3.17,50722.0,876576.0,18,4,1,2,32,0,7,1,5547,138,34,3,3,0
닥스벨트,11400.0,40210.0,3.53,93457.0,877826.0,3,0,4,0,26,9,4,1,3112,77,38,1,1,0
한국민속촌한복대여,1360.0,8.0,0.01,17714.0,878416.0,3,4,0,1,4,0,4,0,1644,205,7,1,0,0
콩조림,2530.0,4614.0,1.82,10951.0,878641.0,0,0,2,0,28,7,5,0,1910,47,39,1,0,0
와플블럭,5640.0,5241.0,0.93,52347.0,880060.0,0,4,4,2,33,1,5,1,2965,74,35,3,2,0
캐치맙,2500.0,12388.0,4.96,20385.0,880537.0,0,1,4,0,22,4,12,2,13591,339,37,1,2,0
벽데코타일,1130.0,58658.0,51.91,22063.0,883762.0,1,6,6,0,27,1,9,3,13358,333,28,2,8,2
자전거후레쉬,1910.0,102588.0,53.71,18909.0,884521.0,3,3,4,0,22,0,14,4,16914,422,33,3,4,0
렌즈세척,1160.0,42202.0,36.38,41967.0,884895.0,1,6,1,0,32,2,5,1,5280,132,36,2,2,0
리본목걸이,2370.0,77639.0,32.76,74239.0,888795.0,7,5,5,2,34,2,3,1,3004,75,25,6,7,2
애리조나880,5190.0,4.0,0.0,43497.0,889166.0,0,0,1,2,2,0,1,0,176,58,2,0,1,0
꼴레지앙,3190.0,3579.0,1.12,39073.0,890166.0,4,10,7,1,33,1,5,1,3267,81,31,4,5,0
칠침봉,1020.0,5809.0,5.7,41986.0,890578.0,4,3,8,0,23,4,11,2,7611,190,26,5,9,0
미드센츄리의자,2240.0,58960.0,26.32,81045.0,891493.0,3,2,6,1,27,5,8,0,3686,92,23,5,11,1
욕창방지쿠션,1360.0,31175.0,22.92,30224.0,893381.0,2,3,8,0,25,4,9,2,6233,155,32,2,6,0
돌잔치성장동영상,2160.0,218.0,0.1,50167.0,894072.0,26,7,2,0,24,5,9,2,12717,317,23,4,12,1
미즈노엑셀아이,2620.0,5227.0,2.0,43879.0,894929.0,1,0,9,2,31,4,4,1,2858,71,32,4,4,0
캐리어저울,3560.0,27919.0,7.84,11028.0,895340.0,2,7,6,2,21,7,10,2,12940,323,32,4,4,0
토트넘유니폼,24440.0,13798.0,0.56,52669.0,898483.0,11,5,4,2,36,2,2,0,1012,25,33,2,5,0
대형견조끼,1060.0,85252.0,80.43,18967.0,899677.0,9,4,3,1,33,0,6,1,7774,194,32,2,6,0
리바이스벨트,2530.0,12406.0,4.9,29203.0,899924.0,1,1,6,1,25,3,11,1,6229,155,38,0,2,0
실꿰기,1220.0,77579.0,63.59,13245.0,900866.0,0,0,5,0,29,5,5,1,3998,99,35,1,4,0
빨래바구니3단,1840.0,39643.0,21.55,26969.0,902433.0,3,3,5,2,20,4,10,6,42302,1057,19,4,16,1
숏사각수영복,1390.0,88043.0,63.34,49948.0,903916.0,0,1,7,2,33,2,4,1,2699,67,33,3,4,0
다이아몬드숫돌,2060.0,77682.0,37.71,27131.0,904350.0,1,0,5,1,24,7,9,0,4029,100,35,1,4,0
리델와인잔,10720.0,44861.0,4.18,94826.0,905468.0,2,4,5,1,27,6,6,1,3521,88,33,3,4,0
붕붕카,7740.0,67812.0,8.76,51282.0,905993.0,0,0,9,0,15,4,18,3,10439,260,24,7,8,1
정수기선반,1650.0,27626.0,16.74,68498.0,907277.0,5,2,9,0,27,4,9,0,3671,91,22,5,12,1
콩알탄,2290.0,1631.0,0.71,7134.0,908333.0,0,1,0,0,39,0,1,0,887,22,39,1,0,0
아기성장앨범,1230.0,10325.0,8.39,22497.0,913844.0,11,4,1,1,32,2,6,0,3903,97,28,4,8,0
아기스카프,2920.0,28261.0,9.68,8005.0,913985.0,10,6,9,0,19,7,11,3,13127,328,28,4,8,0
창문자동개폐기,1120.0,6549.0,5.85,73565.0,914500.0,3,0,1,0,38,2,0,0,184,4,38,0,2,0
카시오공학용계산기,4710.0,30033.0,6.38,24679.0,914914.0,1,2,3,0,18,4,15,3,25568,639,33,4,3,0
핀삭스,1120.0,10749.0,9.6,26795.0,914987.0,0,0,3,2,33,2,4,1,3122,78,36,2,2,0
캐패시터,5020.0,87945.0,17.52,55049.0,915646.0,7,0,3,0,36,1,3,0,1173,29,37,2,1,0
젤라틴,8820.0,43153.0,4.89,12834.0,916875.0,0,1,3,0,21,7,10,2,8124,203,35,2,3,0
한글카드,1530.0,27237.0,17.8,18854.0,918395.0,3,8,9,0,16,6,14,4,14962,374,22,4,12,2
테니스슬링백,1200.0,26943.0,22.45,48493.0,919367.0,8,4,6,0,27,5,8,0,2870,71,23,5,12,0
포켓몬고플러스,2120.0,2946.0,1.39,64503.0,920088.0,29,4,7,0,34,2,1,3,6733,168,35,2,3,0
데스커책상매트,1810.0,1534.0,0.85,15365.0,920185.0,4,6,7,1,31,0,5,4,8464,211,33,1,6,0
레고보관함,1890.0,48367.0,25.59,39833.0,922981.0,8,7,8,1,24,4,10,2,9378,234,17,5,17,1
카포트,1090.0,43236.0,39.67,49007.0,924650.0,0,1,2,0,34,2,4,0,1318,32,39,0,1,0
성장영상,1160.0,1145.0,0.99,49585.0,926223.0,29,6,2,0,28,3,7,2,12353,308,25,3,11,1
족구공,3470.0,39544.0,11.4,31358.0,928111.0,0,0,3,1,33,3,4,0,2053,51,40,0,0,0
높은베개,2090.0,21951.0,10.5,33285.0,930070.0,6,5,4,0,34,2,3,1,2406,60,37,0,3,0
쌀강정,2540.0,11342.0,4.47,11429.0,933075.0,0,6,3,0,22,3,12,3,10170,254,31,1,8,0
산토리하이볼잔,4210.0,9371.0,2.23,24277.0,933819.0,5,12,9,0,21,4,12,3,7949,198,21,5,13,1
아가방딸랑이,1060.0,3626.0,3.42,16579.0,935058.0,1,0,5,0,39,0,0,1,3288,82,39,0,1,0
파크골프공,6620.0,19443.0,2.94,22575.0,935510.0,2,2,6,0,24,2,13,1,6548,163,35,4,1,0
산소포화도,19460.0,52123.0,2.68,24280.0,936630.0,1,1,4,0,14,5,17,4,17444,436,36,1,3,0
칼갈이기계,2700.0,90444.0,33.5,57374.0,936925.0,5,1,3,0,33,2,5,0,2324,58,35,2,3,0
아기선글라스,1520.0,13164.0,8.66,30358.0,936994.0,6,3,9,0,23,2,9,6,18420,460,29,3,7,1
삼숙이,1540.0,2775.0,1.8,40222.0,937072.0,1,2,7,1,31,0,6,3,6446,161,37,0,3,0
응모함,1640.0,49738.0,30.33,23683.0,937541.0,0,2,2,0,34,1,3,2,6207,155,38,0,2,0
감마루스,1050.0,7138.0,6.8,6416.0,940000.0,1,1,2,0,24,2,11,3,12427,310,39,0,1,0
피규어아크릴케이스,1010.0,95935.0,94.99,20799.0,943428.0,7,8,9,1,17,6,11,6,16744,418,7,5,23,5
파삼,1440.0,2137.0,1.48,22085.0,944503.0,4,6,5,1,20,6,9,5,17705,442,32,5,3,0
자동연필깍기,3230.0,43283.0,13.4,22443.0,945233.0,1,1,4,1,21,2,11,6,21555,538,28,5,7,0
자동연필깎이,3570.0,43283.0,12.12,22296.0,945233.0,1,1,4,0,22,2,11,5,20147,503,28,5,7,0
내귤반쪽,4700.0,4.0,0.0,7400.0,947054.0,0,4,0,0,3,0,0,1,1734,433,3,0,0,1
닥스손수건,5900.0,61567.0,10.44,11065.0,952235.0,7,0,1,0,23,5,12,0,4608,115,32,4,4,0
주니어트레이닝바지,1090.0,42392.0,38.89,21943.0,953445.0,1,4,7,2,30,5,2,3,6450,161,31,5,4,0
벤츠붕붕카,1520.0,2822.0,1.86,61708.0,953608.0,0,0,6,1,27,3,10,0,3918,97,30,4,6,0
기미상궁염도계,1070.0,2642.0,2.47,65137.0,955323.0,0,1,2,0,36,1,2,1,2300,57,39,0,1,0
레그슬리브,1090.0,59781.0,54.84,22118.0,956548.0,2,3,7,0,33,3,3,1,4359,108,35,2,3,0
요강,7010.0,39569.0,5.64,20996.0,959731.0,1,2,4,1,27,2,9,2,8377,209,31,2,7,0
콩자반,9550.0,3604.0,0.38,9454.0,960416.0,0,0,2,0,24,7,9,0,4326,108,38,1,1,0
골프숏티,1030.0,8335.0,8.09,6135.0,962965.0,1,2,3,0,35,0,4,1,6940,173,36,1,3,0
유두보호기,7880.0,1701.0,0.22,12522.0,963093.0,0,1,9,1,20,3,12,5,22228,555,37,1,2,0
거북이쿠션,2140.0,31999.0,14.95,32066.0,965000.0,1,4,3,1,33,2,4,1,2376,59,35,1,4,0
유치보관함,5490.0,13619.0,2.48,15648.0,965411.0,10,3,5,1,17,1,20,2,11227,280,28,4,7,1
치킨무,5200.0,5610.0,1.08,15951.0,967255.0,1,4,9,0,24,3,10,3,10249,256,37,2,1,0
판도라반지,28270.0,55572.0,1.97,39412.0,968907.0,3,1,5,1,20,8,10,2,20114,502,16,10,12,2
캠핑팝콘,2320.0,12174.0,5.25,62435.0,969310.0,1,0,5,1,35,2,2,1,4581,114,37,0,3,0
오일파스텔,17910.0,71868.0,4.01,17284.0,969410.0,0,2,5,0,28,3,4,5,16020,400,31,3,6,0
전술화,4210.0,91665.0,21.77,39616.0,969752.0,1,4,1,0,25,6,9,0,3169,79,33,4,3,0
에어매쉬매트,1060.0,19217.0,18.13,69274.0,970118.0,1,1,6,1,22,4,10,4,9038,225,36,1,3,0
신발늘리기,3880.0,27135.0,6.99,10961.0,970416.0,4,2,9,1,22,1,11,6,48658,1216,33,1,5,1
해면기,3180.0,60013.0,18.87,92835.0,971216.0,0,0,1,0,39,1,0,0,73,1,38,1,1,0
거북이등쿠션,1030.0,14207.0,13.79,33076.0,972169.0,2,2,3,1,35,1,3,1,2119,52,37,0,3,0
계량한복여성,3780.0,26932.0,7.12,42752.0,973749.0,3,7,8,0,33,4,3,0,1641,41,24,4,11,1
국산고추장,1300.0,41157.0,31.66,17672.0,974858.0,1,4,7,1,11,7,16,6,14544,363,27,5,8,0
센터스노클,3190.0,13799.0,4.33,41500.0,976384.0,0,3,5,1,28,5,7,0,3666,91,37,1,2,0
지오지아셔츠,4590.0,28441.0,6.2,20809.0,977827.0,1,1,0,0,26,7,7,0,2879,71,35,4,1,0
비빔장,1480.0,31705.0,21.42,9590.0,978564.0,2,1,2,2,14,10,14,2,8221,205,34,3,3,0
숯돌,4450.0,65686.0,14.76,7047.0,979365.0,1,0,5,0,26,4,8,2,9607,240,35,4,1,0
레이저포인터,12970.0,64387.0,4.96,26673.0,981444.0,0,1,0,0,9,1,24,6,19579,489,31,6,3,0
테이블대여,1410.0,7971.0,5.65,56642.0,982234.0,27,10,3,0,19,3,13,5,15138,378,10,6,20,4
크록스장화,2300.0,8361.0,3.64,38607.0,982278.0,1,4,9,2,29,5,6,0,2528,63,32,3,5,0
기모속바지,5240.0,61924.0,11.82,7460.0,984018.0,1,7,9,1,25,1,9,5,55456,1386,28,4,7,1
얇은허리보호대,1350.0,8173.0,6.05,26094.0,984845.0,0,7,0,0,31,4,3,2,7074,176,35,2,3,0
배드민턴콕,2550.0,16126.0,6.32,13979.0,985398.0,7,1,8,0,27,2,10,1,6501,162,37,2,1,0
자전거유아안장,1760.0,19772.0,11.23,44849.0,985571.0,5,0,2,1,34,1,5,0,1856,46,36,3,1,0
대왕발,2010.0,5364.0,2.67,16220.0,985945.0,0,3,4,0,24,3,11,2,14326,358,36,2,2,0
편도결석제거,7650.0,1969.0,0.26,44637.0,986469.0,10,1,3,1,37,0,1,2,13301,332,36,2,2,0
수제오란다,3180.0,6851.0,2.15,12545.0,987198.0,8,11,9,1,10,0,25,5,24473,611,11,6,22,1
겉싸개,12390.0,22464.0,1.81,64654.0,989108.0,1,2,1,1,26,3,8,3,14142,353,30,5,5,0
티비가리개,1610.0,30369.0,18.86,22809.0,990270.0,2,1,7,2,33,0,4,3,5420,135,33,1,6,0
대바늘,5970.0,36640.0,6.14,40695.0,990572.0,3,3,6,2,17,6,13,4,9860,246,24,8,8,0
킥판,3710.0,37706.0,10.16,22483.0,991195.0,5,0,4,0,31,3,4,2,4744,118,37,1,2,0
미니욕조,2700.0,58890.0,21.81,91395.0,991441.0,7,3,4,2,31,0,5,4,23893,597,32,3,5,0
좌우반전거울,1880.0,3400.0,1.81,25098.0,993506.0,1,1,3,0,37,1,1,1,2815,70,36,2,1,1
반전거울,1030.0,27762.0,26.95,24482.0,993506.0,2,1,3,0,37,1,1,1,2827,70,35,2,2,1
슈퍼캐패시터,2150.0,18857.0,8.77,59003.0,994210.0,7,0,3,0,36,1,3,0,1173,29,37,2,1,0
일본양산,1350.0,34126.0,25.28,30059.0,994288.0,7,5,0,0,31,7,1,1,3279,81,30,2,7,1
동굴텐트,1080.0,50321.0,46.59,73508.0,997573.0,4,1,1,1,35,2,2,1,3345,83,34,3,2,1
티즐,6130.0,14240.0,2.32,14734.0,997740.0,0,0,4,0,25,2,11,2,13450,336,37,1,2,0
캐리어방수커버,1200.0,66197.0,55.16,9097.0,999710.0,5,17,4,2,16,2,16,6,19424,485,21,5,12,2
버터오징어,3590.0,31531.0,8.78,11471.0,999988.0,3,4,8,2,15,1,18,6,27449,686,25,3,12,0
스마트초인종,1290.0,77325.0,59.94,90719.0,1001666.0,0,2,2,2,37,1,2,0,617,15,39,0,1,0
일본교복,2620.0,64467.0,24.61,31743.0,1001833.0,2,7,0,0,34,4,2,0,1333,33,34,1,4,1
명품여권케이스,1540.0,9397.0,6.1,24576.0,1002623.0,11,2,4,1,35,2,2,1,3468,86,33,5,1,1
유도등,3950.0,67619.0,17.12,23451.0,1003466.0,0,0,4,0,30,4,3,3,9137,228,37,3,0,0
아레나수영모,1280.0,68896.0,53.82,15425.0,1003647.0,3,0,4,1,22,3,12,3,10882,272,25,4,11,0
스와로브스키귀걸이,18000.0,95670.0,5.32,98814.0,1005650.0,1,0,2,0,35,1,2,2,3086,77,31,2,6,1
연습용드럼패드,1660.0,41109.0,24.76,40474.0,1006975.0,0,3,2,1,34,1,3,2,5979,149,36,1,3,0
애플티,3420.0,64111.0,18.75,19047.0,1007024.0,1,0,3,2,27,3,8,2,11532,288,34,2,4,0
낱말카드,5800.0,91830.0,15.83,20315.0,1007165.0,4,9,9,2,14,3,17,6,20820,520,17,4,17,2
왕돈까스,14450.0,5733.0,0.4,19314.0,1007315.0,1,4,9,2,20,5,10,5,43630,1090,29,4,6,1
병원가디건,4300.0,9459.0,2.2,29539.0,1007526.0,1,7,7,2,22,4,10,4,11271,281,29,5,6,0
계피가루,11270.0,29662.0,2.63,10189.0,1008280.0,1,4,8,0,17,2,16,5,22196,554,28,4,7,1
락포트펌프스,1970.0,19174.0,9.73,91273.0,1009000.0,0,0,0,0,31,4,5,0,1542,38,23,7,10,0
몰펀블럭,4410.0,832.0,0.19,88996.0,1011651.0,9,0,1,2,34,2,3,1,5229,130,35,2,3,0
몰펀,4290.0,888.0,0.21,86386.0,1011651.0,6,0,1,0,34,2,3,1,5220,130,35,2,3,0
알리흘라,1750.0,1989.0,1.14,56899.0,1011929.0,11,6,9,0,31,0,9,0,3865,96,28,3,9,0
17인치노트북파우치,2120.0,25902.0,12.22,25030.0,1012804.0,5,19,9,1,13,3,18,6,20517,512,10,3,25,2
화과자선물세트,2580.0,9388.0,3.64,33165.0,1013927.0,20,7,6,0,22,5,12,1,6715,167,24,5,10,1
진동벨,3610.0,65682.0,18.19,67107.0,1014726.0,7,0,2,0,32,1,4,3,7100,177,38,0,2,0
자동손세정제,1580.0,22137.0,14.01,33646.0,1015210.0,1,1,8,1,26,4,8,2,7015,175,30,4,6,0
제왕절개팬티,1590.0,795.0,0.5,15264.0,1017588.0,11,4,4,2,32,3,2,3,21799,544,36,1,3,0
방충망시공,4010.0,23876.0,5.95,12373.0,1018684.0,6,0,5,1,24,2,10,4,62588,1564,27,2,9,2
요넥스테니스화,3400.0,32198.0,9.47,97295.0,1019072.0,0,0,2,0,33,3,4,0,1423,35,37,3,0,0
간호사가디건,4940.0,12480.0,2.53,28313.0,1019437.0,1,8,7,1,19,4,12,5,14222,355,28,6,6,0
붕어빵팬,5620.0,84210.0,14.98,20966.0,1019533.0,4,10,6,2,26,4,7,3,26724,668,25,7,7,1
영업중간판,3280.0,21283.0,6.49,26136.0,1019635.0,4,5,6,1,30,5,4,1,5882,147,29,6,5,0
계량한복,4410.0,43926.0,9.96,41235.0,1020835.0,2,9,7,0,33,4,3,0,1626,40,25,4,10,1
아기변기커버,5430.0,11054.0,2.04,25365.0,1021268.0,0,9,7,1,14,3,17,6,24963,624,20,5,15,0
제왕절개복대,3150.0,3559.0,1.13,20653.0,1023195.0,9,6,2,1,30,2,6,2,6214,155,33,2,5,0
골반뽕,3390.0,36532.0,10.78,13925.0,1023596.0,1,6,5,0,22,3,12,3,12868,321,31,4,5,0
인의흑막,1120.0,2054.0,1.83,54974.0,1023833.0,0,2,3,0,34,2,4,0,2371,59,37,3,0,0
보청기,24090.0,44597.0,1.85,16613.0,1023963.0,8,2,3,1,19,6,12,3,25856,646,36,2,2,0
릴리팟,3970.0,1031.0,0.26,51121.0,1024697.0,0,0,9,2,34,2,3,1,2489,62,36,2,2,0
붕어빵만들기,18150.0,25518.0,1.41,23371.0,1024842.0,8,5,9,2,23,3,11,3,26875,671,29,2,8,1
휴대용변기커버,1100.0,39497.0,35.91,16430.0,1026882.0,3,9,5,0,17,5,17,1,9327,233,28,5,7,0
실리콘방석,2360.0,48261.0,20.45,13194.0,1027035.0,2,4,5,1,21,3,13,3,14676,366,35,0,5,0
