relative_keyword,total_search,total_store_count,competitive_rate,avg_price,avg_sale,grade_norm,grade_power,grade_bigpower,grade_premium,review_10,review_50,review_100,review_1000,total_review,avg_review,zzim_10,zzim_50,zzim_100,zzim_1000
라지킹침구세트,4720.0,27140.0,5.75,85302.0,1027914.0,8,24,2,0,30,5,4,1,2577,64,32,3,4,1
세면대뚫어뻥,1520.0,82105.0,54.02,10162.0,1029657.0,3,5,4,2,18,3,13,6,32384,809,30,3,7,0
미드센추리의자,2810.0,83377.0,29.67,64979.0,1030040.0,1,2,5,1,18,2,18,2,9385,234,16,3,20,1
벤츠핸들커버,1510.0,88693.0,58.74,23925.0,1030771.0,6,4,7,0,26,1,11,2,9784,244,33,2,5,0
롱토치,2180.0,26286.0,12.06,27553.0,1031250.0,1,0,3,0,20,4,15,1,8950,223,34,3,3,0
U자바디필로우,2530.0,18081.0,7.15,47240.0,1032505.0,3,2,2,0,32,2,4,2,6775,169,36,1,3,0
홍쌍리매실장아찌,1530.0,775.0,0.51,33303.0,1036081.0,3,2,5,2,33,1,5,1,2822,70,37,0,3,0
초등학생우산,1100.0,48212.0,43.83,12991.0,1037464.0,4,5,6,1,21,4,9,6,28471,711,26,6,8,0
피구공,7460.0,36324.0,4.87,16673.0,1039183.0,0,0,2,1,31,2,7,0,2694,67,37,3,0,0
버터구이오징어,5120.0,22492.0,4.39,11963.0,1040237.0,3,3,8,1,19,0,16,5,25170,629,27,1,12,0
자전거속바지,1130.0,43048.0,38.1,17783.0,1044429.0,0,1,9,0,28,0,7,5,23284,582,32,2,6,0
오프라벨,28190.0,25414.0,0.9,10336.0,1045000.0,35,0,5,0,38,0,2,0,228,5,39,1,0,0
오징어순대,21520.0,2297.0,0.11,17109.0,1045472.0,8,4,7,2,19,4,12,5,20349,508,28,5,6,1
성장동영상,9550.0,435.0,0.05,49687.0,1046404.0,27,7,2,0,22,3,13,2,13669,341,23,4,12,1
3단빨래바구니,3170.0,39907.0,12.59,28166.0,1047958.0,3,3,6,2,20,4,10,6,42287,1057,19,4,16,1
싱크대하부장선반,1650.0,44401.0,26.91,19495.0,1050641.0,3,8,8,0,18,4,15,3,11851,296,12,7,14,7
나무발판,3200.0,74895.0,23.4,20819.0,1054332.0,5,9,8,0,21,2,13,4,34649,866,22,5,12,1
수저집,1800.0,37734.0,20.96,15234.0,1056431.0,1,1,4,0,18,3,14,5,14083,352,38,0,2,0
미니골프백,1180.0,79207.0,67.12,32571.0,1064416.0,5,3,0,1,34,2,2,2,5235,130,33,3,4,0
소형코팅기,1210.0,25048.0,20.7,53526.0,1064633.0,1,0,1,0,27,3,6,4,14428,360,35,1,4,0
피카딜리구두,4780.0,1982.0,0.41,80843.0,1065241.0,7,0,9,0,39,0,1,0,362,9,30,5,4,1
가족사진,29050.0,101203.0,3.48,84585.0,1065945.0,38,2,0,0,20,6,12,2,11057,276,19,4,17,0
아디다스키즈트레이닝,1580.0,18446.0,11.67,40529.0,1065968.0,2,2,4,2,36,2,1,1,1988,49,36,0,4,0
자동차흠집제거제,2110.0,19521.0,9.25,17043.0,1066679.0,3,9,7,0,22,3,11,4,25702,642,35,1,4,0
한복드레스,4740.0,60990.0,12.87,74086.0,1067607.0,13,3,7,2,36,2,2,0,971,24,18,8,13,1
인도어화,4510.0,33874.0,7.51,88284.0,1069470.0,4,0,7,2,28,3,7,2,5733,143,30,6,4,0
마늘슬라이서,2920.0,70779.0,24.24,14877.0,1070263.0,3,6,8,1,19,3,16,2,8615,215,19,5,15,1
씨스콜,2170.0,7967.0,3.67,92250.0,1070333.0,6,0,1,0,28,2,6,4,11471,286,39,0,1,0
위그,1530.0,52976.0,34.62,38828.0,1073996.0,0,9,4,0,24,5,10,1,4156,103,33,6,1,0
매실장아찌,4320.0,21694.0,5.02,19844.0,1075772.0,3,4,9,0,13,8,14,5,14772,369,27,3,10,0
카시트후방거울,2100.0,10237.0,4.87,13615.0,1077255.0,4,3,5,0,25,1,11,3,15757,393,31,3,6,0
맥스이어플러그,1610.0,2326.0,1.44,8504.0,1077447.0,10,5,9,0,24,5,7,4,51464,1286,28,1,9,2
17인치노트북가방,4230.0,94439.0,22.33,27592.0,1079264.0,4,20,9,1,9,4,21,6,20796,519,8,4,26,2
유모차핸드머프,5320.0,10142.0,1.91,19816.0,1079272.0,4,7,7,2,21,0,17,2,14372,359,28,5,6,1
아기침대모빌,1200.0,5076.0,4.23,33615.0,1083214.0,7,8,7,1,29,4,6,1,8406,210,26,4,10,0
발로란트칼,3210.0,16295.0,5.08,18078.0,1087066.0,3,2,0,2,38,2,0,0,276,6,33,3,4,0
발로란트발리송,3670.0,9218.0,2.51,18619.0,1087066.0,2,2,0,0,38,2,0,0,279,6,34,2,4,0
평페달,1270.0,99406.0,78.27,33657.0,1088264.0,0,0,9,1,14,11,11,4,12795,319,31,6,3,0
브리츠블루투스스피커,15500.0,46384.0,2.99,64857.0,1089366.0,0,0,4,0,11,4,22,3,18891,472,11,9,20,0
몰텐농구공,3370.0,22667.0,6.73,45441.0,1089700.0,0,3,4,1,25,3,12,0,4597,114,32,5,3,0
환자복,3790.0,42904.0,11.32,24011.0,1090493.0,1,1,4,0,32,2,5,1,2723,68,37,2,1,0
수술복,2730.0,58107.0,21.28,30066.0,1091007.0,3,11,3,0,7,3,28,2,15295,382,21,9,10,0
헬렌스타인베개,1380.0,8361.0,6.06,30305.0,1092666.0,0,0,2,0,20,4,14,2,9154,228,37,1,2,0
큰방석,1690.0,76163.0,45.07,22721.0,1093446.0,0,0,3,0,32,2,4,2,3546,88,35,2,3,0
파타고니아반팔,3590.0,15650.0,4.36,48902.0,1093512.0,0,0,0,0,38,1,1,0,333,8,40,0,0,0
낚시가방하드케이스,1690.0,101797.0,60.23,35753.0,1094919.0,0,2,8,0,25,1,13,1,5806,145,32,6,2,0
프라모델니퍼,1200.0,14108.0,11.76,18003.0,1095569.0,1,2,8,1,12,8,17,3,12384,309,30,5,5,0
아레나키즈수영복,5430.0,24994.0,4.6,57726.0,1096156.0,1,0,8,1,37,0,1,2,4676,116,29,5,6,0
도트물감,2240.0,9811.0,4.38,20549.0,1096575.0,1,4,0,1,34,1,3,2,7968,199,37,0,2,1
강아지캠핑의자,1900.0,25236.0,13.28,33134.0,1101864.0,6,9,7,1,20,4,14,2,8556,213,21,4,14,1
기넥신,11920.0,4.0,0.0,75300.0,1104600.0,3,1,0,0,4,0,0,0,35,8,3,1,0,0
볼링아대,4930.0,56102.0,11.38,95516.0,1107388.0,4,1,6,1,28,1,8,3,6906,172,37,1,2,0
옥소젖병건조대,2300.0,498.0,0.22,48961.0,1107475.0,3,2,6,2,36,0,4,0,1610,40,37,1,1,1
사각블럭,1670.0,100913.0,60.43,38382.0,1108930.0,6,8,5,2,20,5,10,5,17160,429,28,6,6,0
십자블럭,1110.0,65703.0,59.19,35816.0,1108930.0,6,8,5,2,20,5,10,5,17202,430,28,6,6,0
침대안전바,1300.0,47000.0,36.15,42015.0,1109461.0,3,4,7,1,26,4,8,2,9130,228,28,3,9,0
코데즈컴바인속옷,23560.0,43915.0,1.86,30272.0,1112600.0,0,2,2,0,23,5,10,2,7468,186,31,7,2,0
제왕절개산후복대,1550.0,1297.0,0.84,22551.0,1113727.0,8,4,2,1,32,1,5,2,5821,145,33,2,5,0
편의점의자,2630.0,104662.0,39.8,35037.0,1115536.0,0,1,7,0,29,2,7,2,10473,261,33,1,6,0
키재는기계,2740.0,5825.0,2.13,66600.0,1121683.0,2,2,4,0,31,2,6,1,3205,80,33,4,3,0
포스카마카,6740.0,15472.0,2.3,14394.0,1126517.0,0,1,5,2,28,3,6,3,9605,240,35,2,2,1
간이변기,1360.0,82129.0,60.39,36035.0,1127739.0,0,5,9,2,16,3,16,5,15299,382,19,9,12,0
제사상미니어처,1070.0,10009.0,9.35,32504.0,1133264.0,21,5,1,0,30,6,4,0,2605,65,33,5,2,0
스탠드다리미판,2870.0,41322.0,14.4,35593.0,1133428.0,1,2,4,2,22,4,8,6,16016,400,31,4,5,0
캐리커쳐,17330.0,8824.0,0.51,25815.0,1134352.0,28,5,3,0,18,8,8,6,32046,801,25,4,9,2
로이텀,8350.0,4508.0,0.54,24402.0,1135810.0,0,0,7,2,35,4,0,1,3683,92,37,0,2,1
자동차스크래치복구제,6670.0,17824.0,2.67,11282.0,1136400.0,2,0,2,1,35,3,2,0,721,18,39,0,1,0
자동차스크레치복구제,3170.0,17824.0,5.62,11223.0,1136400.0,2,0,2,1,35,3,2,0,721,18,39,0,1,0
맥스앤루비,1420.0,399.0,0.28,51820.0,1136980.0,7,0,2,0,40,0,0,0,79,1,40,0,0,0
양모볼,10360.0,23287.0,2.25,7964.0,1149342.0,4,7,5,0,22,2,12,4,18405,460,25,4,10,1
연애혁명졸업앨범,1410.0,7.0,0.0,39728.0,1151300.0,1,0,2,2,6,1,0,0,84,12,7,0,1,0
미림통통,1240.0,2748.0,2.22,25038.0,1151670.0,1,6,2,1,28,2,7,3,20936,523,36,2,2,0
페이지터너,7450.0,25879.0,3.47,50899.0,1153537.0,3,0,4,0,37,0,3,0,860,21,39,0,1,0
설곤약향라맛,4130.0,2740.0,0.66,8300.0,1153819.0,0,7,6,0,22,5,7,6,16198,404,32,0,8,0
마이퍼스트북,3460.0,330.0,0.1,25190.0,1154093.0,2,13,6,1,31,4,5,0,1426,35,32,3,4,1
강아지슬개골보호대,3100.0,29646.0,9.56,19809.0,1154198.0,5,5,6,0,30,2,5,3,6367,159,33,4,3,0
닥스지갑,15940.0,89358.0,5.61,93579.0,1157733.0,3,1,2,1,25,8,7,0,3212,80,32,2,6,0
곤약면,5600.0,21855.0,3.9,13182.0,1159080.0,0,2,1,1,24,2,8,6,18972,474,34,1,5,0
통돌이세탁기청소업체,1160.0,230.0,0.2,63477.0,1160645.0,34,1,3,2,34,1,3,2,6144,153,31,6,2,1
남자골프파우치,1690.0,52728.0,31.2,47813.0,1161956.0,4,4,7,0,28,1,10,1,4681,117,27,6,7,0
남성골프파우치,1080.0,52728.0,48.82,47432.0,1161956.0,4,4,7,0,28,1,10,1,4681,117,27,6,7,0
위스키디스펜서,2390.0,49514.0,20.72,60492.0,1162202.0,27,5,8,0,34,3,3,0,854,21,27,3,9,1
스파이더맨웹슈터,3580.0,4904.0,1.37,39198.0,1162762.0,1,2,0,0,38,1,1,0,559,13,38,0,2,0
소막창,7160.0,4783.0,0.67,21399.0,1163333.0,2,1,9,2,20,4,13,3,14176,354,32,2,5,1
앙쥬치발기,3670.0,3830.0,1.04,11419.0,1163850.0,0,1,4,0,32,1,3,4,37590,939,38,0,2,0
야자활성탄,1420.0,19271.0,13.57,19517.0,1166525.0,3,3,6,0,23,5,8,4,21047,526,35,3,2,0
납골당미니어처,2000.0,22027.0,11.01,19586.0,1169444.0,17,6,4,0,24,6,8,2,9894,247,28,7,5,0
여성골프하프백,2690.0,25644.0,9.53,79594.0,1172363.0,5,4,4,0,36,0,2,2,5715,142,30,5,5,0
크록스레인부츠,1340.0,7855.0,5.86,45126.0,1176903.0,0,2,9,0,30,5,5,0,2477,61,32,3,5,0
연습용골프채,1090.0,47299.0,43.39,35665.0,1176950.0,0,1,1,0,39,0,1,0,829,20,38,1,1,0
핸드머프,2040.0,14920.0,7.31,20339.0,1177028.0,3,7,8,2,21,0,17,2,14610,365,27,6,6,1
지거,5760.0,73535.0,12.77,13167.0,1180868.0,1,5,6,0,24,1,12,3,12817,320,28,2,10,0
아기손발조형물,1220.0,763.0,0.63,28699.0,1184983.0,19,0,3,2,22,2,11,5,14523,363,28,2,9,1
유모차핸드워머,1600.0,5276.0,3.3,17627.0,1186883.0,6,6,5,2,28,1,9,2,11139,278,36,3,0,1
건의함,1450.0,61954.0,42.73,21957.0,1187499.0,2,0,2,0,31,1,7,1,5486,137,37,2,1,0
염경환방석,2430.0,1573.0,0.65,17499.0,1188765.0,4,7,3,0,30,1,8,1,6723,168,32,1,7,0
반달쿠션,2110.0,18571.0,8.8,23115.0,1191003.0,3,9,7,2,17,3,17,3,11712,292,21,3,14,2
학센,6400.0,3335.0,0.52,17778.0,1191650.0,2,0,0,1,31,1,3,5,16518,412,36,1,2,1
레이져포인터,3290.0,64307.0,19.55,27262.0,1195239.0,0,1,0,0,9,1,24,6,19579,489,31,6,3,0
추첨함,1590.0,23517.0,14.79,24012.0,1197187.0,0,1,3,0,36,1,1,2,5770,144,38,1,1,0
허리스트레칭기구,1810.0,47445.0,26.21,29180.0,1197218.0,4,4,7,1,19,5,10,6,48897,1222,24,8,6,2
욕창치료,3860.0,1714.0,0.44,58876.0,1197733.0,3,5,0,0,36,2,2,0,634,15,37,2,1,0
레고정리박스,1180.0,11731.0,9.94,22120.0,1201476.0,2,4,6,1,31,1,7,1,4658,116,31,1,7,1
맘스안심팬티,11750.0,2073.0,0.18,21696.0,1203805.0,1,2,3,2,28,3,5,4,18826,470,36,0,4,0
데바칼,2850.0,9481.0,3.33,45142.0,1205416.0,1,0,1,0,38,0,2,0,537,13,38,1,1,0
삑삑이신발,2960.0,12286.0,4.15,24707.0,1205476.0,2,3,4,0,35,1,3,1,2691,67,36,0,4,0
걸레슬리퍼,1580.0,61118.0,38.68,7341.0,1206550.0,3,2,1,0,18,7,9,6,21191,529,35,2,3,0
캐리어결합백,1050.0,90192.0,85.9,8827.0,1207996.0,3,9,7,0,13,3,21,3,33708,842,10,11,16,3
하이라이트1구,1490.0,21126.0,14.18,74605.0,1208522.0,1,2,9,1,15,7,15,3,13195,329,31,3,6,0
저격총,2690.0,14668.0,5.45,67128.0,1209161.0,7,3,9,1,25,4,10,1,4895,122,24,1,15,0
삼각대걸레,1910.0,9040.0,4.73,19154.0,1213978.0,0,3,2,2,35,0,4,1,3284,82,37,1,1,1
가죽보스턴백,1080.0,100137.0,92.72,96269.0,1217686.0,6,2,9,2,31,1,6,2,5886,147,27,1,10,2
스카이콩콩,5290.0,17378.0,3.29,25053.0,1220175.0,1,0,2,2,27,1,9,3,10454,261,39,0,1,0
포밍테이블,2610.0,24628.0,9.44,51950.0,1221396.0,3,1,8,1,27,1,7,5,10788,269,31,5,4,0
강아지배변매트,1220.0,51183.0,41.95,24627.0,1221906.0,3,6,5,2,12,4,19,5,17946,448,23,8,8,1
손바닥보호대,1010.0,47370.0,46.9,14994.0,1224139.0,7,2,9,1,25,7,5,3,11617,290,38,0,2,0
프리즈마,2640.0,60737.0,23.01,45119.0,1224205.0,2,5,5,0,20,2,12,6,21247,531,33,3,4,0
피규어보관함,1860.0,104884.0,56.39,24936.0,1227958.0,7,7,7,0,22,4,11,3,11360,284,16,2,18,4
본죽메추리알장조림,1200.0,878.0,0.73,21059.0,1228210.0,0,0,2,0,36,0,4,0,1727,43,39,0,1,0
벌집방석,1820.0,63744.0,35.02,13380.0,1229515.0,2,5,7,0,17,3,18,2,13936,348,30,3,7,0
매트리스커버퀸,1600.0,23416.0,14.64,25755.0,1229957.0,2,0,4,1,25,6,8,1,4778,119,37,0,3,0
스틸텅드럼,2160.0,42982.0,19.9,76777.0,1231866.0,0,1,4,1,34,1,5,0,1182,29,34,3,3,0
당진호박고구마,3500.0,2305.0,0.66,24568.0,1241136.0,17,13,9,1,22,7,5,6,46085,1152,30,4,5,1
골프샤워가운,4800.0,93866.0,19.56,22826.0,1242937.0,6,7,9,0,16,2,16,6,18622,465,13,5,21,1
르크루제머그,4500.0,11330.0,2.52,27829.0,1245103.0,3,2,6,0,15,4,16,5,16836,420,26,6,7,0
아레나여아수영복,1290.0,26617.0,20.63,55133.0,1246438.0,1,0,6,0,38,0,1,1,1650,41,30,4,6,0
로이드귀걸이,10750.0,91926.0,8.55,54451.0,1247596.0,0,0,6,0,19,8,13,0,5411,135,20,9,10,1
미니멜리사,4370.0,15390.0,3.52,23225.0,1248125.0,3,0,1,1,25,3,11,1,7267,181,31,5,4,0
렌즈빼는도구,1100.0,1929.0,1.75,7768.0,1248945.0,7,4,4,0,34,1,2,3,6302,157,34,1,3,2
내시경귀이개,5490.0,37791.0,6.88,23198.0,1253701.0,1,9,3,2,27,2,8,3,12234,305,31,2,6,1
1인용돗자리,1580.0,52881.0,33.47,7285.0,1254266.0,0,1,1,0,37,0,0,3,8645,216,36,0,2,2
삼립약과,2810.0,8123.0,2.89,8410.0,1254572.0,0,1,6,2,20,1,16,3,15022,375,33,4,2,1
프리즈마색연필,6260.0,31530.0,5.04,33076.0,1256415.0,1,5,5,0,20,2,12,6,21248,531,33,3,4,0
미니캣타워,2150.0,41571.0,19.34,78077.0,1256589.0,5,6,7,1,19,7,11,3,9990,249,18,9,10,3
악보보면대,1080.0,72906.0,67.51,29871.0,1258408.0,2,0,6,0,19,5,11,5,18532,463,35,3,2,0
산소용접기,1660.0,74830.0,45.08,74258.0,1261555.0,0,0,3,0,40,0,0,0,131,3,39,1,0,0
아라이자켓,1510.0,5381.0,3.56,36907.0,1265005.0,1,2,1,0,36,1,3,0,1149,28,39,0,1,0
이어포셉,6820.0,3193.0,0.47,45440.0,1266093.0,1,4,1,0,34,1,5,0,899,22,34,0,5,1
수경끈,4140.0,17418.0,4.21,8280.0,1266366.0,4,3,4,1,31,3,3,3,6147,153,31,3,6,0
슬라이딩정리대,6720.0,29495.0,4.39,57548.0,1268818.0,4,3,3,0,35,0,4,1,3267,81,33,1,2,4
일본화과자,1470.0,7593.0,5.17,52702.0,1269921.0,2,3,6,0,35,3,2,0,1497,37,36,2,2,0
액막이명태,7170.0,4842.0,0.68,21163.0,1270092.0,6,16,9,2,15,5,16,4,13572,339,11,8,14,7
CEP,6770.0,24348.0,3.6,55117.0,1270625.0,2,0,4,0,34,1,5,0,1323,33,38,1,1,0
공부상,2400.0,49558.0,20.65,25547.0,1271028.0,3,0,5,2,30,0,8,2,6889,172,32,2,6,0
웹슈터,1470.0,5901.0,4.01,39970.0,1273083.0,1,3,0,0,38,1,1,0,570,14,38,0,2,0
벽돌벽지,1070.0,92489.0,86.44,27332.0,1273980.0,3,3,9,1,23,1,12,4,38987,974,30,1,8,1
손찜질기,2730.0,30407.0,11.14,38306.0,1282856.0,5,2,2,0,34,2,3,1,2673,66,35,2,3,0
웨이더,1460.0,66591.0,45.61,71237.0,1284003.0,0,0,5,0,25,2,10,3,13241,331,35,3,2,0
악보대,1460.0,49905.0,34.18,27827.0,1285959.0,1,0,6,0,25,4,7,4,17272,431,35,3,2,0
보니숑유모차라이너,1340.0,525.0,0.39,55472.0,1288856.0,0,0,6,0,33,4,1,2,8466,211,39,0,0,1
카시트거울,1780.0,18889.0,10.61,13771.0,1291555.0,3,2,6,0,24,1,12,3,16182,404,31,3,6,0
유니폼가디건,1630.0,35112.0,21.54,30300.0,1295291.0,2,2,8,1,27,5,5,3,9090,227,32,3,5,0
바이올린활,3250.0,87814.0,27.02,46099.0,1295666.0,0,0,2,2,24,8,7,1,3541,88,39,0,1,0
파타고니아반팔티,1090.0,15476.0,14.2,54809.0,1296302.0,3,3,6,0,31,2,6,1,3814,95,31,2,7,0
오토바이열선장갑,2470.0,57462.0,23.26,90735.0,1298166.0,2,1,5,0,35,4,1,0,735,18,37,3,0,0
우드슬랩다리,1070.0,13297.0,12.43,58878.0,1301772.0,4,1,1,0,33,1,3,3,9189,229,33,3,4,0
어린이선글라스,1080.0,101387.0,93.88,16532.0,1306302.0,3,3,5,1,20,7,7,6,19434,485,33,0,6,1
메가테스터기,3300.0,31125.0,9.43,69329.0,1306807.0,0,0,7,2,29,3,7,1,5454,136,39,0,1,0
이동식변기,3550.0,93713.0,26.4,45756.0,1308784.0,0,6,9,2,17,4,16,3,13293,332,21,7,12,0
신생아수영장,1370.0,6889.0,5.03,52183.0,1310327.0,3,1,5,0,28,1,7,4,13533,338,37,0,3,0
어린이드론,5700.0,84798.0,14.88,41091.0,1313886.0,6,5,3,0,20,3,11,6,19301,482,31,3,6,0
꾸버스훈제박스,6200.0,260.0,0.04,12900.0,1314264.0,6,3,9,2,34,3,2,1,3260,81,35,1,3,1
접지테스터기,6360.0,104354.0,16.41,63161.0,1315160.0,3,5,3,2,31,4,4,1,5153,128,36,3,1,0
이빨요정,11970.0,3559.0,0.3,19320.0,1319970.0,2,5,4,1,33,0,5,2,6034,150,34,3,2,1
이유식조리도구,1380.0,15587.0,11.29,22891.0,1321494.0,0,1,2,2,18,5,14,3,21484,537,34,2,4,0
다이어트차,7320.0,89162.0,12.18,22479.0,1323203.0,4,6,6,1,14,2,18,6,22580,564,31,2,7,0
골프그립교정기,2430.0,19587.0,8.06,15285.0,1323704.0,4,3,3,1,29,1,8,2,5790,144,34,2,4,0
족구화,8640.0,20994.0,2.43,64579.0,1323708.0,0,0,6,0,28,5,6,1,3393,84,37,2,1,0
아기치발기,1230.0,24885.0,20.23,15087.0,1324489.0,1,9,8,0,16,0,18,6,21347,533,27,1,11,1
딥스바,5640.0,33017.0,5.85,63824.0,1328105.0,2,1,2,0,31,1,6,2,5023,125,33,2,5,0
공기질측정기,2580.0,71199.0,27.6,89382.0,1330123.0,5,4,2,0,29,4,3,4,17234,430,31,3,6,0
골든햄스터집,1020.0,25314.0,24.82,53530.0,1330839.0,3,5,4,1,31,3,5,1,5664,141,28,4,7,1
유모차손잡이커버,1860.0,12906.0,6.94,13698.0,1330843.0,6,5,9,2,20,2,16,2,10432,260,26,4,9,1
고양이음수대,1190.0,35742.0,30.04,31965.0,1331330.0,5,4,4,0,24,1,14,1,10835,270,30,3,6,1
메탈카드봇,12210.0,12613.0,1.03,28562.0,1333483.0,0,1,9,1,35,3,2,0,1087,27,36,2,2,0
환자용변기,1910.0,37451.0,19.61,57258.0,1333840.0,0,3,8,1,23,5,11,1,6797,169,30,2,8,0
해찬들태양초고추장,4230.0,28652.0,6.77,16972.0,1334086.0,1,2,9,1,14,3,17,6,23883,597,30,8,2,0
골프공파우치,6520.0,91838.0,14.09,22977.0,1335081.0,3,10,9,0,19,4,13,4,10411,260,17,9,13,1
본죽장조림,7160.0,7261.0,1.01,15602.0,1335573.0,0,0,3,2,21,4,15,0,7013,175,38,1,1,0
조리원속싸개,1150.0,462.0,0.4,18457.0,1338923.0,6,3,7,1,23,3,10,4,14385,359,31,4,5,0
치즈핫도그,1410.0,27040.0,19.18,14213.0,1340143.0,0,1,4,2,19,3,15,3,15543,388,35,1,4,0
포스카,2450.0,18938.0,7.73,15203.0,1342820.0,0,1,4,2,29,3,5,3,9548,238,35,2,2,1
베어파우키즈,29600.0,36386.0,1.23,43909.0,1343595.0,0,1,5,2,36,1,1,2,9563,239,21,10,9,0
프리젠터,4070.0,75580.0,18.57,36872.0,1343797.0,0,0,0,0,9,1,25,5,19064,476,31,7,2,0
침대난간,1350.0,89757.0,66.49,36809.0,1344185.0,4,5,6,2,27,5,4,4,10916,272,27,1,12,0
농구공6호,1030.0,27010.0,26.22,35517.0,1350324.0,2,3,5,1,27,2,10,1,5784,144,30,6,4,0
자동차실내크리닝,4710.0,11105.0,2.36,80845.0,1350580.0,12,2,4,0,31,2,6,1,3544,88,33,1,6,0
글라스락렌지쿡,7890.0,5484.0,0.7,14846.0,1355362.0,0,1,0,2,9,5,22,4,20087,502,29,3,8,0
귀내시경,4620.0,51485.0,11.14,32054.0,1360018.0,0,6,4,1,26,1,11,2,10178,254,32,2,5,1
기버터,10910.0,7332.0,0.67,32161.0,1362920.0,0,0,3,0,30,4,5,1,3660,91,34,2,4,0
미니소화기,1920.0,13522.0,7.04,20570.0,1363153.0,1,1,6,1,29,1,6,4,14813,370,34,2,3,1
마이쭈,3210.0,41530.0,12.94,10713.0,1364979.0,0,0,8,0,31,4,3,2,19079,476,36,0,4,0
컬러칩,1660.0,54983.0,33.12,62925.0,1375500.0,0,0,3,0,37,0,2,1,1406,35,39,1,0,0
책걸상,2020.0,93932.0,46.5,53256.0,1376503.0,4,2,6,0,29,2,8,1,7556,188,26,4,10,0
XHP360,1800.0,12301.0,6.83,36937.0,1376785.0,2,2,4,1,31,3,5,1,2985,74,35,3,2,0
유모차보조의자,3170.0,8533.0,2.69,94638.0,1379375.0,2,0,1,0,39,1,0,0,117,2,38,0,2,0
산양산삼,4090.0,21212.0,5.19,69620.0,1381475.0,6,1,3,1,16,7,13,4,16833,420,32,2,6,0
에티모코바늘,1210.0,7935.0,6.56,44835.0,1383767.0,3,3,6,2,21,6,10,3,11817,295,29,4,7,0
메탈라이트플랜츠,1010.0,1504.0,1.49,35607.0,1386611.0,0,2,1,0,35,2,3,0,721,18,39,1,0,0
블루독우주복,5370.0,30253.0,5.63,67029.0,1391594.0,0,1,4,0,39,1,0,0,203,5,30,6,4,0
블루독베이비우주복,3500.0,30194.0,8.63,67009.0,1391594.0,0,0,3,0,39,1,0,0,187,4,32,5,3,0
풉백,2280.0,35016.0,15.36,8993.0,1392880.0,4,4,1,1,10,4,22,4,23171,579,25,4,11,0
CUCD에어건,2770.0,1.0,0.0,89000.0,1394333.0,1,0,0,0,1,0,0,0,26,26,0,1,0,0
3M귀마개,9240.0,56972.0,6.17,11453.0,1397738.0,0,1,5,1,17,8,10,5,39795,994,35,3,2,0
베트남동지갑,10250.0,5590.0,0.55,7448.0,1399710.0,12,8,6,2,14,11,9,6,31749,793,21,5,11,3
새싹삼,5470.0,14163.0,2.59,18767.0,1399916.0,3,3,4,0,12,3,20,5,23094,577,33,2,5,0
맘스안심패드,1450.0,2838.0,1.96,19885.0,1401113.0,0,0,2,2,35,0,1,4,15676,391,37,1,2,0
붕어빵세트,1060.0,11716.0,11.05,29137.0,1403273.0,7,2,8,0,28,1,9,2,15158,378,32,2,5,1
21세기킥보드,4400.0,2900.0,0.66,48160.0,1403281.0,2,2,3,0,29,3,4,4,17938,448,36,0,4,0
통돌이걸레,1270.0,33718.0,26.55,21509.0,1407116.0,0,2,7,1,17,1,16,6,27341,683,33,1,6,0
오타마톤,11920.0,7851.0,0.66,55991.0,1408138.0,2,5,5,1,31,2,5,2,7853,196,32,0,7,1
아기신발장의자,1080.0,5482.0,5.08,76172.0,1409329.0,8,4,2,0,38,0,2,0,919,22,31,3,5,1
고흥유자청,2860.0,1511.0,0.53,19501.0,1411491.0,11,2,6,1,23,5,9,3,28853,721,32,4,3,1
투명계산기,1850.0,7894.0,4.27,34359.0,1414433.0,1,0,2,1,39,0,1,0,137,3,39,0,1,0
화장실안전손잡이,1230.0,87216.0,70.91,43850.0,1420966.0,3,1,9,0,25,7,7,1,3892,97,32,3,5,0
아디다스키즈세트,1360.0,29885.0,21.97,42570.0,1421041.0,0,3,5,0,36,1,2,1,1996,49,33,0,7,0
손싸개,4050.0,72570.0,17.92,6359.0,1428933.0,0,1,5,0,26,2,6,6,41269,1031,33,1,6,0
마늘다지는기계,2320.0,14309.0,6.17,36723.0,1437881.0,7,6,5,2,29,3,5,3,7417,185,30,6,3,1
우산꽃이,1340.0,23412.0,17.47,28442.0,1439245.0,3,3,2,1,31,2,6,1,7412,185,36,1,3,0
퓨어코마치칼,2730.0,1301.0,0.48,17694.0,1440183.0,0,0,7,2,27,3,6,4,45054,1126,33,3,4,0
볼링백,3510.0,72723.0,20.72,96128.0,1445812.0,0,0,8,1,35,2,3,0,924,23,38,1,1,0
스타족구화,2150.0,3990.0,1.86,76576.0,1448666.0,1,1,3,1,35,3,2,0,1155,28,40,0,0,0
마이쮸,12870.0,41530.0,3.23,14782.0,1450597.0,0,0,8,0,31,4,3,2,19079,476,36,0,4,0
전동건,5470.0,41061.0,7.51,74686.0,1457415.0,6,4,6,1,30,0,6,4,8424,210,24,5,11,0
철제빨래바구니,1560.0,31418.0,20.14,41983.0,1459166.0,3,3,4,2,29,5,5,1,16189,404,20,5,13,2
엄마랑병풍,2620.0,170.0,0.06,48092.0,1465714.0,23,5,2,2,33,1,2,4,16862,421,34,2,2,2
