relative_keyword,total_search,total_store_count,competitive_rate,avg_price,avg_sale
LGU+,72300.0,226072.0,3.13,516482,10570100.0
호각,2920.0,228165.0,78.14,12827,4973601.0
튀김기,30160.0,228663.0,7.58,72338,368261.0
임부속옷,970.0,230385.0,237.51,13140,713520.0
돌기념품,120.0,230456.0,1920.47,4152,6836412.0
와플제조기,20.0,230560.0,11528.0,39677,141071.0
축구장갑,1230.0,230954.0,187.77,25076,1349083.0
기어백,210.0,231077.0,1100.37,78812,1070077.0
속치마,5610.0,232227.0,41.4,8327,1410471.0
배드민턴화,35100.0,233857.0,6.66,95844,5570952.0
토스터기,12590.0,233946.0,18.58,49066,1148478.0
유아마스크,2720.0,235037.0,86.41,7480,293186.0
군모,3850.0,236959.0,61.55,16737,1140805.0
바디슬리밍,440.0,238755.0,542.62,25468,2517930.0
립케어,970.0,239982.0,247.4,15374,2214561.0
페이스오일,4850.0,241814.0,49.86,26079,594861.0
헬스사이클,700.0,242052.0,345.79,237721,1153357.0
테라리엄,280.0,243153.0,868.4,12214,119691.0
핫도그,44160.0,243206.0,5.51,16369,368175.0
피클,14220.0,245328.0,17.25,6145,9310833.0
천체망원경,26070.0,246301.0,9.45,478805,5747855.0
마라톤용품,1120.0,247300.0,220.8,36059,26098915.0
유아의자,5410.0,247681.0,45.78,89121,1178602.0
여과제,820.0,249068.0,303.74,7796,2235628.0
안대,22380.0,249164.0,11.13,12245,2603920.0
고전,9200.0,249590.0,27.13,3457,919486.0
튜너,2350.0,251356.0,106.96,22613,1523522.0
넥타이핀,8130.0,251803.0,30.97,32088,246216.0
베어본PC,1270.0,254963.0,200.76,413361,3521522.0
치간칫솔,39740.0,256601.0,6.46,7813,2007894.0
행정,10930.0,257912.0,23.6,23346,7142252.0
도서,26310.0,257980.0,9.81,13486,2234333.0
전기요,19400.0,258282.0,13.31,66898,1114622.0
어패류,6920.0,258708.0,37.39,8106,471741.0
푸딩,25610.0,259249.0,10.12,7768,16666.0
러닝머신,11790.0,259489.0,22.01,632287,5989969.0
교자상,20460.0,260137.0,12.71,47691,595911.0
물조리개,8100.0,261517.0,32.29,6783,1077302.0
양고기,42160.0,261882.0,6.21,23996,2802665.0
건과류,4090.0,262116.0,64.09,10574,6634891.0
셀프촬영,1350.0,263579.0,195.24,31264,5481074.0
신발끈,11910.0,265071.0,22.26,1772,422162.0
워터볼,4870.0,265222.0,54.46,26960,1149978.0
물리치료용품,40.0,266618.0,6665.45,55630,2976070.0
탄산수,61810.0,268217.0,4.34,9687,1500742.0
카레,49180.0,269278.0,5.48,2820,325388.0
드라마,946500.0,270334.0,0.29,50994,1575166.0
누룽지,43660.0,271419.0,6.22,12197,324539.0
스키복,10770.0,271638.0,25.22,443079,2652975.0
CLA,19230.0,272218.0,14.16,30799,4285900.0
방울털모자,100.0,273735.0,2737.35,10340,379610.0
고추장,24190.0,274022.0,11.33,15733,1576419.0
제빵재료,1260.0,274310.0,217.71,10453,9281041.0
야구가방,3850.0,275561.0,71.57,80816,2454771.0
캐리어커버,20850.0,277754.0,13.32,10280,1507748.0
햄버거,117900.0,278791.0,2.36,11908,2399625.0
인라인용품,70.0,279669.0,3995.27,13151,2450977.0
열쇠지갑,940.0,279899.0,297.76,17657,1129708.0
카드리더기,7620.0,281554.0,36.95,11904,4893865.0
어묵,20890.0,281958.0,13.5,10939,11820714.0
판타지,9810.0,283255.0,28.87,98518,1500873.0
DAC,9410.0,285484.0,30.34,250949,698500.0
제모기,12820.0,285739.0,22.29,75268,121334.0
마우스피스,20110.0,286403.0,14.24,17192,1148233.0
헤어케어세트,20.0,287082.0,14354.1,47689,2340866.0
자세교정용품,30.0,289105.0,9636.83,22804,624887.0
자외선소독기,2770.0,290001.0,104.69,70780,6168556.0
우표,8170.0,293098.0,35.87,17727,2232279.0
조소,10800.0,293233.0,27.15,49193,8780833.0
발각질제거기,13510.0,295238.0,21.85,13389,7231377.0
유아스푼,280.0,296215.0,1057.91,9018,4831171.0
유아학습,360.0,297249.0,825.69,35440,281917.0
호루라기,14700.0,297485.0,20.24,11891,2100.0
여권지갑,14830.0,297560.0,20.06,18125,1084993.0
립틴트,5510.0,298458.0,54.17,13398,1702188.0
장난감정리함,21050.0,298727.0,14.19,34995,38047.0
전통공예소품,20.0,299056.0,14952.8,8147,7262082.0
히알루론산,39550.0,299132.0,7.56,23682,2594123.0
립글로스,8540.0,299773.0,35.1,23678,6134983.0
한방재료,240.0,299809.0,1249.2,13942,407033.0
기저귀가방,63400.0,299911.0,4.73,50788,5437698.0
하이라이트,52850.0,300049.0,5.68,99012,4308987.0
털신,1470.0,300085.0,204.14,22792,11477851.0
머니클립,9550.0,300501.0,31.47,89239,690028.0
수경식물,10030.0,301116.0,30.02,7116,1328767.0
식이섬유,24290.0,301430.0,12.41,22186,746470.0
프라이머,36470.0,305560.0,8.38,23279,3661581.0
튀김류,230.0,306130.0,1331.0,9266,7043310.0
건강팔찌,5160.0,307288.0,59.55,75755,1429482.0
발마사지기,35440.0,307448.0,8.68,156256,2696756.0
아이브로,490.0,307875.0,628.32,8336,1138668.0
염료,2010.0,308182.0,153.32,5223,321974.0
화분영양제,2920.0,308216.0,105.55,14498,1189890.0
승용완구,200.0,308490.0,1542.45,83489,28203.0
인삼,30440.0,308806.0,10.14,20846,1049851.0
남성화장품세트,1110.0,310127.0,279.39,33258,191666.0
스무디,11950.0,311747.0,26.09,12446,2902688.0
댄스소품,90.0,311939.0,3465.99,38501,5963524.0
블루투스동글,13930.0,312503.0,22.43,7002,717667.0
컨실러,19140.0,314089.0,16.41,15114,4261015.0
냉풍기,9880.0,314221.0,31.8,94865,4294873.0
발지압,10810.0,314281.0,29.07,14305,1061916.0
손목받침대,3280.0,315017.0,96.04,14188,35679000.0
축구연습용품,130.0,315611.0,2427.78,30871,292500.0
된장,19750.0,315718.0,15.99,18150,3242111.0
아동시계,910.0,316963.0,348.31,14525,5308620.0
핸드블렌더,4600.0,317068.0,68.93,50791,453639.0
공기정화식물,27680.0,317168.0,11.46,19052,5212575.0
